"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"WA","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","59","","10/01/2012","09/30/2013"
"WI","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","77","","10/01/2012","09/30/2013"
"WV","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","51","","10/01/2012","09/30/2013"
"WY","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","12","","10/01/2012","09/30/2013"
"AK","Hernia procedures except inguinal and femoral w/o CC/MCC","13","","10/01/2012","09/30/2013"
"AL","Hernia procedures except inguinal and femoral w/o CC/MCC","143","","10/01/2012","09/30/2013"
"AR","Hernia procedures except inguinal and femoral w/o CC/MCC","134","","10/01/2012","09/30/2013"
"AZ","Hernia procedures except inguinal and femoral w/o CC/MCC","160","","10/01/2012","09/30/2013"
"CA","Hernia procedures except inguinal and femoral w/o CC/MCC","705","","10/01/2012","09/30/2013"
"CO","Hernia procedures except inguinal and femoral w/o CC/MCC","110","","10/01/2012","09/30/2013"
"CT","Hernia procedures except inguinal and femoral w/o CC/MCC","104","","10/01/2012","09/30/2013"
"DC","Hernia procedures except inguinal and femoral w/o CC/MCC","29","","10/01/2012","09/30/2013"
"DE","Hernia procedures except inguinal and femoral w/o CC/MCC","64","","10/01/2012","09/30/2013"
"FL","Hernia procedures except inguinal and femoral w/o CC/MCC","628","","10/01/2012","09/30/2013"
"GA","Hernia procedures except inguinal and femoral w/o CC/MCC","173","","10/01/2012","09/30/2013"
"GU","Hernia procedures except inguinal and femoral w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"HI","Hernia procedures except inguinal and femoral w/o CC/MCC","25","","10/01/2012","09/30/2013"
"IA","Hernia procedures except inguinal and femoral w/o CC/MCC","70","","10/01/2012","09/30/2013"
"ID","Hernia procedures except inguinal and femoral w/o CC/MCC","30","","10/01/2012","09/30/2013"
"IL","Hernia procedures except inguinal and femoral w/o CC/MCC","367","","10/01/2012","09/30/2013"
"IN","Hernia procedures except inguinal and femoral w/o CC/MCC","233","","10/01/2012","09/30/2013"
"KS","Hernia procedures except inguinal and femoral w/o CC/MCC","74","","10/01/2012","09/30/2013"
"KY","Hernia procedures except inguinal and femoral w/o CC/MCC","185","","10/01/2012","09/30/2013"
"LA","Hernia procedures except inguinal and femoral w/o CC/MCC","129","","10/01/2012","09/30/2013"
"MA","Hernia procedures except inguinal and femoral w/o CC/MCC","226","","10/01/2012","09/30/2013"
"MD","Hernia procedures except inguinal and femoral w/o CC/MCC","166","","10/01/2012","09/30/2013"
"ME","Hernia procedures except inguinal and femoral w/o CC/MCC","40","","10/01/2012","09/30/2013"
"MI","Hernia procedures except inguinal and femoral w/o CC/MCC","392","","10/01/2012","09/30/2013"
"MN","Hernia procedures except inguinal and femoral w/o CC/MCC","136","","10/01/2012","09/30/2013"
"MO","Hernia procedures except inguinal and femoral w/o CC/MCC","212","","10/01/2012","09/30/2013"
"MP","Hernia procedures except inguinal and femoral w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"MS","Hernia procedures except inguinal and femoral w/o CC/MCC","99","","10/01/2012","09/30/2013"
"MT","Hernia procedures except inguinal and femoral w/o CC/MCC","25","","10/01/2012","09/30/2013"
"NC","Hernia procedures except inguinal and femoral w/o CC/MCC","243","","10/01/2012","09/30/2013"
"ND","Hernia procedures except inguinal and femoral w/o CC/MCC","17","","10/01/2012","09/30/2013"
"NE","Hernia procedures except inguinal and femoral w/o CC/MCC","67","","10/01/2012","09/30/2013"
"NH","Hernia procedures except inguinal and femoral w/o CC/MCC","40","","10/01/2012","09/30/2013"
"NJ","Hernia procedures except inguinal and femoral w/o CC/MCC","248","","10/01/2012","09/30/2013"
"NM","Hernia procedures except inguinal and femoral w/o CC/MCC","56","","10/01/2012","09/30/2013"
"NV","Hernia procedures except inguinal and femoral w/o CC/MCC","35","","10/01/2012","09/30/2013"
"NY","Hernia procedures except inguinal and femoral w/o CC/MCC","739","","10/01/2012","09/30/2013"
"OH","Hernia procedures except inguinal and femoral w/o CC/MCC","333","","10/01/2012","09/30/2013"
"OK","Hernia procedures except inguinal and femoral w/o CC/MCC","128","","10/01/2012","09/30/2013"
"OR","Hernia procedures except inguinal and femoral w/o CC/MCC","100","","10/01/2012","09/30/2013"
"PA","Hernia procedures except inguinal and femoral w/o CC/MCC","400","","10/01/2012","09/30/2013"
"PR","Hernia procedures except inguinal and femoral w/o CC/MCC","81","","10/01/2012","09/30/2013"
"RI","Hernia procedures except inguinal and femoral w/o CC/MCC","37","","10/01/2012","09/30/2013"
"SC","Hernia procedures except inguinal and femoral w/o CC/MCC","183","","10/01/2012","09/30/2013"
"SD","Hernia procedures except inguinal and femoral w/o CC/MCC","24","","10/01/2012","09/30/2013"
"TN","Hernia procedures except inguinal and femoral w/o CC/MCC","185","","10/01/2012","09/30/2013"
"TX","Hernia procedures except inguinal and femoral w/o CC/MCC","576","","10/01/2012","09/30/2013"
"UT","Hernia procedures except inguinal and femoral w/o CC/MCC","39","","10/01/2012","09/30/2013"
"VA","Hernia procedures except inguinal and femoral w/o CC/MCC","213","","10/01/2012","09/30/2013"
"VI","Hernia procedures except inguinal and femoral w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Hernia procedures except inguinal and femoral w/o CC/MCC","17","","10/01/2012","09/30/2013"
"WA","Hernia procedures except inguinal and femoral w/o CC/MCC","182","","10/01/2012","09/30/2013"
"WI","Hernia procedures except inguinal and femoral w/o CC/MCC","170","","10/01/2012","09/30/2013"
"WV","Hernia procedures except inguinal and femoral w/o CC/MCC","63","","10/01/2012","09/30/2013"
"WY","Hernia procedures except inguinal and femoral w/o CC/MCC","15","","10/01/2012","09/30/2013"
"AK","Hernia procedures except inguinal and femoral w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Hernia procedures except inguinal and femoral w MCC","82","","10/01/2012","09/30/2013"
"AR","Hernia procedures except inguinal and femoral w MCC","37","","10/01/2012","09/30/2013"
"AZ","Hernia procedures except inguinal and femoral w MCC","70","","10/01/2012","09/30/2013"
"CA","Hernia procedures except inguinal and femoral w MCC","266","","10/01/2012","09/30/2013"
"CO","Hernia procedures except inguinal and femoral w MCC","29","","10/01/2012","09/30/2013"
"CT","Hernia procedures except inguinal and femoral w MCC","39","","10/01/2012","09/30/2013"
"DC","Hernia procedures except inguinal and femoral w MCC","15","","10/01/2012","09/30/2013"
"DE","Hernia procedures except inguinal and femoral w MCC","21","","10/01/2012","09/30/2013"
"FL","Hernia procedures except inguinal and femoral w MCC","267","","10/01/2012","09/30/2013"
"GA","Hernia procedures except inguinal and femoral w MCC","101","","10/01/2012","09/30/2013"
"HI","Hernia procedures except inguinal and femoral w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Hernia procedures except inguinal and femoral w MCC","42","","10/01/2012","09/30/2013"
"ID","Hernia procedures except inguinal and femoral w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IL","Hernia procedures except inguinal and femoral w MCC","193","","10/01/2012","09/30/2013"
"IN","Hernia procedures except inguinal and femoral w MCC","110","","10/01/2012","09/30/2013"
"KS","Hernia procedures except inguinal and femoral w MCC","38","","10/01/2012","09/30/2013"
"KY","Hernia procedures except inguinal and femoral w MCC","55","","10/01/2012","09/30/2013"
"LA","Hernia procedures except inguinal and femoral w MCC","56","","10/01/2012","09/30/2013"
"MA","Hernia procedures except inguinal and femoral w MCC","70","","10/01/2012","09/30/2013"
"MD","Hernia procedures except inguinal and femoral w MCC","73","","10/01/2012","09/30/2013"
"ME","Hernia procedures except inguinal and femoral w MCC","20","","10/01/2012","09/30/2013"
"MI","Hernia procedures except inguinal and femoral w MCC","136","","10/01/2012","09/30/2013"
"MN","Hernia procedures except inguinal and femoral w MCC","66","","10/01/2012","09/30/2013"
"MO","Hernia procedures except inguinal and femoral w MCC","101","","10/01/2012","09/30/2013"
"MS","Hernia procedures except inguinal and femoral w MCC","38","","10/01/2012","09/30/2013"
"MT","Hernia procedures except inguinal and femoral w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NC","Hernia procedures except inguinal and femoral w MCC","139","","10/01/2012","09/30/2013"
"ND","Hernia procedures except inguinal and femoral w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NE","Hernia procedures except inguinal and femoral w MCC","38","","10/01/2012","09/30/2013"
"NH","Hernia procedures except inguinal and femoral w MCC","19","","10/01/2012","09/30/2013"
"NJ","Hernia procedures except inguinal and femoral w MCC","85","","10/01/2012","09/30/2013"
"NM","Hernia procedures except inguinal and femoral w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NV","Hernia procedures except inguinal and femoral w MCC","16","","10/01/2012","09/30/2013"
"NY","Hernia procedures except inguinal and femoral w MCC","197","","10/01/2012","09/30/2013"
"OH","Hernia procedures except inguinal and femoral w MCC","138","","10/01/2012","09/30/2013"
"OK","Hernia procedures except inguinal and femoral w MCC","41","","10/01/2012","09/30/2013"
"OR","Hernia procedures except inguinal and femoral w MCC","30","","10/01/2012","09/30/2013"
"PA","Hernia procedures except inguinal and femoral w MCC","136","","10/01/2012","09/30/2013"
"PR","Hernia procedures except inguinal and femoral w MCC","16","","10/01/2012","09/30/2013"
"RI","Hernia procedures except inguinal and femoral w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"SC","Hernia procedures except inguinal and femoral w MCC","67","","10/01/2012","09/30/2013"
"SD","Hernia procedures except inguinal and femoral w MCC","11","","10/01/2012","09/30/2013"
"TN","Hernia procedures except inguinal and femoral w MCC","82","","10/01/2012","09/30/2013"
"TX","Hernia procedures except inguinal and femoral w MCC","282","","10/01/2012","09/30/2013"
"UT","Hernia procedures except inguinal and femoral w MCC","14","","10/01/2012","09/30/2013"
"VA","Hernia procedures except inguinal and femoral w MCC","81","","10/01/2012","09/30/2013"
"VI","Hernia procedures except inguinal and femoral w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Hernia procedures except inguinal and femoral w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Hernia procedures except inguinal and femoral w MCC","69","","10/01/2012","09/30/2013"
"WI","Hernia procedures except inguinal and femoral w MCC","47","","10/01/2012","09/30/2013"
"WV","Hernia procedures except inguinal and femoral w MCC","17","","10/01/2012","09/30/2013"
"WY","Hernia procedures except inguinal and femoral w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Hernia procedures except inguinal and femoral w CC","12","","10/01/2012","09/30/2013"
"AL","Hernia procedures except inguinal and femoral w CC","187","","10/01/2012","09/30/2013"
"AR","Hernia procedures except inguinal and femoral w CC","110","","10/01/2012","09/30/2013"
"AZ","Hernia procedures except inguinal and femoral w CC","186","","10/01/2012","09/30/2013"
"CA","Hernia procedures except inguinal and femoral w CC","677","","10/01/2012","09/30/2013"
"CO","Hernia procedures except inguinal and femoral w CC","109","","10/01/2012","09/30/2013"
"CT","Hernia procedures except inguinal and femoral w CC","94","","10/01/2012","09/30/2013"
"DC","Hernia procedures except inguinal and femoral w CC","38","","10/01/2012","09/30/2013"
"DE","Hernia procedures except inguinal and femoral w CC","49","","10/01/2012","09/30/2013"
"FL","Hernia procedures except inguinal and femoral w CC","693","","10/01/2012","09/30/2013"
"GA","Hernia procedures except inguinal and femoral w CC","180","","10/01/2012","09/30/2013"
"GU","Hernia procedures except inguinal and femoral w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"HI","Hernia procedures except inguinal and femoral w CC","16","","10/01/2012","09/30/2013"
"IA","Hernia procedures except inguinal and femoral w CC","92","","10/01/2012","09/30/2013"
"ID","Hernia procedures except inguinal and femoral w CC","30","","10/01/2012","09/30/2013"
"IL","Hernia procedures except inguinal and femoral w CC","462","","10/01/2012","09/30/2013"
"IN","Hernia procedures except inguinal and femoral w CC","286","","10/01/2012","09/30/2013"
"KS","Hernia procedures except inguinal and femoral w CC","100","","10/01/2012","09/30/2013"
"KY","Hernia procedures except inguinal and femoral w CC","177","","10/01/2012","09/30/2013"
"LA","Hernia procedures except inguinal and femoral w CC","136","","10/01/2012","09/30/2013"
"MA","Hernia procedures except inguinal and femoral w CC","214","","10/01/2012","09/30/2013"
"MD","Hernia procedures except inguinal and femoral w CC","198","","10/01/2012","09/30/2013"
"ME","Hernia procedures except inguinal and femoral w CC","59","","10/01/2012","09/30/2013"
"MI","Hernia procedures except inguinal and femoral w CC","411","","10/01/2012","09/30/2013"
"MN","Hernia procedures except inguinal and femoral w CC","210","","10/01/2012","09/30/2013"
"MO","Hernia procedures except inguinal and femoral w CC","210","","10/01/2012","09/30/2013"
"MS","Hernia procedures except inguinal and femoral w CC","85","","10/01/2012","09/30/2013"
"MT","Hernia procedures except inguinal and femoral w CC","27","","10/01/2012","09/30/2013"
"NC","Hernia procedures except inguinal and femoral w CC","315","","10/01/2012","09/30/2013"
"ND","Hernia procedures except inguinal and femoral w CC","28","","10/01/2012","09/30/2013"
"NE","Hernia procedures except inguinal and femoral w CC","106","","10/01/2012","09/30/2013"
"NH","Hernia procedures except inguinal and femoral w CC","33","","10/01/2012","09/30/2013"
"NJ","Hernia procedures except inguinal and femoral w CC","234","","10/01/2012","09/30/2013"
"NM","Hernia procedures except inguinal and femoral w CC","46","","10/01/2012","09/30/2013"
"NV","Hernia procedures except inguinal and femoral w CC","51","","10/01/2012","09/30/2013"
"NY","Hernia procedures except inguinal and femoral w CC","516","","10/01/2012","09/30/2013"
"OH","Hernia procedures except inguinal and femoral w CC","397","","10/01/2012","09/30/2013"
"OK","Hernia procedures except inguinal and femoral w CC","146","","10/01/2012","09/30/2013"
"OR","Hernia procedures except inguinal and femoral w CC","120","","10/01/2012","09/30/2013"
"PA","Hernia procedures except inguinal and femoral w CC","446","","10/01/2012","09/30/2013"
"PR","Hernia procedures except inguinal and femoral w CC","25","","10/01/2012","09/30/2013"
"RI","Hernia procedures except inguinal and femoral w CC","31","","10/01/2012","09/30/2013"
"SC","Hernia procedures except inguinal and femoral w CC","174","","10/01/2012","09/30/2013"
"SD","Hernia procedures except inguinal and femoral w CC","38","","10/01/2012","09/30/2013"
"TN","Hernia procedures except inguinal and femoral w CC","192","","10/01/2012","09/30/2013"
"TX","Hernia procedures except inguinal and femoral w CC","659","","10/01/2012","09/30/2013"
"UT","Hernia procedures except inguinal and femoral w CC","51","","10/01/2012","09/30/2013"
"VA","Hernia procedures except inguinal and femoral w CC","237","","10/01/2012","09/30/2013"
"VI","Hernia procedures except inguinal and femoral w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Hernia procedures except inguinal and femoral w CC","18","","10/01/2012","09/30/2013"
"WA","Hernia procedures except inguinal and femoral w CC","192","","10/01/2012","09/30/2013"
"WI","Hernia procedures except inguinal and femoral w CC","238","","10/01/2012","09/30/2013"
"WV","Hernia procedures except inguinal and femoral w CC","60","","10/01/2012","09/30/2013"
"WY","Hernia procedures except inguinal and femoral w CC","12","","10/01/2012","09/30/2013"
"AK","Major small and large bowel procedures w/o CC/MCC","55","","10/01/2012","09/30/2013"
"AL","Major small and large bowel procedures w/o CC/MCC","557","","10/01/2012","09/30/2013"
"AR","Major small and large bowel procedures w/o CC/MCC","301","","10/01/2012","09/30/2013"
"AZ","Major small and large bowel procedures w/o CC/MCC","437","","10/01/2012","09/30/2013"
"CA","Major small and large bowel procedures w/o CC/MCC","1880","","10/01/2012","09/30/2013"
"CO","Major small and large bowel procedures w/o CC/MCC","354","","10/01/2012","09/30/2013"
"CT","Major small and large bowel procedures w/o CC/MCC","405","","10/01/2012","09/30/2013"
"DC","Major small and large bowel procedures w/o CC/MCC","111","","10/01/2012","09/30/2013"
"DE","Major small and large bowel procedures w/o CC/MCC","142","","10/01/2012","09/30/2013"
"FL","Major small and large bowel procedures w/o CC/MCC","1912","","10/01/2012","09/30/2013"
"GA","Major small and large bowel procedures w/o CC/MCC","809","","10/01/2012","09/30/2013"
"GU","Major small and large bowel procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"HI","Major small and large bowel procedures w/o CC/MCC","65","","10/01/2012","09/30/2013"
"IA","Major small and large bowel procedures w/o CC/MCC","332","","10/01/2012","09/30/2013"
"ID","Major small and large bowel procedures w/o CC/MCC","110","","10/01/2012","09/30/2013"
"IL","Major small and large bowel procedures w/o CC/MCC","930","","10/01/2012","09/30/2013"
"IN","Major small and large bowel procedures w/o CC/MCC","761","","10/01/2012","09/30/2013"
"KS","Major small and large bowel procedures w/o CC/MCC","232","","10/01/2012","09/30/2013"
"KY","Major small and large bowel procedures w/o CC/MCC","483","","10/01/2012","09/30/2013"
"LA","Major small and large bowel procedures w/o CC/MCC","350","","10/01/2012","09/30/2013"
"MA","Major small and large bowel procedures w/o CC/MCC","662","","10/01/2012","09/30/2013"
"MD","Major small and large bowel procedures w/o CC/MCC","496","","10/01/2012","09/30/2013"
"ME","Major small and large bowel procedures w/o CC/MCC","98","","10/01/2012","09/30/2013"
"MI","Major small and large bowel procedures w/o CC/MCC","929","","10/01/2012","09/30/2013"
"MN","Major small and large bowel procedures w/o CC/MCC","309","","10/01/2012","09/30/2013"
"MO","Major small and large bowel procedures w/o CC/MCC","705","","10/01/2012","09/30/2013"
"MS","Major small and large bowel procedures w/o CC/MCC","402","","10/01/2012","09/30/2013"
"MT","Major small and large bowel procedures w/o CC/MCC","80","","10/01/2012","09/30/2013"
"NC","Major small and large bowel procedures w/o CC/MCC","1050","","10/01/2012","09/30/2013"
"ND","Major small and large bowel procedures w/o CC/MCC","94","","10/01/2012","09/30/2013"
"NE","Major small and large bowel procedures w/o CC/MCC","173","","10/01/2012","09/30/2013"
"NH","Major small and large bowel procedures w/o CC/MCC","108","","10/01/2012","09/30/2013"
"NJ","Major small and large bowel procedures w/o CC/MCC","735","","10/01/2012","09/30/2013"
"NM","Major small and large bowel procedures w/o CC/MCC","162","","10/01/2012","09/30/2013"
"NV","Major small and large bowel procedures w/o CC/MCC","141","","10/01/2012","09/30/2013"
"NY","Major small and large bowel procedures w/o CC/MCC","1607","","10/01/2012","09/30/2013"
"OH","Major small and large bowel procedures w/o CC/MCC","893","","10/01/2012","09/30/2013"
"OK","Major small and large bowel procedures w/o CC/MCC","430","","10/01/2012","09/30/2013"
"OR","Major small and large bowel procedures w/o CC/MCC","246","","10/01/2012","09/30/2013"
"PA","Major small and large bowel procedures w/o CC/MCC","1002","","10/01/2012","09/30/2013"
"PR","Major small and large bowel procedures w/o CC/MCC","170","","10/01/2012","09/30/2013"
"RI","Major small and large bowel procedures w/o CC/MCC","89","","10/01/2012","09/30/2013"
"SC","Major small and large bowel procedures w/o CC/MCC","504","","10/01/2012","09/30/2013"
"SD","Major small and large bowel procedures w/o CC/MCC","92","","10/01/2012","09/30/2013"
"TN","Major small and large bowel procedures w/o CC/MCC","635","","10/01/2012","09/30/2013"
"TX","Major small and large bowel procedures w/o CC/MCC","1624","","10/01/2012","09/30/2013"
"UT","Major small and large bowel procedures w/o CC/MCC","159","","10/01/2012","09/30/2013"
"VA","Major small and large bowel procedures w/o CC/MCC","748","","10/01/2012","09/30/2013"
"VI","Major small and large bowel procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Major small and large bowel procedures w/o CC/MCC","40","","10/01/2012","09/30/2013"
"WA","Major small and large bowel procedures w/o CC/MCC","423","","10/01/2012","09/30/2013"
"WI","Major small and large bowel procedures w/o CC/MCC","391","","10/01/2012","09/30/2013"
"WV","Major small and large bowel procedures w/o CC/MCC","200","","10/01/2012","09/30/2013"
"WY","Major small and large bowel procedures w/o CC/MCC","56","","10/01/2012","09/30/2013"
"AK","Major small and large bowel procedures w CC","95","","10/01/2012","09/30/2013"
"AL","Major small and large bowel procedures w CC","1176","","10/01/2012","09/30/2013"
"AR","Major small and large bowel procedures w CC","631","","10/01/2012","09/30/2013"
"AZ","Major small and large bowel procedures w CC","1103","","10/01/2012","09/30/2013"
"CA","Major small and large bowel procedures w CC","4443","","10/01/2012","09/30/2013"
"CO","Major small and large bowel procedures w CC","682","","10/01/2012","09/30/2013"
"CT","Major small and large bowel procedures w CC","802","","10/01/2012","09/30/2013"
"DC","Major small and large bowel procedures w CC","211","","10/01/2012","09/30/2013"
"DE","Major small and large bowel procedures w CC","241","","10/01/2012","09/30/2013"
"FL","Major small and large bowel procedures w CC","4307","","10/01/2012","09/30/2013"
"GA","Major small and large bowel procedures w CC","1561","","10/01/2012","09/30/2013"
"GU","Major small and large bowel procedures w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"HI","Major small and large bowel procedures w CC","125","","10/01/2012","09/30/2013"
"IA","Major small and large bowel procedures w CC","695","","10/01/2012","09/30/2013"
"ID","Major small and large bowel procedures w CC","236","","10/01/2012","09/30/2013"
"IL","Major small and large bowel procedures w CC","2531","","10/01/2012","09/30/2013"
"IN","Major small and large bowel procedures w CC","1557","","10/01/2012","09/30/2013"
"KS","Major small and large bowel procedures w CC","673","","10/01/2012","09/30/2013"
"KY","Major small and large bowel procedures w CC","1030","","10/01/2012","09/30/2013"
"LA","Major small and large bowel procedures w CC","864","","10/01/2012","09/30/2013"
"MA","Major small and large bowel procedures w CC","1531","","10/01/2012","09/30/2013"
"MD","Major small and large bowel procedures w CC","1195","","10/01/2012","09/30/2013"
"ME","Major small and large bowel procedures w CC","370","","10/01/2012","09/30/2013"
"MI","Major small and large bowel procedures w CC","2099","","10/01/2012","09/30/2013"
"MN","Major small and large bowel procedures w CC","943","","10/01/2012","09/30/2013"
"MO","Major small and large bowel procedures w CC","1582","","10/01/2012","09/30/2013"
"MP","Major small and large bowel procedures w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"MS","Major small and large bowel procedures w CC","629","","10/01/2012","09/30/2013"
"MT","Major small and large bowel procedures w CC","232","","10/01/2012","09/30/2013"
"NC","Major small and large bowel procedures w CC","2031","","10/01/2012","09/30/2013"
"ND","Major small and large bowel procedures w CC","194","","10/01/2012","09/30/2013"
"NE","Major small and large bowel procedures w CC","459","","10/01/2012","09/30/2013"
"NH","Major small and large bowel procedures w CC","289","","10/01/2012","09/30/2013"
"NJ","Major small and large bowel procedures w CC","1772","","10/01/2012","09/30/2013"
"NM","Major small and large bowel procedures w CC","239","","10/01/2012","09/30/2013"
"NV","Major small and large bowel procedures w CC","374","","10/01/2012","09/30/2013"
"NY","Major small and large bowel procedures w CC","3506","","10/01/2012","09/30/2013"
"OH","Major small and large bowel procedures w CC","2078","","10/01/2012","09/30/2013"
"OK","Major small and large bowel procedures w CC","841","","10/01/2012","09/30/2013"
"OR","Major small and large bowel procedures w CC","662","","10/01/2012","09/30/2013"
"PA","Major small and large bowel procedures w CC","2532","","10/01/2012","09/30/2013"
"PR","Major small and large bowel procedures w CC","183","","10/01/2012","09/30/2013"
"RI","Major small and large bowel procedures w CC","218","","10/01/2012","09/30/2013"
"SC","Major small and large bowel procedures w CC","983","","10/01/2012","09/30/2013"
"SD","Major small and large bowel procedures w CC","276","","10/01/2012","09/30/2013"
"TN","Major small and large bowel procedures w CC","1333","","10/01/2012","09/30/2013"
"TX","Major small and large bowel procedures w CC","3795","","10/01/2012","09/30/2013"
"UT","Major small and large bowel procedures w CC","348","","10/01/2012","09/30/2013"
"VA","Major small and large bowel procedures w CC","1473","","10/01/2012","09/30/2013"
"VI","Major small and large bowel procedures w CC","11","","10/01/2012","09/30/2013"
"VT","Major small and large bowel procedures w CC","116","","10/01/2012","09/30/2013"
"WA","Major small and large bowel procedures w CC","1149","","10/01/2012","09/30/2013"
"WI","Major small and large bowel procedures w CC","1224","","10/01/2012","09/30/2013"
"WV","Major small and large bowel procedures w CC","446","","10/01/2012","09/30/2013"
"WY","Major small and large bowel procedures w CC","104","","10/01/2012","09/30/2013"
"AK","Major small and large bowel procedures w MCC","69","","10/01/2012","09/30/2013"
"AL","Major small and large bowel procedures w MCC","866","","10/01/2012","09/30/2013"
"AR","Major small and large bowel procedures w MCC","481","","10/01/2012","09/30/2013"
"AZ","Major small and large bowel procedures w MCC","775","","10/01/2012","09/30/2013"
"CA","Major small and large bowel procedures w MCC","3169","","10/01/2012","09/30/2013"
"CO","Major small and large bowel procedures w MCC","524","","10/01/2012","09/30/2013"
"CT","Major small and large bowel procedures w MCC","547","","10/01/2012","09/30/2013"
"DC","Major small and large bowel procedures w MCC","119","","10/01/2012","09/30/2013"
"DE","Major small and large bowel procedures w MCC","176","","10/01/2012","09/30/2013"
"FL","Major small and large bowel procedures w MCC","3353","","10/01/2012","09/30/2013"
"GA","Major small and large bowel procedures w MCC","1125","","10/01/2012","09/30/2013"
"GU","Major small and large bowel procedures w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"HI","Major small and large bowel procedures w MCC","99","","10/01/2012","09/30/2013"
"IA","Major small and large bowel procedures w MCC","516","","10/01/2012","09/30/2013"
"ID","Major small and large bowel procedures w MCC","164","","10/01/2012","09/30/2013"
"IL","Major small and large bowel procedures w MCC","2136","","10/01/2012","09/30/2013"
"IN","Major small and large bowel procedures w MCC","1143","","10/01/2012","09/30/2013"
"KS","Major small and large bowel procedures w MCC","441","","10/01/2012","09/30/2013"
"KY","Major small and large bowel procedures w MCC","766","","10/01/2012","09/30/2013"
"LA","Major small and large bowel procedures w MCC","706","","10/01/2012","09/30/2013"
"MA","Major small and large bowel procedures w MCC","980","","10/01/2012","09/30/2013"
"MD","Major small and large bowel procedures w MCC","799","","10/01/2012","09/30/2013"
"ME","Major small and large bowel procedures w MCC","217","","10/01/2012","09/30/2013"
"MI","Major small and large bowel procedures w MCC","1762","","10/01/2012","09/30/2013"
"MN","Major small and large bowel procedures w MCC","660","","10/01/2012","09/30/2013"
"MO","Major small and large bowel procedures w MCC","1116","","10/01/2012","09/30/2013"
"MP","Major small and large bowel procedures w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"MS","Major small and large bowel procedures w MCC","503","","10/01/2012","09/30/2013"
"MT","Major small and large bowel procedures w MCC","131","","10/01/2012","09/30/2013"
"NC","Major small and large bowel procedures w MCC","1562","","10/01/2012","09/30/2013"
"ND","Major small and large bowel procedures w MCC","139","","10/01/2012","09/30/2013"
"NE","Major small and large bowel procedures w MCC","389","","10/01/2012","09/30/2013"
"NH","Major small and large bowel procedures w MCC","225","","10/01/2012","09/30/2013"
"NJ","Major small and large bowel procedures w MCC","1478","","10/01/2012","09/30/2013"
"NM","Major small and large bowel procedures w MCC","199","","10/01/2012","09/30/2013"
"NV","Major small and large bowel procedures w MCC","324","","10/01/2012","09/30/2013"
"NY","Major small and large bowel procedures w MCC","2596","","10/01/2012","09/30/2013"
"OH","Major small and large bowel procedures w MCC","1761","","10/01/2012","09/30/2013"
"OK","Major small and large bowel procedures w MCC","643","","10/01/2012","09/30/2013"
"OR","Major small and large bowel procedures w MCC","397","","10/01/2012","09/30/2013"
"PA","Major small and large bowel procedures w MCC","1912","","10/01/2012","09/30/2013"
"PR","Major small and large bowel procedures w MCC","132","","10/01/2012","09/30/2013"
"RI","Major small and large bowel procedures w MCC","154","","10/01/2012","09/30/2013"
"SC","Major small and large bowel procedures w MCC","688","","10/01/2012","09/30/2013"
"SD","Major small and large bowel procedures w MCC","187","","10/01/2012","09/30/2013"
