Provider_ID,Hospital_Name,Measure_ID,Gastrointestinal,Eye,Nervous System,Musculoskeletal,Skin,Genitourinary,Cardiovascular,Start_Date,End_Date
"301311","SPEARE MEMORIAL HOSPITAL","OP-26","1116","116","5","106","0","37","6","01/01/2012","12/31/2012"
"301312","HUGGINS HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2012","12/31/2012"
"310001","HACKENSACK UNIVERSITY MEDICAL CENTER","OP-26","4870","423","2894","3017","4645","1758","3254","01/01/2012","12/31/2012"
"310002","NEWARK BETH ISRAEL MEDICAL CENTER","OP-26","4153","56","293","939","994","2190","458","01/01/2012","12/31/2012"
"310003","PALISADES MEDICAL CENTER","OP-26","1389","141","0","153","76","369","63","01/01/2012","12/31/2012"
"310005","HUNTERDON MEDICAL CENTER","OP-26","3541","0","315","598","3099","459","301","01/01/2012","12/31/2012"
"310006","ST MARY'S HOSPITAL, PASSAIC","OP-26","3468","170","361","830","1417","379","402","01/01/2012","12/31/2012"
"310008","HOLY NAME MEDICAL CENTER","OP-26","3309","682","1342","853","1090","724","1830","01/01/2012","12/31/2012"
"310009","CLARA MAASS MEDICAL CENTER","OP-26","4422","4085","463","1575","1975","1810","393","01/01/2012","12/31/2012"
"310010","UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO","OP-26","5825","30","1626","1204","279","541","229","01/01/2012","12/31/2012"
"310011","CAPE REGIONAL MEDICAL CENTER INC","OP-26","1664","1","1022","1898","1982","107","681","01/01/2012","12/31/2012"
"310012","VALLEY HOSPITAL","OP-26","8620","877","21","932","140","1032","536","01/01/2012","12/31/2012"
"310014","COOPER UNIVERSITY HOSPITAL","OP-26","4759","195","17","2375","2261","1510","864","01/01/2012","12/31/2012"
"310015","MORRISTOWN MEDICAL CENTER","OP-26","10280","134","6804","9076","10120","2564","3578","01/01/2012","12/31/2012"
"310016","CAREPOINT HEALTH-CHRIST HOSPITAL","OP-26","32","0","1","11","39","19","120","01/01/2012","12/31/2012"
"310017","CHILTON MEDICAL CENTER","OP-26","1061","0","803","331","1721","116","172","01/01/2012","12/31/2012"
"310019","ST JOSEPH'S HOSPITAL AND MEDICAL CENTER","OP-26","2709","313","539","653","86","682","211","01/01/2012","12/31/2012"
"310021","ST FRANCIS MEDICAL CENTER","OP-26","937","60","199","647","1096","131","678","01/01/2012","12/31/2012"
"310022","VIRTUA WEST JERSEY HOSPITALS BERLIN","OP-26","2681","0","2853","402","353","955","450","01/01/2012","12/31/2012"
"310024","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY","OP-26","796","255","558","900","263","491","328","01/01/2012","12/31/2012"
"310025","BAYONNE MEDICAL CENTER","OP-26","1131","22","104","27","69","33","200","01/01/2012","12/31/2012"
"310027","TRINITAS REGIONAL MEDICAL CENTER","OP-26","3079","207","283","1093","536","229","462","01/01/2012","12/31/2012"
"310028","NEWTON MEDICAL CENTER","OP-26","4470","0","2","928","876","442","418","01/01/2012","12/31/2012"
"310029","OUR LADY OF LOURDES MEDICAL CENTER","OP-26","1624","211","38","49","105","189","484","01/01/2012","12/31/2012"
"310031","DEBORAH HEART AND LUNG CENTER","OP-26","0","0","0","0","0","0","925","01/01/2012","12/31/2012"
"310032","INSPIRA MEDICAL CENTER VINELAND","OP-26","3601","0","803","1703","1394","565","314","01/01/2012","12/31/2012"
"310034","RIVERVIEW MEDICAL CENTER","OP-26","2699","345","1349","449","76","565","363","01/01/2012","12/31/2012"
"310038","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","OP-26","3413","29","540","300","277","765","1191","01/01/2012","12/31/2012"
"310039","RARITAN BAY MEDICAL CENTER","OP-26","2166","312","1159","721","194","484","318","01/01/2012","12/31/2012"
"310040","HOBOKEN UNIVERSITY MEDICAL CENTER","OP-26","761","30","224","184","73","73","77","01/01/2012","12/31/2012"
"310041","COMMUNITY MEDICAL CENTER","OP-26","3151","220","158","2155","3883","1882","405","01/01/2012","12/31/2012"
"310044","CAPITAL HEALTH MEDICAL CENTER - HOPEWELL","OP-26","3320","170","144","1393","1891","695","694","01/01/2012","12/31/2012"
"310045","ENGLEWOOD HOSPITAL AND MEDICAL CENTER","OP-26","3099","751","610","749","3777","639","1010","01/01/2012","12/31/2012"
"310047","SHORE MEDICAL CENTER","OP-26","2881","78","198","2785","2445","395","5392","01/01/2012","12/31/2012"
"310048","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET","OP-26","2959","576","211","495","383","455","399","01/01/2012","12/31/2012"
"310050","SAINT CLARE'S HOSPITAL","OP-26","160","0","79","447","209","0","253","01/01/2012","12/31/2012"
"310051","OVERLOOK MEDICAL CENTER","OP-26","16382","798","3200","5272","11588","2384","1442","01/01/2012","12/31/2012"
"310052","OCEAN MEDICAL CENTER","OP-26","2185","8","320","1312","1350","411","514","01/01/2012","12/31/2012"
"310054","HACKENSACKUMC MOUNTAINSIDE","OP-26","2970","138","54","446","403","559","39","01/01/2012","12/31/2012"
"310057","VIRTUA MEMORIAL ","OP-26","1212","0","37","137","151","286","325","01/01/2012","12/31/2012"
"310058","BERGEN REGIONAL MEDICAL CENTER","OP-26","1427","15","305","20","9","4","10","01/01/2012","12/31/2012"
"310060","ST. LUKE'S WARREN HOSPITAL","OP-26","2438","952","1419","650","529","278","187","01/01/2012","12/31/2012"
"310061","LOURDES MEDICAL CENTER OF BURLINGTON COUNTY","OP-26","1764","0","948","633","26","280","56","01/01/2012","12/31/2012"
"310064","ATLANTICARE REGIONAL MEDICAL CENTER","OP-26","1358","0","19","509","104","549","891","01/01/2012","12/31/2012"
"310069","INSPIRA MEDICAL CENTER ELMER","OP-26","905","50","384","761","435","116","11","01/01/2012","12/31/2012"
"310070","SAINT PETER'S UNIVERSITY HOSPITAL","OP-26","2060","0","36","1709","5463","1142","484","01/01/2012","12/31/2012"
"310073","JERSEY SHORE UNIVERSITY MEDICAL CENTER","OP-26","2600","168","119","293","223","350","1257","01/01/2012","12/31/2012"
"310074","JERSEY CITY MEDICAL CENTER ","OP-26","21","119","161","735","74","233","316","01/01/2012","12/31/2012"
"310075","MONMOUTH MEDICAL CENTER","OP-26","4385","26","1743","2069","2648","3227","716","01/01/2012","12/31/2012"
"310076","SAINT BARNABAS MEDICAL CENTER","OP-26","3949","66","1103","1021","2398","5385","1143","01/01/2012","12/31/2012"
"310081","INSPIRA MEDICAL CENTER WOODBURY","OP-26","840","0","176","143","45","124","190","01/01/2012","12/31/2012"
"310083","EAST ORANGE GENERAL HOSPITAL","OP-26","54","0","0","2","0","8","6","01/01/2012","12/31/2012"
"310084","MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS","OP-26","905","536","382","705","1423","715","79","01/01/2012","12/31/2012"
"310086","KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","OP-26","4547","113","2405","1485","72","624","1059","01/01/2012","12/31/2012"
"310091","MEMORIAL HOSPITAL OF SALEM COUNTY","OP-26","1566","544","834","620","852","178","70","01/01/2012","12/31/2012"
"310092","CAPITAL HEALTH REGIONAL MEDICAL CENTER","OP-26","1143","270","333","1037","1648","327","996","01/01/2012","12/31/2012"
"310096","SAINT MICHAEL'S MEDICAL CENTER, INC","OP-26","5155","485","0","307","18","170","129","01/01/2012","12/31/2012"
"310108","JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","OP-26","512","1200","1248","1461","297","1461","294","01/01/2012","12/31/2012"
"310110","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON","OP-26","2389","85","58","421","267","511","285","01/01/2012","12/31/2012"
"310111","CENTRASTATE MEDICAL CENTER","OP-26","3268","59","602","1151","591","849","343","01/01/2012","12/31/2012"
"310112","BAYSHORE COMMUNITY HOSPITAL","OP-26","2537","89","837","285","97","157","131","01/01/2012","12/31/2012"
"310113","SOUTHERN OCEAN MEDICAL CENTER","OP-26","1978","0","169","338","38","129","91","01/01/2012","12/31/2012"
"310115","HACKETTSTOWN REGIONAL MEDICAL CENTER","OP-26","1572","122","163","246","736","196","150","01/01/2012","12/31/2012"
"310118","MEADOWLANDS HOSPITAL MEDICAL CENTER","OP-26","766","0","429","163","219","59","1","01/01/2012","12/31/2012"
"310119","THE UNIVERSITY HOSPITAL","OP-26","2638","651","224","803","2588","311","441","01/01/2012","12/31/2012"
"310130","HACKENSACK UMC AT PASCACK VALLEY","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2012","12/31/2012"
"320001","UNIVERSITY OF NEW MEXICO HOSPITAL","OP-26","8985","1664","1624","6220","11578","2499","1178","01/01/2012","12/31/2012"
"320002","ST VINCENT HOSPITAL","OP-26","3312","197","454","2972","656","1160","751","01/01/2012","12/31/2012"
"320003","ALTA VISTA REGIONAL HOSPITAL","OP-26","549","0","0","31","8","33","0","01/01/2012","12/31/2012"
"320004","GERALD CHAMPION REGIONAL MEDICAL CENTER","OP-26","1640","216","1658","736","112","87","103","01/01/2012","12/31/2012"
"320005","SAN JUAN REGIONAL MEDICAL CENTER","OP-26","882","0","8","91","144","9","509","01/01/2012","12/31/2012"
"320006","EASTERN NEW MEXICO MEDICAL CENTER","OP-26","787","0","277","418","11","114","57","01/01/2012","12/31/2012"
"320009","LOVELACE MEDICAL CENTER","OP-26","1152","2275","39","375","97","319","764","01/01/2012","12/31/2012"
"320011","PRESBYTERIAN ESPANOLA HOSPITAL","OP-26","0","0","0","1","5","14","15","01/01/2012","12/31/2012"
"320013","HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS","OP-26","1176","0","164","1090","411","100","15","01/01/2012","12/31/2012"
"320016","GILA REGIONAL MEDICAL CENTER","OP-26","956","185","121","460","55","62","33","01/01/2012","12/31/2012"
"320017","LOVELACE WOMEN'S HOSPITAL","OP-26","2874","0","0","1822","933","383","0","01/01/2012","12/31/2012"
"320018","MEMORIAL MEDICAL CENTER INC","OP-26","159","1","5","2","33","7","9","01/01/2012","12/31/2012"
"320021","PRESBYTERIAN HOSPITAL","OP-26","577","0","5767","4286","769","168","708","01/01/2012","12/31/2012"
"320022","PLAINS REGIONAL MEDICAL CENTER","OP-26","14","0","0","26","18","81","92","01/01/2012","12/31/2012"
"320030","ARTESIA GENERAL HOSPITAL","OP-26","994","66","54","426","37","29","17","01/01/2012","12/31/2012"
"320033","LOS ALAMOS MEDICAL CENTER","OP-26","1502","0","26","285","313","129","17","01/01/2012","12/31/2012"
"320038","REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES","OP-26","351","902","0","73","57","0","0","01/01/2012","12/31/2012"
"320060","ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2012","12/31/2012"
"320063","CARLSBAD MEDICAL CENTER","OP-26","1738","189","307","260","92","132","65","01/01/2012","12/31/2012"
"320065","LEA REGIONAL MEDICAL CENTER","OP-26","658","64","0","59","21","11","0","01/01/2012","12/31/2012"
"320067","GUADALUPE COUNTY HOSPITAL","OP-26","0","0","0","0","0","0","0","01/01/2012","12/31/2012"
"320074","LOVELACE WESTSIDE HOSPITAL","OP-26","547","0","1","926","776","229","32","01/01/2012","12/31/2012"
"320084","ROOSEVELT GENERAL HOSPITAL","OP-26","380","44","1407","334","34","0","1","01/01/2012","12/31/2012"
"320085","MOUNTAIN VIEW REGIONAL MEDICAL CENTER","OP-26","397","0","254","1068","1589","103","441","01/01/2012","12/31/2012"
"320086","LOVELACE REGIONAL HOSPITAL - ROSWELL","OP-26","1560","1188","0","0","0","0","204","01/01/2012","12/31/2012"
"320089","UNM SANDOVAL REGIONAL MEDICAL CENTER","OP-26","47","0","0","0","0","0","0","01/01/2012","12/31/2012"
"321305","NOR-LEA HOSPITAL DISTRICT","OP-26","1434","98","20","392","2900","336","31","01/01/2012","12/31/2012"
"321307","MINERS' COLFAX MEDICAL CENTER","OP-26","279","116","0","0","74","0","0","01/01/2012","12/31/2012"
"321308","CIBOLA GENERAL HOSPITAL","OP-26","204","0","20","16","16","17","5","01/01/2012","12/31/2012"
"321309","MIMBRES MEMORIAL HOSPITAL","OP-26","407","374","0","62","0","0","0","01/01/2012","12/31/2012"
"330003","ALBANY MEMORIAL HOSPITAL","OP-26","3159","101","11","1071","5553","210","92","01/01/2012","12/31/2012"
"330004","HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS","OP-26","1914","152","0","53","0","43","80","01/01/2012","12/31/2012"
"330005","KALEIDA HEALTH","OP-26","754","0","538","526","261","116","936","01/01/2012","12/31/2012"
"330006","ST JOSEPH'S MEDICAL CENTER","OP-26","1523","128","8","189","11","411","40","01/01/2012","12/31/2012"
"330008","WYOMING COUNTY COMMUNITY HOSPITAL","OP-26","10","0","1","120","515","64","5","01/01/2012","12/31/2012"
"330009","BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION","OP-26","3","0","0","4","0","104","6","01/01/2012","12/31/2012"
"330011","LOURDES HOSPITAL","OP-26","6777","1540","45","1478","149","517","260","01/01/2012","12/31/2012"
"330013","ALBANY MEDICAL CENTER HOSPITAL","OP-26","7489","1","73","167","301","418","2106","01/01/2012","12/31/2012"
"330014","JAMAICA HOSPITAL MEDICAL CENTER","OP-26","2983","220","212","146","57","175","89","01/01/2012","12/31/2012"
"330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","OP-26","332","922","1161","676","8","79","26","01/01/2012","12/31/2012"
"330023","VASSAR BROTHERS MEDICAL CENTER","OP-26","2407","775","906","1149","1663","631","625","01/01/2012","12/31/2012"
"330024","MOUNT SINAI HOSPITAL","OP-26","33264","2938","195","4853","4161","7401","4057","01/01/2012","12/31/2012"
"330027","NASSAU UNIVERSITY MEDICAL CENTER","OP-26","2257","824","9","1669","2846","374","37","01/01/2012","12/31/2012"
"330028","RICHMOND UNIVERSITY MEDICAL CENTER","OP-26","5468","382","1120","966","86","911","240","01/01/2012","12/31/2012"
"330030","NEWARK-WAYNE COMMUNITY HOSPITAL","OP-26","1448","139","3","558","19","412","44","01/01/2012","12/31/2012"
"330033","CHENANGO MEMORIAL HOSPITAL, INC","OP-26","517","695","0","154","11","23","2","01/01/2012","12/31/2012"
"330043","NS/LIJ HS SOUTHSIDE HOSPITAL","OP-26","2776","7","2890","1382","513","1257","343","01/01/2012","12/31/2012"
"330044","FAXTON-ST LUKE'S HEALTHCARE","OP-26","8453","1534","29","499","646","537","549","01/01/2012","12/31/2012"
"330045","NS/LIJ HS HUNTINGTON HOSPITAL","OP-26","3293","359","501","1606","1379","1914","676","01/01/2012","12/31/2012"
"330046","MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL","OP-26","7360","0","1606","2028","94","1269","619","01/01/2012","12/31/2012"
"330047","ST MARY'S HEALTHCARE","OP-26","4783","135","181","1185","366","1151","126","01/01/2012","12/31/2012"
"330049","NORTHERN DUTCHESS HOSPITAL","OP-26","1409","186","681","593","67","420","45","01/01/2012","12/31/2012"
"330053","MEDINA MEMORIAL HOSPITAL","OP-26","923","195","0","61","22","144","15","01/01/2012","12/31/2012"
"330055","NEW YORK HOSPITAL QUEENS","OP-26","5123","884","242","1241","42","949","305","01/01/2012","12/31/2012"
"330056","BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","OP-26","3575","23","469","297","107","654","403","01/01/2012","12/31/2012"
"330057","ST PETERS HOSPITAL","OP-26","6133","0","5","1043","1571","1342","650","01/01/2012","12/31/2012"
"330058","FINGER LAKE HEALTH-GENEVA GENERAL HOSPITAL","OP-26","4125","495","272","1023","22","46","188","01/01/2012","12/31/2012"
"330059","MONTEFIORE MEDICAL CENTER","OP-26","11571","1934","3341","29195","13876","3694","1062","01/01/2012","12/31/2012"
"330061","LAWRENCE HOSPITAL CENTER","OP-26","1352","239","103","522","33","131","66","01/01/2012","12/31/2012"
"330065","NIAGARA FALLS MEMORIAL MEDICAL CENTER","OP-26","3038","6","3","208","28","261","152","01/01/2012","12/31/2012"
"330073","UNITED MEMORIAL MEDICAL CENTER","OP-26","3513","564","156","1004","495","266","96","01/01/2012","12/31/2012"
"330074","F F THOMPSON HOSPITAL","OP-26","161","1233","60","982","19","214","15","01/01/2012","12/31/2012"
"330078","SISTERS OF CHARITY HOSPITAL","OP-26","7291","246","323","1080","126","1002","768","01/01/2012","12/31/2012"
"330079","ADIRONDACK MEDICAL CENTER","OP-26","2071","150","277","384","49","521","126","01/01/2012","12/31/2012"
"330080","LINCOLN MEDICAL & MENTAL HEALTH CENTER","OP-26","2637","236","315","272","325","1548","214","01/01/2012","12/31/2012"
"330084","ALICE HYDE MEDICAL CENTER","OP-26","1604","194","0","879","175","239","0","01/01/2012","12/31/2012"
"330085","AURELIA OSBORN FOX MEMORIAL HOSPITAL","OP-26","1832","591","6","103","42","272","8","01/01/2012","12/31/2012"
"330086","MONTEFIORE MOUNT VERNON HOSPITAL","OP-26","902","236","0","185","9","43","20","01/01/2012","12/31/2012"
"330088","EASTERN LONG ISLAND HOSPITAL","OP-26","356","153","1597","51","2","18","6","01/01/2012","12/31/2012"
"330090","ARNOT OGDEN MEDICAL CENTER","OP-26","271","0","436","230","2233","483","5720","01/01/2012","12/31/2012"
"330094","COLUMBIA MEMORIAL HOSPITAL","OP-26","2537","673","0","560","200","260","10","01/01/2012","12/31/2012"
"330096","JONES MEMORIAL HOSPITAL","OP-26","764","847","683","1718","25","138","37","01/01/2012","12/31/2012"
"330100","NY EYE AND EAR INFIRMARY OF MOUNT SINAI","OP-26","0","13009","0","0","0","0","0","01/01/2012","12/31/2012"
"330101","NEW YORK-PRESBYTERIAN HOSPITAL","OP-26","23811","3392","1886","1522","1113","2951","2167","01/01/2012","12/31/2012"
"330102","KENMORE MERCY HOSPITAL","OP-26","6206","0","642","475","56","88","443","01/01/2012","12/31/2012"
"330103","OLEAN GENERAL HOSPITAL","OP-26","4483","614","0","830","32","208","177","01/01/2012","12/31/2012"
"330104","NYACK HOSPITAL","OP-26","414","0","1309","635","38","209","14","01/01/2012","12/31/2012"
"330106","NS/LIJ HS-NORTH SHORE UNIVERSITY HOSPITAL AT MANHASSET","OP-26","10620","5859","7038","5593","9748","14789","485","01/01/2012","12/31/2012"
"330107","PECONIC BAY MEDICAL CENTER","OP-26","73","0","0","974","1646","386","76","01/01/2012","12/31/2012"
"330108","ST JOSEPH'S HOSPITAL, INC","OP-26","3141","0","283","446","9","177","0","01/01/2012","12/31/2012"
"330111","BERTRAND CHAFFEE HOSPITAL","OP-26","1220","13","0","77","140","375","0","01/01/2012","12/31/2012"
"330115","ONEIDA HEALTHCARE CENTER","OP-26","6","0","0","2","0","20","5","01/01/2012","12/31/2012"
"330119","LENOX HILL HOSPITAL","OP-26","6060","4568","627","9884","7099","3860","3350","01/01/2012","12/31/2012"
"330125","ROCHESTER GENERAL HOSPITAL","OP-26","8858","176","263","834","254","1559","2208","01/01/2012","12/31/2012"
"330126","ORANGE REGIONAL MEDICAL CENTER","OP-26","3976","919","256","251","509","734","847","01/01/2012","12/31/2012"
"330127","JACOBI MEDICAL CENTER","OP-26","2801","97","6","931","3019","1139","259","01/01/2012","12/31/2012"
"330128","ELMHURST HOSPITAL CENTER","OP-26","2294","546","151","379","666","551","173","01/01/2012","12/31/2012"
"330132","TLC HEALTH NETWORK LAKE SHORE","OP-26","175","1","1","165","800","180","193","01/01/2012","12/31/2012"
"330135","BON SECOURS COMMUNITY HOSPITAL","OP-26","1001","0","994","103","13","84","41","01/01/2012","12/31/2012"
"330136","BASSETT HEALTHCARE","OP-26","3854","3454","4174","6236","4775","130","574","01/01/2012","12/31/2012"
"330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","OP-26","4953","0","2019","1293","6019","816","903","01/01/2012","12/31/2012"
"330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","OP-26","3174","719","493","612","80","197","124","01/01/2012","12/31/2012"
"330144","IRA DAVENPORT MEMORIAL HOSPITAL, INC","OP-26","718","74","27","37","7","3","1","01/01/2012","12/31/2012"
"330151","ST JAMES MERCY HOSPITAL","OP-26","880","133","0","51","26","63","21","01/01/2012","12/31/2012"
"330153","ELLIS HOSPITAL","OP-26","6306","1199","721","1129","165","714","482","01/01/2012","12/31/2012"
"330157","SAMARITAN MEDICAL CENTER","OP-26","3761","628","1954","1150","251","508","144","01/01/2012","12/31/2012"
"330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","OP-26","1920","651","11","283","225","539","442","01/01/2012","12/31/2012"
"330160","STATEN ISLAND UNIVERSITY HOSPITAL","OP-26","7680","2353","494","2754","2372","2866","868","01/01/2012","12/31/2012"
"330162","NORTHERN WESTCHESTER HOSPITAL","OP-26","3997","484","1079","1081","369","493","292","01/01/2012","12/31/2012"
"330163","EASTERN NIAGARA HOSPITAL","OP-26","2212","564","452","34","23","453","27","01/01/2012","12/31/2012"
"330164","HIGHLAND HOSPITAL","OP-26","3887","59","3","105","34","466","194","01/01/2012","12/31/2012"
"330166","WESTFIELD MEMORIAL HOSPITAL, INC","OP-26","491","403","0","51","0","29","0","01/01/2012","12/31/2012"
"330167","WINTHROP-UNIVERSITY HOSPITAL","OP-26","3963","692","2156","1123","412","1333","483","01/01/2012","12/31/2012"
"330169","MOUNT SINAI BETH ISRAEL","OP-26","9530","0","5198","5550","944","1082","1862","01/01/2012","12/31/2012"
"330175","CORTLAND REGIONAL MEDICAL CENTER, INC","OP-26","1699","229","2","36","51","214","74","01/01/2012","12/31/2012"
"330180","SAMARITAN HOSPITAL","OP-26","5599","681","22","367","141","262","279","01/01/2012","12/31/2012"
"330181","NS/LIJ HS-NORTH SHORE UNIV HOSP AT GLEN COVE","OP-26","1396","274","489","2056","504","210","36","01/01/2012","12/31/2012"
"330182","ST FRANCIS HOSPITAL - THE HEART CENTER","OP-26","2095","499","1431","942","90","87","367","01/01/2012","12/31/2012"
"330184","MONTEFIORE NEW ROCHELLE HOSPITAL","OP-26","4664","0","1023","608","14","117","70","01/01/2012","12/31/2012"
"330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","OP-26","2555","1369","1049","685","30","562","211","01/01/2012","12/31/2012"
"330188","MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER","OP-26","3869","91","425","703","434","843","109","01/01/2012","12/31/2012"
"330191","GLENS FALLS HOSPITAL","OP-26","788","1500","168","3018","1088","1946","594","01/01/2012","12/31/2012"
"330193","FLUSHING HOSPITAL MEDICAL CENTER","OP-26","1325","581","68","1053","442","517","53","01/01/2012","12/31/2012"
"330194","MAIMONIDES MEDICAL CENTER","OP-26","4382","0","138","533","37","953","74","01/01/2012","12/31/2012"
"330195","NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER","OP-26","6441","178","347","6065","5434","3547","73225","01/01/2012","12/31/2012"
"330196","CONEY ISLAND HOSPITAL","OP-26","1908","131","67","124","1100","109","111","01/01/2012","12/31/2012"
"330197","CANTON-POTSDAM HOSPITAL","OP-26","141","183","86","67","20","79","14","01/01/2012","12/31/2012"
"330198","SOUTH NASSAU COMMUNITIES HOSPITAL","OP-26","3397","427","2406","1814","5066","728","422","01/01/2012","12/31/2012"
"330199","METROPOLITAN HOSPITAL CENTER","OP-26","66","331","0","0","860","260","0","01/01/2012","12/31/2012"
"330201","KINGSBROOK JEWISH MEDICAL CENTER","OP-26","1364","3","0","845","2842","512","2164","01/01/2012","12/31/2012"
"330202","KINGS COUNTY HOSPITAL CENTER","OP-26","3714","750","275","1880","6171","955","155","01/01/2012","12/31/2012"
"330203","CROUSE HOSPITAL","OP-26","2771","6277","665","3295","4901","1921","2904","01/01/2012","12/31/2012"
"330204","BELLEVUE HOSPITAL CENTER","OP-26","4179","1290","904","3082","10143","3117","1461","01/01/2012","12/31/2012"
"330205","ST ANTHONY COMMUNITY HOSPITAL","OP-26","1939","241","174","349","6","286","6","01/01/2012","12/31/2012"
"330208","ST JOHN'S RIVERSIDE HOSPITAL","OP-26","3","0","9","3","0","17","25","01/01/2012","12/31/2012"
"330211","CLAXTON-HEPBURN MEDICAL CENTER","OP-26","2291","600","1081","454","27","113","84","01/01/2012","12/31/2012"
"330214","NEW YORK UNIVERSITY LANGONE MEDICAL CENTER","OP-26","4700","401","2980","8240","1002","1174","1842","01/01/2012","12/31/2012"
"330215","ROME MEMORIAL HOSPITAL, INC","OP-26","3656","214","157","1445","491","276","465","01/01/2012","12/31/2012"
"330218","OSWEGO HOSPITAL","OP-26","3117","282","0","79","134","175","50","01/01/2012","12/31/2012"
"330219","ERIE COUNTY MEDICAL CENTER","OP-26","2570","0","0","2021","0","1127","367","01/01/2012","12/31/2012"
"330221","WYCKOFF HEIGHTS MEDICAL CENTER","OP-26","2303","419","1074","317","106","283","116","01/01/2012","12/31/2012"
"330222","SARATOGA HOSPITAL","OP-26","5158","1062","6060","3768","2579","1293","2891","01/01/2012","12/31/2012"
"330223","MASSENA MEMORIAL HOSPITAL","OP-26","2086","31","200","887","807","279","16","01/01/2012","12/31/2012"
"330224","HEALTHALLIANCE HOSPITAL MARY'S AVENUE CAMPUS","OP-26","29","0","11","224","0","1","114","01/01/2012","12/31/2012"
"330226","UNITY HOSPITAL","OP-26","7290","480","1821","2371","3535","592","1602","01/01/2012","12/31/2012"
"330229","BROOKS MEMORIAL HOSPITAL","OP-26","2184","474","0","323","52","109","41","01/01/2012","12/31/2012"
"330231","QUEENS HOSPITAL CENTER","OP-26","51","0","0","0","0","0","0","01/01/2012","12/31/2012"
"330232","ST MARY'S HOSPITAL ( TROY )","OP-26","5793","186","199","356","76","520","35","01/01/2012","12/31/2012"
"330233","BROOKDALE HOSPITAL MEDICAL CENTER","OP-26","3289","0","608","328","88","210","180","01/01/2012","12/31/2012"
"330234","WESTCHESTER MEDICAL CENTER","OP-26","3030","249","56","413","46","301","598","01/01/2012","12/31/2012"
"330235","AUBURN COMMUNITY HOSPITAL","OP-26","3972","547","2","451","9","161","41","01/01/2012","12/31/2012"
"330236","NEW YORK METHODIST HOSPITAL","OP-26","4685","0","558","793","366","1135","502","01/01/2012","12/31/2012"
"330238","NICHOLAS H NOYES MEMORIAL HOSPITAL","OP-26","2234","767","7","150","6","140","51","01/01/2012","12/31/2012"
"330239","WOMAN'S CHRISTIAN ASSOCIATION","OP-26","12061","0","1663","6635","6784","2668","2104","01/01/2012","12/31/2012"
"330240","HARLEM HOSPITAL CENTER","OP-26","2000","151","63","41","22","149","48","01/01/2012","12/31/2012"
"330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","OP-26","458","107","349","512","1214","1111","850","01/01/2012","12/31/2012"
"330245","ST ELIZABETH MEDICAL CENTER","OP-26","3855","181","1","274","27","160","283","01/01/2012","12/31/2012"
"330246","CHSLI ST CHARLES HOSPITAL","OP-26","2231","319","3088","1657","1057","707","52","01/01/2012","12/31/2012"
"330249","COMMUNITY MEMORIAL HOSPITAL, INC","OP-26","167","142","0","1179","444","22","3","01/01/2012","12/31/2012"
"330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","OP-26","1640","1","2","819","148","128","227","01/01/2012","12/31/2012"
"330259","MERCY MEDICAL CENTER","OP-26","3147","86","630","389","36","275","246","01/01/2012","12/31/2012"
"330261","PHELPS MEMORIAL HOSPITAL CENTER","OP-26","4666","518","639","499","1071","160","264","01/01/2012","12/31/2012"
"330264","ST LUKE'S CORNWALL HOSPITAL","OP-26","1987","321","2983","997","105","175","578","01/01/2012","12/31/2012"
"330265","CLIFTON SPRINGS HOSPITAL AND CLINIC","OP-26","2790","55","0","769","2154","152","51","01/01/2012","12/31/2012"
