Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"410006","NEWPORT HOSPITAL","FRIENDSHIP STREET","Newport","RI","02840","NEWPORT","1.009186","0 out of 10","1 out of 9","1 out of 10"
"670054","FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO","9522 HUEBNER ROAD","San Antonio","TX","78240","BEXAR","1.693810","0 out of 10","0 out of 9","0 out of 10"
"450475","ETMC HENDERSON","300 WILSON STREET","Henderson","TX","75652","RUSK","0.995140","0 out of 10","2 out of 9","2 out of 10"
"360236","MERCY HOSPITAL CLERMONT","3000 HOSPITAL DRIVE","Batavia","OH","45103","CLERMONT","0.939803","3 out of 10","1 out of 9","3 out of 10"
"360008","SOUTHERN OHIO MEDICAL CENTER","1805 27TH STREET","Portsmouth","OH","45662","SCIOTO","1.071558","0 out of 10","0 out of 9","0 out of 10"
"230054","MARQUETTE GENERAL HOSPITAL","420 W MAGNETIC","Marquette","MI","49855","MARQUETTE","0.991427","0 out of 10","0 out of 9","0 out of 10"
"060104","CENTURA HEALTH-ST ANTHONY NORTH HOSPITAL","2551 W 84TH AVENUE","Westminster","CO","80031","JEFFERSON","0.958262","2 out of 10","2 out of 9","2 out of 10"
"050515","KAISER FOUNDATION HOSPITAL - SAN DIEGO","4647 ZION AVE","San Diego","CA","92120","SAN DIEGO","0.780745","10 out of 10","0 out of 9","10 out of 10"
"050517","VICTOR VALLEY GLOBAL MEDICAL CENTER","15248 11TH ST","Victorville","CA","92395","SAN BERNARDINO","1.028305","0 out of 10","0 out of 9","0 out of 10"
"050575","GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER","21530 S PIONEER BLVD","Hawaiian Gardens","CA","90716","LOS ANGELES","1.278715","0 out of 10","1 out of 9","1 out of 10"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","Mobile","AL","36617","MOBILE","0.977527","1 out of 10","0 out of 9","1 out of 10"
"190125","ST FRANCIS MEDICAL CENTER","309 JACKSON STREET","Monroe","LA","71201","OUACHITA","1.043913","0 out of 10","0 out of 9","0 out of 10"
"380102","SACRED HEART MEDICAL CENTER - RIVERBEND","3333 RIVERBEND DRIVE","Springfield","OR","97477","LANE","0.910706","5 out of 10","0 out of 9","5 out of 10"
"370234","OKLAHOMA HEART HOSPITAL SOUTH","5200 EAST I-240 SERVICE ROAD","Oklahoma City","OK","73135","OKLAHOMA","0.922544","4 out of 10","0 out of 9","4 out of 10"
"520062","OCONOMOWOC MEMORIAL HOSPITAL","791 E SUMMIT AVE","Oconomowoc","WI","53066","WAUKESHA","0.939045","3 out of 10","0 out of 9","3 out of 10"
"440227","TRISTAR STONECREST MEDICAL CENTER","200 STONECREST BOULEVARD","Smyrna","TN","37167","RUTHERFORD","1.064099","0 out of 10","0 out of 9","0 out of 10"
"390065","GETTYSBURG HOSPITAL","147 GETTYS STREET","Gettysburg","PA","17325","ADAMS","0.964599","2 out of 10","2 out of 9","2 out of 10"
"670067","BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON","707 HIGHLANDER BLVD","Arlington","TX","76015","TARRANT","1.050083","0 out of 10","0 out of 9","0 out of 10"
"440029","WILLIAMSON MEDICAL CENTER","4321 CAROTHERS PARKWAY","Franklin","TN","37067","WILLIAMSON","1.005030","0 out of 10","1 out of 9","1 out of 10"
"180103","BAPTIST HEALTH LEXINGTON","1740 NICHOLASVILLE ROAD","Lexington","KY","40503","FAYETTE","1.056008","0 out of 10","0 out of 9","0 out of 10"
"270086","GREAT FALLS CLINIC MEDICAL CENTER","1411 9TH ST S","Great Falls","MT","59405","CASCADE","0.816063","10 out of 10","9 out of 9","10 out of 10"
"260190","LEE'S SUMMIT MEDICAL CENTER","2100 SE BLUE PARKWAY","Lees Summit","MO","64063-1007","JACKSON","0.984629","1 out of 10","1 out of 9","1 out of 10"
"370113","INTEGRIS GROVE HOSPITAL","1001 EAST 18TH STREET","Grove","OK","74344","DELAWARE","0.969733","1 out of 10","1 out of 9","1 out of 10"
"140206","NORWEGIAN-AMERICAN HOSPITAL","1044 N FRANCISCO AVE","Chicago","IL","60622","COOK","1.017131","0 out of 10","0 out of 9","0 out of 10"
"520041","DIVINE SAVIOR HEALTHCARE","2817 NEW PINERY ROAD","Portage","WI","53901","COLUMBIA","0.933509","3 out of 10","1 out of 9","3 out of 10"
"140252","NORTHWEST COMMUNITY HOSPITAL","800 W CENTRAL ROAD","Arlington Heights","IL","60005","COOK","1.074025","0 out of 10","0 out of 9","0 out of 10"
"050090","SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST","Sonoma","CA","95476","SONOMA","0.856008","8 out of 10","6 out of 9","8 out of 10"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","Enterprise","AL","36330","COFFEE","0.935598","3 out of 10","0 out of 9","3 out of 10"
"010047","GEORGIANA MEDICAL CENTER","515 N MIRANDA AVENUE","Georgiana","AL","36033","BUTLER","0.895464","6 out of 10","3 out of 9","6 out of 10"
"390312","CANCER TREATMENT CENTERS OF AMERICA","1331 EAST WYOMING AVENUE","Philadelphia","PA","19124","PHILADELPHIA","1.293329","0 out of 10","0 out of 9","0 out of 10"
"450080","TITUS REGIONAL MEDICAL CENTER","2001 N JEFFERSON","Mount Pleasant","TX","75455","TITUS","0.997024","0 out of 10","3 out of 9","3 out of 10"
"450688","DALLAS REGIONAL MEDICAL CENTER","1011 NORTH GALLOWAY AVENUE","Mesquite","TX","75150","DALLAS","1.090496","0 out of 10","0 out of 9","0 out of 10"
"340049","NORTH CAROLINA SPECIALTY HOSPITAL","3916 BEN FRANKLIN BOULEVARD","Durham","NC","27704","DURHAM","0.914703","5 out of 10","0 out of 9","5 out of 10"
"360274","MEDICAL CENTER AT ELIZABETH PLACE","ONE ELIZABETH PLACE","Dayton","OH","45408","MONTGOMERY","1.103531","0 out of 10","0 out of 9","0 out of 10"
"060100","MEDICAL CENTER OF AURORA, THE","1501 S POTOMAC ST","Aurora","CO","80012","ARAPAHOE","1.031031","0 out of 10","0 out of 9","0 out of 10"
"040076","BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY","1001 SCHNEIDER DRIVE","Malvern","AR","72104","HOT SPRING","0.899017","5 out of 10","4 out of 9","5 out of 10"
"390180","CROZER CHESTER MEDICAL CENTER","ONE MEDICAL CENTER BOULEVARD","Upland","PA","19013","DELAWARE","1.056678","0 out of 10","0 out of 9","0 out of 10"
"100048","JAY HOSPITAL","14114 ALABAMA ST","Jay","FL","32565","SANTA ROSA","0.884097","6 out of 10","4 out of 9","6 out of 10"
"010001","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","Dothan","AL","36301","HOUSTON","0.981936","1 out of 10","0 out of 9","1 out of 10"
"050245","ARROWHEAD REGIONAL MEDICAL CENTER","400 NORTH PEPPER AVENUE","Colton","CA","92324-1819","SAN BERNARDINO","1.034185","0 out of 10","0 out of 9","0 out of 10"
"050179","EMANUEL MEDICAL CENTER","825 DELBON AVE","Turlock","CA","95382","STANISLAUS","0.984340","1 out of 10","0 out of 9","1 out of 10"
"390115","ARIA HEALTH","10800 KNIGHTS ROAD","Philadelphia","PA","19114","PHILADELPHIA","1.029242","0 out of 10","1 out of 9","1 out of 10"
"050167","SAN JOAQUIN GENERAL HOSPITAL","500 W HOSPITAL ROAD","French Camp","CA","95231","SAN JOAQUIN","1.018916","0 out of 10","0 out of 9","0 out of 10"
"450289","HARRIS HEALTH SYSTEM","2525 HOLLY HALL","Houston","TX","77054","HARRIS","0.966568","2 out of 10","0 out of 9","2 out of 10"
"670049","NORTH CENTRAL SURGICAL CENTER LLP","9301 NORTH CENTRAL EXPRESSWAY SUITE 100","Dallas","TX","75231","DALLAS","1.012052","0 out of 10","0 out of 9","0 out of 10"
"140228","SWEDISH AMERICAN HOSPITAL","1401 EAST STATE STREET","Rockford","IL","61104","WINNEBAGO","0.988738","0 out of 10","1 out of 9","1 out of 10"
"340011","SPRUCE PINE COMMUNITY HOSPITAL","125 HOSPITAL DR","Spruce Pine","NC","28777","MITCHELL","0.873815","7 out of 10","6 out of 9","7 out of 10"
"120007","KUAKINI MEDICAL CENTER","347 NORTH KUAKINI STREET","Honolulu","HI","96817","HONOLULU","0.920700","4 out of 10","2 out of 9","4 out of 10"
"250042","NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER","1970 HOSPITAL DRIVE","Clarksdale","MS","38614","COAHOMA","0.955641","2 out of 10","1 out of 9","2 out of 10"
"270057","BOZEMAN DEACONESS HOSPITAL","915 HIGHLAND BLVD","Bozeman","MT","59715","GALLATIN","0.897034","6 out of 10","2 out of 9","6 out of 10"
"330058","GENEVA GENERAL HOSPITAL","196 -198 NORTH STREET","Geneva","NY","14456","ONTARIO","0.878324","7 out of 10","0 out of 9","7 out of 10"
"050042","ST ELIZABETH COMMUNITY HOSPITAL","2550 SISTER MARY COLUMBA DRIVE","Red Bluff","CA","96080","TEHAMA","0.877124","7 out of 10","2 out of 9","7 out of 10"
"150168","THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR","7952 W JEFFERSON BLVD","Ft Wayne","IN","46804","ALLEN","0.951991","2 out of 10","1 out of 9","2 out of 10"
"060103","CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL","100 HEALTH PARK DRIVE","Louisville","CO","80027","BOULDER","0.959188","2 out of 10","0 out of 9","2 out of 10"
"230035","SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS","615 S BOWER STREET","Greenville","MI","48838","MONTCALM","0.889011","6 out of 10","0 out of 9","6 out of 10"
"330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET","Plattsburgh","NY","12901","CLINTON","0.937542","3 out of 10","0 out of 9","3 out of 10"
"140160","FHN MEMORIAL HOSPITAL","1045 WEST STEPHENSON STREET","Freeport","IL","61032","STEPHENSON","0.958809","2 out of 10","0 out of 9","2 out of 10"
"330043","SOUTHSIDE HOSPITAL","301 EAST MAIN STREET","Bay Shore","NY","11706","SUFFOLK","1.057585","0 out of 10","0 out of 9","0 out of 10"
"100124","SANTA ROSA MEDICAL CENTER","6002 BERRYHILL RD","Milton","FL","32570","SANTA ROSA","0.970247","1 out of 10","2 out of 9","2 out of 10"
"390266","GROVE CITY MEDICAL CENTER","631 NORTH BROAD STREET EXT.","Grove City","PA","16127","MERCER","1.058533","0 out of 10","0 out of 9","0 out of 10"
"370078","OKLAHOMA STATE UNIVERSITY MEDICAL CENTER","744 WEST 9TH STREET","Tulsa","OK","74127","OSAGE","0.978092","1 out of 10","0 out of 9","1 out of 10"
"310039","RARITAN BAY MEDICAL CENTER","530 NEW BRUNSWICK AVE","Perth Amboy","NJ","08861","MIDDLESEX","1.127980","0 out of 10","0 out of 9","0 out of 10"
"040118","NEA BAPTIST MEMORIAL HOSPITAL","4800 EAST JOHNSON AVENUE","Jonesboro","AR","72401","CRAIGHEAD","0.979864","1 out of 10","0 out of 9","1 out of 10"
"250019","MEMORIAL HOSPITAL AT GULFPORT","4500 13TH ST-P O BOX 1810","Gulfport","MS","39502","HARRISON","1.025112","0 out of 10","0 out of 9","0 out of 10"
"360077","FAIRVIEW HOSPITAL","18101 LORAIN AVENUE","Cleveland","OH","44111","CUYAHOGA","1.037625","0 out of 10","0 out of 9","0 out of 10"
"260027","RESEARCH MEDICAL CENTER","2316 E MEYER BLVD","Kansas City","MO","64132","JACKSON","0.985408","0 out of 10","1 out of 9","1 out of 10"
"330208","ST JOHN'S RIVERSIDE HOSPITAL","976 NORTH BROADWAY","Yonkers","NY","10701","WESTCHESTER","0.974057","1 out of 10","0 out of 9","1 out of 10"
"160045","ST LUKES HOSPITAL","1026 A AVE NE","Cedar Rapids","IA","52402","LINN","0.930722","4 out of 10","0 out of 9","4 out of 10"
"360151","AFFINITY MEDICAL CENTER","875 EIGHTH STREET NE","Massillon","OH","44646","STARK","1.096324","0 out of 10","0 out of 9","0 out of 10"
"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","1900 SILVER CROSS BLVD","New Lenox","IL","60451","WILL","1.043993","0 out of 10","0 out of 9","0 out of 10"
"110132","MEMORIAL HOSPITAL AND MANOR","1500 E SHOTWELL STREET","Bainbridge","GA","39819","DECATUR","0.924399","4 out of 10","0 out of 9","4 out of 10"
"140120","PEKIN MEMORIAL HOSPITAL","600 SOUTH 13TH STREET","Pekin","IL","61554","TAZEWELL","1.003344","0 out of 10","0 out of 9","0 out of 10"
"340141","NEW HANOVER REGIONAL MEDICAL CENTER","2131 S 17TH ST BOX 9000","Wilmington","NC","28401","NEW HANOVER","0.972967","1 out of 10","0 out of 9","1 out of 10"
"220060","BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH","275 SANDWICH STREET","Plymouth","MA","02360","PLYMOUTH","1.018703","0 out of 10","1 out of 9","1 out of 10"
"450369","CHILDRESS REGIONAL MEDICAL CENTER","HWY 83 NORTH","Childress","TX","79201","CHILDRESS","0.929131","4 out of 10","1 out of 9","4 out of 10"
"330030","NEWARK-WAYNE COMMUNITY HOSPITAL","111 DRIVING PARK AVENUE","Newark","NY","14513","WAYNE","0.904274","5 out of 10","2 out of 9","5 out of 10"
"320011","PRESBYTERIAN ESPANOLA HOSPITAL","1010 SPRUCE STREET","Espanola","NM","87532","RIO ARRIBA","0.939937","3 out of 10","0 out of 9","3 out of 10"
"450675","MEDICAL CENTER OF ARLINGTON","3301 MATLOCK ROAD","Arlington","TX","76015","TARRANT","1.101332","0 out of 10","0 out of 9","0 out of 10"
"120026","PALI MOMI MEDICAL CENTER","98-1079 MOANALUA ROAD","Aiea","HI","96701","HONOLULU","0.956337","2 out of 10","0 out of 9","2 out of 10"
"050336","LODI MEMORIAL HOSPITAL","975 S FAIRMONT AVENUE","Lodi","CA","95240","SAN JOAQUIN","1.043022","0 out of 10","0 out of 9","0 out of 10"
"050108","SUTTER GENERAL HOSPITAL","2801 L STREET","Sacramento","CA","95816","SACRAMENTO","0.948569","3 out of 10","0 out of 9","3 out of 10"
"030033","PAYSON REGIONAL MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","Payson","AZ","855415542","GILA","0.935246","3 out of 10","0 out of 9","3 out of 10"
"050549","LOS ROBLES HOSPITAL & MEDICAL CENTER","215 W JANSS RD","Thousand Oaks","CA","91360","VENTURA","0.993709","0 out of 10","0 out of 9","0 out of 10"
"310021","ST FRANCIS MEDICAL CENTER","601 HAMILTON AVE","Trenton","NJ","08629","MERCER","1.042712","0 out of 10","1 out of 9","1 out of 10"
"110164","COLISEUM MEDICAL CENTERS","350 HOSPITAL DRIVE","Macon","GA","31217","BIBB","0.996163","0 out of 10","0 out of 9","0 out of 10"
"520089","MERITER HOSPITAL","202 S PARK ST","Madison","WI","53715","DANE","0.882650","6 out of 10","4 out of 9","6 out of 10"
"490002","RUSSELL COUNTY MEDICAL CENTER","58 CARROLL STREET","Lebanon","VA","24266","RUSSELL","0.891729","6 out of 10","3 out of 9","6 out of 10"
"380075","PROVIDENCE MEDFORD MEDICAL CENTER","1111 CRATER LAKE AVENUE","Medford","OR","97504","JACKSON","0.913835","5 out of 10","0 out of 9","5 out of 10"
"030002","BANNER GOOD SAMARITAN MEDICAL CENTER","1111 EAST MCDOWELL ROAD","Phoenix","AZ","850062666","MARICOPA","0.978880","1 out of 10","0 out of 9","1 out of 10"
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","Soldotna","AK","99669","KENAI-COOK INLET","0.854970","8 out of 10","3 out of 9","8 out of 10"
"390163","ACMH HOSPITAL","ONE NOLTE DRIVE","Kittanning","PA","16201","ARMSTRONG","0.981497","1 out of 10","0 out of 9","1 out of 10"
"140026","ST MARYS HOSPITAL","111  SPRING STREET","Streator","IL","61364","LA SALLE","0.976295","1 out of 10","0 out of 9","1 out of 10"
"520009","ST ELIZABETH HOSPITAL","1506 S ONEIDA ST","Appleton","WI","54915","OUTAGAMIE","0.933391","3 out of 10","2 out of 9","3 out of 10"
"100110","OSCEOLA REGIONAL MEDICAL CENTER","700 WEST OAK STREET","Kissimmee","FL","34741","OSCEOLA","1.050766","0 out of 10","0 out of 9","0 out of 10"
"030093","BANNER DEL E WEBB MEDICAL CENTER","14502 WEST MEEKER BOULEVARD","Mesa","AZ","85202","MARICOPA","1.014347","0 out of 10","0 out of 9","0 out of 10"
"490136","BON SECOURS ST FRANCIS MEDICAL CENTER","13710 ST FRANCIS BOULEVARD","Midlothian","VA","23114","CHESTERFIELD","0.996096","0 out of 10","0 out of 9","0 out of 10"
"190298","CENTRAL LOUISIANA SURGICAL HOSPITAL","651 NORTH BOLTON AVE","Alexandria","LA","71301","RAPIDES","0.985034","0 out of 10","0 out of 9","0 out of 10"
"100052","WINTER HAVEN HOSPITAL","200 AVE F NE","Winter Haven","FL","33881","POLK","1.097976","0 out of 10","0 out of 9","0 out of 10"
"100118","FLORIDA HOSPITAL FLAGLER","60 MEMORIAL MEDICAL PKWY","Palm Coast","FL","32164","FLAGLER","1.011238","0 out of 10","0 out of 9","0 out of 10"
"060004","PLATTE VALLEY MEDICAL CENTER","1600 PRAIRIE CENTER PARKWAY","Brighton","CO","80601","ADAMS","1.015444","0 out of 10","2 out of 9","2 out of 10"
"150126","FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","Crown Point","IN","46307","LAKE","1.004537","0 out of 10","0 out of 9","0 out of 10"
"360066","ST RITA'S MEDICAL CENTER","730 WEST MARKET STREET","Lima","OH","45801","ALLEN","1.001207","0 out of 10","0 out of 9","0 out of 10"
"500077","PROVIDENCE HOLY FAMILY HOSPITAL","5633 NORTH LIDGERWOOD","Spokane","WA","99208","SPOKANE","0.972369","1 out of 10","0 out of 9","1 out of 10"
"500072","OLYMPIC MEDICAL CENTER","939 CAROLINE ST","Port Angeles","WA","98362","CLALLAM","0.950135","2 out of 10","0 out of 9","2 out of 10"
"050191","ST MARY MEDICAL CENTER","1050 LINDEN AVE","Long Beach","CA","90813","LOS ANGELES","1.130229","0 out of 10","0 out of 9","0 out of 10"
"300019","CHESHIRE MEDICAL CENTER","580 COURT STREET","Keene","NH","03431","CHESHIRE","1.002578","0 out of 10","0 out of 9","0 out of 10"
"460007","VALLEY VIEW MEDICAL CENTER","1303 NORTH MAIN STREET","Cedar City","UT","84721","IRON","0.879942","6 out of 10","5 out of 9","6 out of 10"
"260096","NORTH KANSAS CITY HOSPITAL","2800 CLAY EDWARDS DRIVE","North Kansas City","MO","64116-3220","CLAY","0.975813","1 out of 10","0 out of 9","1 out of 10"
"330273","PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE","Carmel","NY","10512","PUTNAM","1.007085","0 out of 10","0 out of 9","0 out of 10"
"200001","ST JOSEPH HOSPITAL","360 BROADWAY","Bangor","ME","04401","PENOBSCOT","0.954389","2 out of 10","3 out of 9","3 out of 10"
"330126","ORANGE REGIONAL MEDICAL CENTER","707 EAST MAIN STREET","Middletown","NY","10940","ORANGE","1.010563","0 out of 10","1 out of 9","1 out of 10"
"360354","WEST CHESTER HOSPITAL, LLC","7700 UNIVERSITY DRIVE","West Chester","OH","45069","BUTLER","1.005084","0 out of 10","2 out of 9","2 out of 10"
"010168","JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","Phenix City","AL","36867","RUSSELL","0.933154","3 out of 10","0 out of 9","3 out of 10"
"310034","RIVERVIEW MEDICAL CENTER","ONE RIVERVIEW PLAZA","Red Bank","NJ","07701","MONMOUTH","1.081002","0 out of 10","0 out of 9","0 out of 10"
"360013","WILSON MEMORIAL HOSPITAL","915 WEST MICHIGAN STREET","Sidney","OH","45365","SHELBY","1.022791","0 out of 10","0 out of 9","0 out of 10"
"100019","HOLMES REGIONAL MEDICAL CENTER","1350 S HICKORY ST","Melbourne","FL","32901","BREVARD","1.067906","0 out of 10","0 out of 9","0 out of 10"
"330203","CROUSE HOSPITAL","736 IRVING AVENUE","Syracuse","NY","13210","ONONDAGA","0.928739","4 out of 10","0 out of 9","4 out of 10"
"670029","FIRST SURGICAL HOSPITAL","4801 BISSONNET BLVD","Bellaire","TX","77401","HARRIS","0.911179","5 out of 10","0 out of 9","5 out of 10"
"520008","WAUKESHA MEMORIAL HOSPITAL","725 AMERICAN AVE","Waukesha","WI","53188","WAUKESHA","1.015732","0 out of 10","0 out of 9","0 out of 10"
"330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","101 HOSPITAL ROAD","Patchogue","NY","11772","SUFFOLK","1.095602","0 out of 10","0 out of 9","0 out of 10"
"420023","ST FRANCIS-DOWNTOWN","ONE ST FRANCIS DR","Greenville","SC","29601","GREENVILLE","1.026564","0 out of 10","0 out of 9","0 out of 10"
"220012","CAPE COD HOSPITAL","88 LEWIS BAY ROAD","Hyannis","MA","02601","BARNSTABLE","1.019682","0 out of 10","0 out of 9","0 out of 10"
"450152","METROPLEX HOSPITAL","2201 S CLEAR CREEK ROAD","Killeen","TX","76542","BELL","0.979368","1 out of 10","0 out of 9","1 out of 10"
"490023","FAUQUIER HOSPITAL","500 HOSPITAL DRIVE","Warrenton","VA","20186","FAUQUIER","0.990931","0 out of 10","0 out of 9","0 out of 10"
"500025","SWEDISH MEDICAL CENTER / CHERRY HILL","500 17TH AVENUE","Seattle","WA","98122","KING","0.994086","0 out of 10","0 out of 9","0 out of 10"
"180046","BOURBON COMMUNITY HOSPITAL","9 LINVILLE DRIVE","Paris","KY","40361","BOURBON","0.828060","9 out of 10","0 out of 9","9 out of 10"
"150090","FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","Dyer","IN","46311","LAKE","1.085972","0 out of 10","0 out of 9","0 out of 10"
"030013","YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","Yuma","AZ","853647127","YUMA","1.013995","0 out of 10","0 out of 9","0 out of 10"
"320089","UNM SANDOVAL REGIONAL MEDICAL CENTER","3001 BROADMOOR BLVD NE","Rio Rancho","NM","87144","SANDOVAL","0.916139","4 out of 10","Not Available","4 out of 10"
"230097","MUNSON MEDICAL CENTER","1105 SIXTH STREET","Traverse City","MI","49684","GRAND TRAVERSE","0.905134","5 out of 10","1 out of 9","5 out of 10"
"230104","HARPER UNIVERSITY HOSPITAL","3990 JOHN R STREET","Detroit","MI","48201","WAYNE","1.027200","0 out of 10","0 out of 9","0 out of 10"
"110122","SOUTH GEORGIA MEDICAL CENTER","2501 NORTH PATTERSON STREET, PO BOX 1727","Valdosta","GA","31603","LOWNDES","0.947903","3 out of 10","0 out of 9","3 out of 10"
"310054","HACKENSACK-UMC MOUNTAINSIDE","BAY AND HIGHLAND AVE","Montclair","NJ","07042","ESSEX","1.107783","0 out of 10","0 out of 9","0 out of 10"
"310076","SAINT BARNABAS MEDICAL CENTER","94 OLD SHORT HILLS ROAD","Livingston","NJ","07039","ESSEX","1.065314","0 out of 10","0 out of 9","0 out of 10"
"490127","BUCHANAN GENERAL HOSPITAL","1535 SLATE CREEK ROAD","Grundy","VA","24614","BUCHANAN","0.882385","6 out of 10","0 out of 9","6 out of 10"
"390192","TYLER MEMORIAL HOSPITAL","5950 STATE ROUTE 6 WEST","Tunkhannock","PA","18657","WYOMING","0.804791","10 out of 10","9 out of 9","10 out of 10"
"450891","TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN","6020 W PARKER ROAD","Plano","TX","75093","COLLIN","0.960218","2 out of 10","3 out of 9","3 out of 10"
"010118","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","Selma","AL","36701","DALLAS","1.005767","0 out of 10","0 out of 9","0 out of 10"
"230077","ST MARY'S OF MICHIGAN MEDICAL CENTER","800 S WASHINGTON AVENUE","Saginaw","MI","48601","SAGINAW","1.009119","0 out of 10","0 out of 9","0 out of 10"
"390265","JEFFERSON REGIONAL MEDICAL CENTER","565 COAL VALLEY RD","Jefferson Hills","PA","15025","ALLEGHENY","1.062360","0 out of 10","0 out of 9","0 out of 10"
"250096","CROSSGATES RIVER OAKS HOSPITAL","350 CROSSGATES BLVD","Brandon","MS","39042","RANKIN","1.046554","0 out of 10","1 out of 9","1 out of 10"
"240010","MAYO CLINIC HOSPITAL ROCHESTER","1216 SECOND STREET SOUTHWEST","Rochester","MN","55902","OLMSTED","0.942676","3 out of 10","0 out of 9","3 out of 10"
"240101","ESSENTIA HEALTH ST MARYS","1027 WASHINGTON AVE","Detroit Lakes","MN","56501","BECKER","0.858153","8 out of 10","6 out of 9","8 out of 10"
"300014","FRISBIE MEMORIAL HOSPITAL","11 WHITEHALL ROAD","Rochester","NH","03867","STRAFFORD","1.038574","0 out of 10","2 out of 9","2 out of 10"
"050573","EISENHOWER MEDICAL CENTER","39-000 BOB HOPE DRIVE","Rancho Mirage","CA","92270","RIVERSIDE","0.961031","2 out of 10","1 out of 9","2 out of 10"
"140117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVENUE","Chicago","IL","60631","COOK","1.168716","0 out of 10","0 out of 9","0 out of 10"
"330238","NICHOLAS H NOYES MEMORIAL HOSPITAL","111  CLARA BARTON STREET","Dansville","NY","14437","LIVINGSTON","0.857770","8 out of 10","0 out of 9","8 out of 10"
"050063","HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","1300 N VERMONT AVE","Los Angeles","CA","90028","LOS ANGELES","1.106511","0 out of 10","0 out of 9","0 out of 10"
"290021","VALLEY HOSPITAL MEDICAL CENTER","620 SHADOW LANE","Las Vegas","NV","89106","CLARK","1.162683","0 out of 10","0 out of 9","0 out of 10"
"100281","MEMORIAL HOSPITAL WEST","703 N FLAMINGO RD","Pembroke Pines","FL","33028","BROWARD","1.047883","0 out of 10","0 out of 9","0 out of 10"
"450586","SEYMOUR HOSPITAL","200 STADIUM DRIVE","Seymour","TX","76380","BAYLOR","0.979410","1 out of 10","0 out of 9","1 out of 10"
"340109","SENTARA ALBEMARLE MEDICAL CENTER","1144 N ROAD ST","Elizabeth City","NC","27909","PASQUOTANK","0.935418","3 out of 10","2 out of 9","3 out of 10"
"050116","NORTHRIDGE HOSPITAL MEDICAL CENTER","18300 ROSCOE BLVD","Northridge","CA","91325","LOS ANGELES","1.019743","0 out of 10","0 out of 9","0 out of 10"
"110054","FLOYD MEDICAL CENTER","304 TURNER MCCALL BLVD P O BOX 233","Rome","GA","30162","FLOYD","0.976332","1 out of 10","1 out of 9","1 out of 10"
"230078","LAKELAND COMMUNITY HOSPITAL, WATERVLIET","400 MEDICAL PARK DR","Watervliet","MI","49098","BERRIEN","0.882508","6 out of 10","4 out of 9","6 out of 10"
"050002","ST ROSE HOSPITAL","27200 CALAROGA AVE","Hayward","CA","94545","ALAMEDA","1.084636","0 out of 10","0 out of 9","0 out of 10"
"670069","METHODIST MCKINNEY HOSPITAL","8000 W ELDORADO PKWY","Mc Kinney","TX","75070","COLLIN","1.072977","0 out of 10","1 out of 9","1 out of 10"
"360076","ATRIUM MEDICAL CENTER","ONE MEDICAL CENTER DRIVE","Franklin","OH","45005","WARREN","1.033105","0 out of 10","0 out of 9","0 out of 10"
"450747","PALESTINE REGIONAL MEDICAL CENTER","2900 S LOOP 256","Palestine","TX","75801","ANDERSON","0.994520","0 out of 10","1 out of 9","1 out of 10"
"310019","ST JOSEPH'S REGIONAL MEDICAL CENTER","703 MAIN ST","Paterson","NJ","07503","PASSAIC","1.108002","0 out of 10","0 out of 9","0 out of 10"
