"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure Name","Measure ID","Compared to National","Denominator","Payment","Lower Estimate","Higher Estimate","Footnote","Measure Start Date","Measure End Date"
"190006","UNIVERSITY HOSPITAL & CLINICS","2390 WEST CONGRESS","LAFAYETTE","LA","70506","LAFAYETTE","3372616000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190007","NATCHITOCHES REGIONAL MEDICAL CENTER","501 KEYSER AVE","NATCHITOCHES","LA","71457","NATCHITOCHES","3182144200","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","34","23,921","20,631","27,853","","07/01/2010","06/30/2013"
"190008","TERREBONNE GENERAL MEDICAL CENTER","8166 MAIN STREET","HOUMA","LA","70360","TERREBONNE","9858734141","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","220","19,839","18,290","21,530","","07/01/2010","06/30/2013"
"190009","HUEY P LONG MEDICAL CENTER","352 HOSPITAL BLVD","PINEVILLE","LA","71360","RAPIDES","3184480811","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190011","UNIVERSITY HEALTH CONWAY","4864 JACKSON STREET","MONROE","LA","71202","OUACHITA","3183307000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190013","WEST CALCASIEU CAMERON HOSPITAL","701 EAST CYPRESS STREET","SULPHUR","LA","70663","CALCASIEU","3375277034","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","71","20,176","17,944","22,808","","07/01/2010","06/30/2013"
"190014","TECHE REGIONAL MEDICAL CENTER","1125 MARGUERITE STREET","MORGAN CITY","LA","70380","SAINT MARY","9853842200","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","45","19,927","17,309","22,872","","07/01/2010","06/30/2013"
"190015","NORTH OAKS MEDICAL CENTER, L L C","15790 PAUL VEGA MD DRIVE","HAMMOND","LA","70403","TANGIPAHOA","9853452700","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","184","23,996","21,847","26,374","","07/01/2010","06/30/2013"
"190017","OPELOUSAS GENERAL HEALTH SYSTEM","539 EAST PRUDHOMME STREET","OPELOUSAS","LA","70570","SAINT LANDRY","3379483011","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","68","22,248","19,466","25,366","","07/01/2010","06/30/2013"
"190019","CHRISTUS ST FRANCES CABRINI HOSPITAL","3330 MASONIC DRIVE","ALEXANDRIA","LA","71301","RAPIDES","3184871122","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","338","22,086","20,532","23,659","","07/01/2010","06/30/2013"
"190020","LANE REGIONAL MEDICAL CENTER","6300 MAIN STREET","ZACHARY","LA","70791","EAST BATON ROUGE","2256584000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","86","20,795","18,545","23,336","","07/01/2010","06/30/2013"
"190025","SAVOY MEDICAL CENTER","801 POINCIANA AVENUE","MAMOU","LA","70554","EVANGELINE","3374685261","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190026","RAPIDES REGIONAL MEDICAL CENTER","211 4TH STREET","ALEXANDRIA","LA","71301","RAPIDES","3187693000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","274","22,561","20,907","24,406","","07/01/2010","06/30/2013"
"190027","CHRISTUS ST PATRICK HOSPITAL","524 DR MICHAEL DEBAKEY STREET","LAKE CHARLES","LA","70601","CALCASIEU","3374362511","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","155","19,809","18,054","21,793","","07/01/2010","06/30/2013"
"190034","ABBEVILLE GENERAL HOSPITAL","118 N HOSPITAL DR","ABBEVILLE","LA","70510","VERMILION","3378935466","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190036","OCHSNER MEDICAL CENTER","1516 JEFFERSON HWY","NEW ORLEANS","LA","70121","JEFFERSON","5048423000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","273","20,379","18,881","21,970","","07/01/2010","06/30/2013"
"190039","WEST JEFFERSON MEDICAL CENTER","1101 MEDICAL CENTER BLVD","MARRERO","LA","70072","JEFFERSON","5043475511","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","112","19,249","17,354","21,411","","07/01/2010","06/30/2013"
"190040","SLIDELL MEMORIAL HOSPITAL","1001 GAUSE BLVD","SLIDELL","LA","70458","SAINT TAMMANY","9856432200","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","95","21,551","19,220","24,132","","07/01/2010","06/30/2013"
"190041","CHRISTUS HEALTH SHREVEPORT - BOSSIER","1453 E BERT KOUNS INDUSTRIAL DRIVE","SHREVEPORT","LA","71105","CADDO","3186815000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","155","21,567","19,615","23,788","","07/01/2010","06/30/2013"
"190044","ACADIA GENERAL HOSPITAL","1305 CROWLEY RAYNE HIGHWAY","CROWLEY","LA","70526","ACADIA","3377833222","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190045","ST TAMMANY PARISH HOSPITAL","1202 S TYLER STREET","COVINGTON","LA","70433","SAINT TAMMANY","9858984000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","152","22,033","19,955","24,212","","07/01/2010","06/30/2013"
"190046","TOURO INFIRMARY","1401 FOUCHER STREET","NEW ORLEANS","LA","70115","ORLEANS","5048977011","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","71","20,242","17,915","22,915","","07/01/2010","06/30/2013"
"190050","BEAUREGARD MEMORIAL HOSPITAL","600 S PINE STREET","DERIDDER","LA","70634","BEAUREGARD","3374627100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","31","20,534","17,827","23,796","","07/01/2010","06/30/2013"
"190053","JENNINGS AMERICAN LEGION HOSPITAL","1634 ELTON ROAD","JENNINGS","LA","70546","JEFFERSON DAVIS","3376167000","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","68","18,362","16,274","20,839","","07/01/2010","06/30/2013"
"190054","IBERIA GENERAL HOSPITAL AND MEDICAL CENTER","2315 E MAIN STREET","NEW IBERIA","LA","70562","IBERIA","3373640441","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","111","21,086","18,899","23,340","","07/01/2010","06/30/2013"
"190060","LAKE CHARLES MEMORIAL HOSPITAL","1701 OAK PARK BLVD","LAKE CHARLES","LA","70601","CALCASIEU","3374943200","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","125","20,288","18,368","22,390","","07/01/2010","06/30/2013"
"190064","OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER","5000 HENNESSY BLVD","BATON ROUGE","LA","70808","EAST BATON ROUGE","2257656565","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","343","19,635","18,373","21,020","","07/01/2010","06/30/2013"
"190065","BATON ROUGE GENERAL MEDICAL CENTER","3600 FLORIDA STREET","BATON ROUGE","LA","70806","EAST BATON ROUGE","2253877767","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","228","20,973","19,307","22,711","","07/01/2010","06/30/2013"
"190079","ST CHARLES PARISH HOSPITAL","1057 PAUL MAILLARD ROAD","LULING","LA","70070","SAINT CHARLES","9857856242","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190081","WEST CARROLL MEMORIAL HOSPITAL","706 ROSS STREET","OAK GROVE","LA","71263","WEST CARROLL","3184283237","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190086","NORTHERN LOUISIANA MEDICAL CENTER","401 EAST VAUGHN AVENUE","RUSTON","LA","71270","LINCOLN","3182542100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","85","20,340","18,204","22,770","","07/01/2010","06/30/2013"
"190088","SPRINGHILL MEDICAL CENTER","2001 DOCTORS DRIVE","SPRINGHILL","LA","71075","WEBSTER","3185391000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190090","WINN PARISH MEDICAL CENTER","301 W BOUNDARY STREET","WINNFIELD","LA","71483","WINN","3186483000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190098","UNIVERSITY HEALTH SHREVEPORT","1541 KINGS HIGHWAY","SHREVEPORT","LA","71103","CADDO","3186755000","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","83","17,608","15,678","19,692","","07/01/2010","06/30/2013"
"190099","AVOYELLES HOSPITAL","4231 HIGHWAY 1192","MARKSVILLE","LA","71351","AVOYELLES","3182538611","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190102","OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC","4801 AMBASSADOR CAFFERY PARKWAY","LAFAYETTE","LA","70508","LAFAYETTE","3374702000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","154","22,371","20,334","24,507","","07/01/2010","06/30/2013"
"190106","OAKDALE COMMUNITY HOSPITAL","130 N HOSPITAL DR","OAKDALE","LA","71463","ALLEN","3183353700","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190111","WILLIS KNIGHTON MEDICAL CENTER","2600 GREENWOOD ROAD","SHREVEPORT","LA","71103","CADDO","3182124000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","497","20,537","19,398","21,800","","07/01/2010","06/30/2013"
"190114","HOMER MEMORIAL HOSPITAL","620 EAST COLLEGE STREET","HOMER","LA","71040","CLAIBORNE","3189272024","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190116","MOREHOUSE GENERAL HOSPITAL","323 W WALNUT","BASTROP","LA","71220","MOREHOUSE","3182833600","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190118","DESOTO REGIONAL HEALTH SYSTEM","207 JEFFERSON STREET","MANSFIELD","LA","71052","DE SOTO","3188724610","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190125","ST FRANCIS MEDICAL CENTER","309 JACKSON STREET","MONROE","LA","71201","OUACHITA","3189664000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","266","22,817","21,170","24,727","","07/01/2010","06/30/2013"
"190128","WOMAN'S HOSPITAL","100 WOMAN'S WAY","BATON ROUGE","LA","70817","EAST BATON ROUGE","2259271300","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190133","ALLEN PARISH HOSPITAL","108 6TH AVENUE","KINDER","LA","70648","ALLEN","3377382527","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190140","FRANKLIN MEDICAL CENTER","2106 LOOP ROAD","WINNSBORO","LA","71295","FRANKLIN","3184359411","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190144","MINDEN MEDICAL CENTER","NO 1 MEDICAL PLAZA","MINDEN","LA","71055","WEBSTER","3183772321","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","35","20,718","17,936","24,113","","07/01/2010","06/30/2013"
"190145","LASALLE GENERAL HOSPITAL","187 NINTH ST/HWY 84 WEST","JENA","LA","71342","LA SALLE","3189929200","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190146","EAST JEFFERSON GENERAL HOSPITAL","4200 HOUMA BLVD","METAIRIE","LA","70006","JEFFERSON","5044544000","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","216","19,101","17,606","20,713","","07/01/2010","06/30/2013"
"190151","RICHARDSON MEDICAL CENTER","254 HIGHWAY 3048","RAYVILLE","LA","71269","RICHLAND","3187284181","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190160","GLENWOOD REGIONAL MEDICAL CENTER","503 MCMILLAN ROAD","WEST MONROE","LA","71291","OUACHITA","3183294600","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","349","22,764","21,247","24,315","","07/01/2010","06/30/2013"
"190164","BYRD REGIONAL HOSPITAL","1020 FERTITTA BLVD","LEESVILLE","LA","71446","VERNON","3372399041","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","33","22,791","19,752","26,474","","07/01/2010","06/30/2013"
"190167","MERCY REGIONAL MEDICAL CENTER","800 E MAIN","VILLE PLATTE","LA","70586","EVANGELINE","3373635684","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","43","20,477","17,853","23,582","","07/01/2010","06/30/2013"
"190175","RIVER PARISHES HOSPITAL","500 RUE DE SANTE","LAPLACE","LA","70068","ST JOHN THE BAPTIST","9856527000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","25","20,678","17,717","24,164","","07/01/2010","06/30/2013"
"190176","TULANE MEDICAL CENTER","1415 TULANE AVE","NEW ORLEANS","LA","70112","ORLEANS","5049881900","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","98","23,497","20,844","26,632","","07/01/2010","06/30/2013"
"190177","LAKEVIEW REGIONAL MEDICAL CENTER","95 JUDGE TANNER BOULEVARD","COVINGTON","LA","70433","SAINT TAMMANY","9858674443","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","74","21,358","18,887","24,184","","07/01/2010","06/30/2013"
"190183","LEONARD J CHABERT MEDICAL CENTER","1978 INDUSTRIAL BLVD","HOUMA","LA","70363","TERREBONNE","9858731285","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","26","18,613","15,884","21,619","","07/01/2010","06/30/2013"
"190184","CITIZENS MEDICAL CENTER","7939 U S HWY 165 SOUTH","COLUMBIA","LA","71418","CALDWELL","3186496106","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190190","CALDWELL MEMORIAL HOSPITAL","411 MAIN STREET","COLUMBIA","LA","71418","CALDWELL","3186496111","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190199","VILLA FELICIANA MEDICAL COMPLEX","5002 HIGHWAY 10","JACKSON","LA","70748","EAST FELICIANA","2256344010","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190201","LAKE AREA MEDICAL CENTER","4200 NELSON ROAD","LAKE CHARLES","LA","70605","CALCASIEU","3374746370","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190202","OCHSNER MEDICAL CENTER - BATON ROUGE","17000 MEDICAL CENTER DR","BATON ROUGE","LA","70816","EAST BATON ROUGE","2257554876","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","67","24,285","21,273","27,641","","07/01/2010","06/30/2013"
"190204","OCHSNER MEDICAL CENTER - NORTHSHORE, L L C","100 MEDICAL CENTER DRIVE","SLIDELL","LA","70461","SAINT TAMMANY","9856497070","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","51","22,779","19,848","26,264","","07/01/2010","06/30/2013"
"190205","THE REGIONAL MEDICAL CENTER OF ACADIANA","2810 AMBASSADOR CAFFERY PARKWAY","LAFAYETTE","LA","70506","LAFAYETTE","3379812949","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","66","22,454","19,800","25,646","","07/01/2010","06/30/2013"
"190208","EAST CARROLL PARISH HOSPITAL","336 NORTH HOOD STREET","LAKE PROVIDENCE","LA","71254","EAST CARROLL","3185594023","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190218","SABINE MEDICAL CENTER","240 HIGHLAND DRIVE","MANY","LA","71449","SABINE","3182561232","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190236","WILLIS KNIGHTON BOSSIER HEALTH CENTER","2400 HOSPITAL DR","BOSSIER CITY","LA","71111","BOSSIER","3182127000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","141","23,410","21,178","25,898","","07/01/2010","06/30/2013"
"190241","PHYSICIANS MEDICAL CENTER","218 CORPORATE DRIVE","HOUMA","LA","70360","TERREBONNE","9858531390","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190242","ST ELIZABETH HOSPITAL","1125 WEST HIGHWAY 30","GONZALES","LA","70737","ASCENSION","2256475000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190245","MONROE SURGICAL HOSPITAL","2408 BROADMOOR BLVD","MONROE","LA","71201","OUACHITA","3184100002","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190246","P & S SURGICAL HOSPITAL","312 GRAMMONT ST SUITE 101","MONROE","LA","71201","OUACHITA","3183884040","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190250","LOUISIANA  HEART HOSPITAL","64030 HIGHWAY 434","LACOMBE","LA","70445","SAINT TAMMANY","9856907500","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","61","22,568","19,680","25,707","","07/01/2010","06/30/2013"
"190251","SURGICAL SPECIALTY CENTER OF BATON ROUGE","8080 BLUEBONNET BLVD","BATON ROUGE","LA","70810","EAST BATON ROUGE","2254085730","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190255","PARK PLACE SURGICAL HOSPITAL","4811 AMBASSADOR CAFFERY PARKWAY","LAFAYETTE","LA","70508","LAFAYETTE","3372378119","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190256","CYPRESS POINTE HOSPITAL EAST","989 ROBERT BLVD","SLIDELL","LA","70458","SAINT TAMMANY","5046908200","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190257","GREEN CLINIC SURGICAL HOSPITAL","1118 FARMERVILLE STREET","RUSTON","LA","71270","LINCOLN","3182327700","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190259","LAFAYETTE SURGICAL SPECIALTY HOSPITAL","1101 KALISTE SALOOM RD","LAFAYETTE","LA","70508","LAFAYETTE","3377694100","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190261","OUACHITA COMMUNITY HOSPITAL","1275 GLENNWOOD DRIVE","WEST MONROE","LA","71291","OUACHITA","3183221339","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190263","HEART HOSPITAL OF LAFAYETTE","1105 KALISTE SALOOM ROAD","LAFAYETTE","LA","70508","LAFAYETTE","3375211000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","193","21,200","19,340","23,140","","07/01/2010","06/30/2013"
"190266","THE NEUROMEDICAL CENTER HOSPITAL","10105 PARK ROW CIRCLE","BATON ROUGE","LA","70810","EAST BATON ROUGE","2257639900","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190267","FAIRWAY MEDICAL CENTER","67252 INDUSTRY LANE","COVINGTON","LA","70433","SAINT TAMMANY","9858013010","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190268","LAFAYETTE GENERAL SURGICAL HOSPITAL","1000 W PINHOOK RD SUITE 100","LAFAYETTE","LA","70503","LAFAYETTE","3372898095","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190270","SOUTHERN SURGICAL HOSPITAL","1700 W LINDBERG DRIVE","SLIDELL","LA","70458","SAINT TAMMANY","9856410600","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190274","OCHSNER MEDICAL CENTER-KENNER LLC","180 WEST ESPLANADE AVENUE","KENNER","LA","70065","JEFFERSON","5044648065","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","83","19,762","17,669","22,177","","07/01/2010","06/30/2013"
"190278","SPECIALISTS HOSPITAL SHREVEPORT","1500 LINE AVENUE","SHREVEPORT","LA","71101","CADDO","3182133800","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190297","DOCTORS HOSPITAL AT DEER CREEK LLC","815 SOUTH 10TH STREET","LEESVILLE","LA","71446","VERNON","3373925088","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190298","CENTRAL LOUISIANA SURGICAL HOSPITAL","651 NORTH BOLTON AVE","ALEXANDRIA","LA","71301","RAPIDES","3184496400","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190303","CYPRESS POINTE SURGICAL HOSPITAL","42570 SOUTH AIRPORT RD","HAMMOND","LA","70403","TANGIPAHOA","9855106200","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190304","IBERIA REHABILITATION HOSPITAL","532 JEFFERSON TERRACE STREET","NEW IBERIA","LA","70560","IBERIA","3373646923","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190307","SOUTH CAMERON MEMORIAL HOSPITAL","5360 WEST CREOLE HWY","CAMERON","LA","70631","CAMERON","3375424111","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"190308","ST BERNARD PARISH HOSPITAL","8000 WEST JUDGE PEREZ DRIVE","CHALMETTE","LA","70043","SAINT BERNARD","5048269500","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"190312","OUR LADY OF THE ANGELS HOSPITAL","433 PLAZA STREET","BOGALUSA","LA","70427","WASHINGTON","9857306706","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"19043F","ALEXANDRIA VA MEDICAL CENTER","2495 SHREVEPORT HIGHWAY 71 N","PINEVILLE","LA","71360","RAPIDES","3184730010","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"19048F","OVERTON BROOKS VA MEDICAL CENTER - SHREVEPORT","510 EAST STONER AVENUE","SHREVEPORT","LA","71101","CADDO","3184246037","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"191300","ST HELENA PARISH HOSPITAL CAH","16874 HIGHWAY 43","GREENSBURG","LA","70441","SAINT HELENA","2252226111","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","7 - No cases met the criteria for this measure.","07/01/2010","06/30/2013"
"191301","UNION GENERAL HOSPITAL","901 JAMES AVE","FARMERVILLE","LA","71241","UNION","3183689751","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"191302","ST MARTIN HOSPITAL","210 CHAMPAGNE BOULEVARD","BREAUX BRIDGE","LA","70517","SAINT MARTIN","3373322178","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"191303","ASSUMPTION COMMUNITY HOSPITAL","135 HIGHWAY 402","NAPOLEONVILLE","LA","70390","ASSUMPTION","9853693600","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"191304","NORTH CADDO MEDICAL CENTER","1000 SOUTH SPRUCE ST","VIVIAN","LA","71082","CADDO","3183753235","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
