"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"RI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.011","","07/01/2013","06/30/2014"
"SC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.833","","07/01/2013","06/30/2014"
"SD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.896","","07/01/2013","06/30/2014"
"TN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.776","","07/01/2013","06/30/2014"
"TX","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.821","","07/01/2013","06/30/2014"
"UT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.122","","07/01/2013","06/30/2014"
"VA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.935","","07/01/2013","06/30/2014"
"VI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","-","","07/01/2013","06/30/2014"
"VT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.094","","07/01/2013","06/30/2014"
"WA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.905","","07/01/2013","06/30/2014"
"WI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.826","","07/01/2013","06/30/2014"
"WV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.868","","07/01/2013","06/30/2014"
"WY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.395","","07/01/2013","06/30/2014"
"AK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.630","","07/01/2013","06/30/2014"
"AL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.432","","07/01/2013","06/30/2014"
"AR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.217","","07/01/2013","06/30/2014"
"AS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AZ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.279","","07/01/2013","06/30/2014"
"CA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.801","","07/01/2013","06/30/2014"
"CO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.960","","07/01/2013","06/30/2014"
"CT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.586","","07/01/2013","06/30/2014"
"DC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.113","","07/01/2013","06/30/2014"
"DE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.009","","07/01/2013","06/30/2014"
"FL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.838","","07/01/2013","06/30/2014"
"GA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.026","","07/01/2013","06/30/2014"
"GU","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"HI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.962","","07/01/2013","06/30/2014"
"IA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.149","","07/01/2013","06/30/2014"
"ID","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.722","","07/01/2013","06/30/2014"
"IL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.774","","07/01/2013","06/30/2014"
"IN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.781","","07/01/2013","06/30/2014"
"KS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.703","","07/01/2013","06/30/2014"
"KY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.886","","07/01/2013","06/30/2014"
"LA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.984","","07/01/2013","06/30/2014"
"MA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.111","","07/01/2013","06/30/2014"
"MD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.211","","07/01/2013","06/30/2014"
"ME","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.698","","07/01/2013","06/30/2014"
"MI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.142","","07/01/2013","06/30/2014"
"MN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.756","","07/01/2013","06/30/2014"
"MO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.674","","07/01/2013","06/30/2014"
"MP","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.751","","07/01/2013","06/30/2014"
"MT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.960","","07/01/2013","06/30/2014"
"NC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.944","","07/01/2013","06/30/2014"
"ND","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.104","","07/01/2013","06/30/2014"
"NE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.709","","07/01/2013","06/30/2014"
"NH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.264","","07/01/2013","06/30/2014"
"NJ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.133","","07/01/2013","06/30/2014"
"NM","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.958","","07/01/2013","06/30/2014"
"NV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.724","","07/01/2013","06/30/2014"
"NY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.216","","07/01/2013","06/30/2014"
"OH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.744","","07/01/2013","06/30/2014"
"OK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.511","","07/01/2013","06/30/2014"
"OR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.125","","07/01/2013","06/30/2014"
"PA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.975","","07/01/2013","06/30/2014"
"PR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"RI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.797","","07/01/2013","06/30/2014"
"SC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.952","","07/01/2013","06/30/2014"
"SD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.464","","07/01/2013","06/30/2014"
"TN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.801","","07/01/2013","06/30/2014"
"TX","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.805","","07/01/2013","06/30/2014"
"UT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.777","","07/01/2013","06/30/2014"
"VA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.813","","07/01/2013","06/30/2014"
"VI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"VT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.378","","07/01/2013","06/30/2014"
"WA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.968","","07/01/2013","06/30/2014"
"WI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.052","","07/01/2013","06/30/2014"
"WV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.022","","07/01/2013","06/30/2014"
"WY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.342","","07/01/2013","06/30/2014"
"AK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.714","","07/01/2013","06/30/2014"
"AL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.609","","07/01/2013","06/30/2014"
"AR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.654","","07/01/2013","06/30/2014"
"AS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AZ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.584","","07/01/2013","06/30/2014"
"CA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.923","","07/01/2013","06/30/2014"
"CO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.353","","07/01/2013","06/30/2014"
"CT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.049","","07/01/2013","06/30/2014"
"DC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.043","","07/01/2013","06/30/2014"
"DE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.754","","07/01/2013","06/30/2014"
"FL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.989","","07/01/2013","06/30/2014"
"GA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.225","","07/01/2013","06/30/2014"
"GU","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"HI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.131","","07/01/2013","06/30/2014"
"IA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.671","","07/01/2013","06/30/2014"
"ID","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.600","","07/01/2013","06/30/2014"
"IL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.958","","07/01/2013","06/30/2014"
"IN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.024","","07/01/2013","06/30/2014"
"KS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.103","","07/01/2013","06/30/2014"
"KY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.150","","07/01/2013","06/30/2014"
"LA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.283","","07/01/2013","06/30/2014"
"MA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.457","","07/01/2013","06/30/2014"
"MD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.673","","07/01/2013","06/30/2014"
"ME","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.951","","07/01/2013","06/30/2014"
"MI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.391","","07/01/2013","06/30/2014"
"MN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.085","","07/01/2013","06/30/2014"
"MO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.889","","07/01/2013","06/30/2014"
"MP","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.047","","07/01/2013","06/30/2014"
"MT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.128","","07/01/2013","06/30/2014"
"NC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.157","","07/01/2013","06/30/2014"
"ND","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.096","","07/01/2013","06/30/2014"
"NE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.182","","07/01/2013","06/30/2014"
"NH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.871","","07/01/2013","06/30/2014"
"NJ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.408","","07/01/2013","06/30/2014"
"NM","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.597","","07/01/2013","06/30/2014"
"NV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.122","","07/01/2013","06/30/2014"
"NY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.399","","07/01/2013","06/30/2014"
"OH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.900","","07/01/2013","06/30/2014"
"OK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.775","","07/01/2013","06/30/2014"
"OR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.570","","07/01/2013","06/30/2014"
"PA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.158","","07/01/2013","06/30/2014"
"PR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"RI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.513","","07/01/2013","06/30/2014"
"SC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.239","","07/01/2013","06/30/2014"
"SD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.544","","07/01/2013","06/30/2014"
"TN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.014","","07/01/2013","06/30/2014"
"TX","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.921","","07/01/2013","06/30/2014"
"UT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.191","","07/01/2013","06/30/2014"
"VA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.045","","07/01/2013","06/30/2014"
"VI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"VT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.867","","07/01/2013","06/30/2014"
"WA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.288","","07/01/2013","06/30/2014"
"WI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.375","","07/01/2013","06/30/2014"
"WV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.550","","07/01/2013","06/30/2014"
"WY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.688","","07/01/2013","06/30/2014"
"AK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.160","","07/01/2013","06/30/2014"
"AL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.297","","07/01/2013","06/30/2014"
"AR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.874","","07/01/2013","06/30/2014"
"AS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AZ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.021","","07/01/2013","06/30/2014"
"CA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.691","","07/01/2013","06/30/2014"
"CO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.660","","07/01/2013","06/30/2014"
"CT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.207","","07/01/2013","06/30/2014"
"DC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.543","","07/01/2013","06/30/2014"
"DE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.531","","07/01/2013","06/30/2014"
"FL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.706","","07/01/2013","06/30/2014"
"GA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.852","","07/01/2013","06/30/2014"
"GU","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"HI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.352","","07/01/2013","06/30/2014"
"IA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.760","","07/01/2013","06/30/2014"
"ID","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.264","","07/01/2013","06/30/2014"
"IL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.618","","07/01/2013","06/30/2014"
"IN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.584","","07/01/2013","06/30/2014"
"KS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.423","","07/01/2013","06/30/2014"
"KY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.670","","07/01/2013","06/30/2014"
"LA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.740","","07/01/2013","06/30/2014"
"MA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.831","","07/01/2013","06/30/2014"
"MD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.852","","07/01/2013","06/30/2014"
"ME","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.893","","07/01/2013","06/30/2014"
"MI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.928","","07/01/2013","06/30/2014"
"MN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.508","","07/01/2013","06/30/2014"
"MO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.501","","07/01/2013","06/30/2014"
"MP","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.522","","07/01/2013","06/30/2014"
"MT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.352","","07/01/2013","06/30/2014"
"NC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.763","","07/01/2013","06/30/2014"
"ND","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.513","","07/01/2013","06/30/2014"
"NE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.394","","07/01/2013","06/30/2014"
"NH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.044","","07/01/2013","06/30/2014"
"NJ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.900","","07/01/2013","06/30/2014"
"NM","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.533","","07/01/2013","06/30/2014"
"NV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.442","","07/01/2013","06/30/2014"
"NY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.052","","07/01/2013","06/30/2014"
"OH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.609","","07/01/2013","06/30/2014"
"OK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.321","","07/01/2013","06/30/2014"
"OR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.783","","07/01/2013","06/30/2014"
"PA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.814","","07/01/2013","06/30/2014"
"PR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"RI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.370","","07/01/2013","06/30/2014"
"SC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.719","","07/01/2013","06/30/2014"
"SD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.770","","07/01/2013","06/30/2014"
"TN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.623","","07/01/2013","06/30/2014"
"TX","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.700","","07/01/2013","06/30/2014"
"UT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.482","","07/01/2013","06/30/2014"
"VA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.621","","07/01/2013","06/30/2014"
"VI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"VT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.559","","07/01/2013","06/30/2014"
"WA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.712","","07/01/2013","06/30/2014"
"WI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.789","","07/01/2013","06/30/2014"
"WV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.641","","07/01/2013","06/30/2014"
"WY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.017","","07/01/2013","06/30/2014"
"AK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.415","","07/01/2013","06/30/2014"
"AL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.218","","07/01/2013","06/30/2014"
"AR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.112","","07/01/2013","06/30/2014"
"AS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"AZ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.000","","07/01/2013","06/30/2014"
"CA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.746","","07/01/2013","06/30/2014"
"CO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.512","","07/01/2013","06/30/2014"
"CT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.665","","07/01/2013","06/30/2014"
"DC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.040","","07/01/2013","06/30/2014"
"DE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.205","","07/01/2013","06/30/2014"
"FL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.068","","07/01/2013","06/30/2014"
"GA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.070","","07/01/2013","06/30/2014"
"GU","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"HI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.782","","07/01/2013","06/30/2014"
"IA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.554","","07/01/2013","06/30/2014"
"ID","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.432","","07/01/2013","06/30/2014"
"IL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.714","","07/01/2013","06/30/2014"
"IN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.753","","07/01/2013","06/30/2014"
"KS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.586","","07/01/2013","06/30/2014"
"KY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.322","","07/01/2013","06/30/2014"
"LA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.271","","07/01/2013","06/30/2014"
"MA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.558","","07/01/2013","06/30/2014"
"MD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.287","","07/01/2013","06/30/2014"
"ME","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.507","","07/01/2013","06/30/2014"
"MI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.955","","07/01/2013","06/30/2014"
"MN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.380","","07/01/2013","06/30/2014"
"MO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.775","","07/01/2013","06/30/2014"
"MP","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2013","06/30/2014"
"MS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.010","","07/01/2013","06/30/2014"
"MT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.630","","07/01/2013","06/30/2014"
