"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"AL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","122","","07/01/2013","06/30/2014"
"AR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AZ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","164","","07/01/2013","06/30/2014"
"CA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"CO","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","138","","07/01/2013","06/30/2014"
"CT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"DC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"DE","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"FL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"GA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"HI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"IA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"ID","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"IL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"IN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"KS","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","106","","07/01/2013","06/30/2014"
"KY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","132","","07/01/2013","06/30/2014"
"LA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","132","","07/01/2013","06/30/2014"
"MA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","152","","07/01/2013","06/30/2014"
"MD","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","182","","07/01/2013","06/30/2014"
"ME","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MO","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","138","","07/01/2013","06/30/2014"
"MS","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","112","","07/01/2013","06/30/2014"
"MT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"ND","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NE","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NH","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NJ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","154","","07/01/2013","06/30/2014"
"NM","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NV","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"OH","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"OK","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","111","","07/01/2013","06/30/2014"
"OR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"PA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"RI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"SC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","138","","07/01/2013","06/30/2014"
"SD","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"TN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"TX","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"UT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"VA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","143","","07/01/2013","06/30/2014"
"VT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"WA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","147","","07/01/2013","06/30/2014"
"WI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"WV","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"WY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MODERATE_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AK","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AZ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"CA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"CO","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"CT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"DC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"DE","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"FL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"GA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","140","","07/01/2013","06/30/2014"
"HI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"IA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"ID","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"IL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","142","","07/01/2013","06/30/2014"
"IN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","126","","07/01/2013","06/30/2014"
"KS","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"KY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"LA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MD","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"ME","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","123","","07/01/2013","06/30/2014"
"MN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","123","","07/01/2013","06/30/2014"
"MO","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MS","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","149","","07/01/2013","06/30/2014"
"ND","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NE","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NH","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NJ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NM","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NV","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"OH","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","133","","07/01/2013","06/30/2014"
"OK","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"OR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"PA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"RI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"SC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"SD","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"TN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","126","","07/01/2013","06/30/2014"
"TX","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"UT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"VA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"VT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"WA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"WI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","119","","07/01/2013","06/30/2014"
"WV","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"WY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AK","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AZ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"CA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","162","","07/01/2013","06/30/2014"
"CO","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"CT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"DC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"DE","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"FL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","141","","07/01/2013","06/30/2014"
"GA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"HI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"IA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"ID","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"IL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"IN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"KS","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"KY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"LA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MD","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"ME","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MO","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MS","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"ND","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NE","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NH","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NJ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NM","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NV","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"NY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","166","","07/01/2013","06/30/2014"
"OH","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"OK","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"OR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"PA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","135","","07/01/2013","06/30/2014"
"RI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"SC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"SD","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
