State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,Strata_Determining_Factors,Number_Counties,Population_Size,Min_Population_Size,Max_Population_Size,Population_Density,Min_Population_Density,Max_Population_Density,Poverty,Min_Poverty,Max_Poverty,Age_19_Under,Min_Age_19_Under,Max_Age_19_Under,Age_19_64,Min_Age_19_64,Max_Age_19_65,Age_65_84,Min_Age_65_84,Max_Age_65_85,Age_85_and_Over,Min_Age_85_and_Over,Max_Age_85_and_Over,White,Min_White,Max_White,Black,Min_Black,Max_Black,Native_American,Min_Native_American,Max_Native_American,Asian,Min_Asian,Max_Asian,Hispanic,Min_Hispanic,Max_Hispanic
27,137,St. Louis,Minnesota,MN,16,"frontier status, population size, poverty, age",27,197179,118395,277035,32,39,457,10.5,9.7,12.9,22.2,21.3,25.4,62,55.3,62,12.8,11.8,19.5,2.9,1.9,3.4,94.8,83.5,96.3,1,1,14.1,2.2,0.1,1.1,0.7,0.4,3.3,0.8,0.8,13.7
27,139,Scott,Minnesota,MN,46,"frontier status, population size, poverty, age, population density",26,119825,69778,137004,336,195,529,3.8,4.6,10,29.2,25.3,29.2,64.8,61.6,65.3,5.2,5.2,10.9,0.8,0.7,1.8,91,68.5,97.3,1.7,1.1,27.2,0.7,0.1,0.4,5,0.5,3.6,3.5,0.9,6.3
27,141,Sherburne,Minnesota,MN,45,"frontier status, population size, poverty, age, population density",38,81752,55104,102801,187,84,168,4.6,5.6,10.4,27.7,24,27.7,65.2,59.8,64.4,6.2,7.9,12.4,0.9,1.1,2.3,96.4,90.3,97.7,1.2,0.5,6.8,0.4,0.2,0.8,1.1,0.4,1.7,1.8,1.1,8
27,143,Sibley,Minnesota,MN,57,"frontier status, population size, poverty, age, population density",42,15237,10973,23371,26,24,49,8,6.4,9.5,25.9,22.6,27.3,57.8,57.1,61.7,13,11.3,15.2,3.3,2.2,3.3,98.6,96.7,99,0.2,0.2,1,0.4,0.1,0.5,0.5,0.2,0.9,5.9,0.7,5.9
27,145,Stearns,Minnesota,MN,12,"frontier status, population size, poverty, age",57,142654,126158,268187,106,137,605,8,4.6,9.5,25.4,24.2,29.7,63.1,60.7,64.7,9.7,7,10.9,1.8,0.8,1.9,95.3,79.8,97,1.5,0.9,11.5,0.3,0.2,1,1.9,0.8,5.2,1.7,1.2,10.3
27,147,Steele,Minnesota,MN,47,"frontier status, population size, poverty, age, population density",34,35755,28085,47530,83,17,83,6.8,6,9.1,26.3,24.3,27.8,60.8,58.3,66.7,10.8,6.3,12.1,2.2,0.8,2.3,96.3,95.3,98.8,2.2,0.3,1.6,0.1,0.1,1.4,0.8,0.2,1.2,4.4,0.9,12.2
27,149,Stevens,Minnesota,MN,54,"frontier status, population size, poverty, age, population density",38,9826,5154,15506,17,9,25,8.6,7.2,10.2,23.5,20.2,24.5,59.8,54.6,61,12.8,12.8,17.6,3.9,2.2,4.8,95.2,95.2,99.3,1.4,0.1,1.2,1.1,0.1,1.1,1.6,0.2,1.6,1.3,0.5,5.6
27,151,Swift,Minnesota,MN,59,"frontier status, population size, poverty, age, population density",32,11324,7073,22330,15,15,25,9.2,9,12.1,21.1,20.1,23.6,60.3,55.7,62.2,14,13.4,18.4,4.6,2.1,4.6,92.5,92.6,99.1,3.6,0.1,2.6,0.6,0.1,2.2,3,0.2,0.9,2.9,0.6,7
27,153,Todd,Minnesota,MN,43,"frontier status, population size, poverty, age",57,24603,7102,22197,26,8,41,11.3,11.5,16.5,24.8,23.3,26.8,59.1,55.7,61.1,13.4,12.2,17.2,2.7,1.8,3.3,98,74.8,98.2,0.2,0.2,23.2,0.7,0.1,6.7,0.5,0.1,0.8,3.4,0.7,20
27,155,Traverse,Minnesota,MN,58,"frontier status, population size, poverty, age, population density",48,3810,3810,15896,7,7,14,10.4,9.4,12.2,22.1,20,24.3,50.5,53.3,61.8,21.1,13.6,20.4,6.2,2.5,5,95.1,90.2,99.3,0,0,3.5,4.3,0.2,3.9,0.4,0.1,0.5,1.4,0.7,3.9
27,157,Wabasha,Minnesota,MN,57,"frontier status, population size, poverty, age, population density",42,22200,10973,23371,42,24,49,6.3,6.4,9.5,24.3,22.6,27.3,60.5,57.1,61.7,12.4,11.3,15.2,2.7,2.2,3.3,98.6,96.7,99,0.3,0.2,1,0.3,0.1,0.5,0.6,0.2,0.9,1.9,0.7,5.9
27,159,Wadena,Minnesota,MN,43,"frontier status, population size, poverty, age",57,13650,7102,22197,26,8,41,11.9,11.5,16.5,24.8,23.3,26.8,54.7,55.7,61.1,17.4,12.2,17.2,3.2,1.8,3.3,98,74.8,98.2,0.7,0.2,23.2,0.7,0.1,6.7,0.3,0.1,0.8,0.8,0.7,20
27,161,Waseca,Minnesota,MN,57,"frontier status, population size, poverty, age, population density",42,19330,10973,23371,46,24,49,8,6.4,9.5,24.2,22.6,27.3,62,57.1,61.7,11.3,11.3,15.2,2.4,2.2,3.3,96,96.7,99,2.4,0.2,1,0.6,0.1,0.5,0.8,0.2,0.9,3.1,0.7,5.9
27,163,Washington,Minnesota,MN,12,"frontier status, population size, poverty, age",57,220426,126158,268187,563,137,605,4.7,4.6,9.5,27.4,24.2,29.7,64.2,60.7,64.7,7.5,7,10.9,0.9,0.8,1.9,90.7,79.8,97,3,0.9,11.5,0.4,0.2,1,4.3,0.8,5.2,2.5,1.2,10.3
27,165,Watonwan,Minnesota,MN,40,"frontier status, population size, poverty, age",62,11234,6176,25119,26,9,46,8.8,8.8,12.7,26.9,22.5,26.9,54.5,55.5,61.5,14.9,12.1,16.8,3.7,2.2,3.7,97.6,87.2,99.2,0.6,0.1,8.5,0.4,0.1,4.7,1.1,0.1,0.8,17.8,0.7,10.1
27,167,Wilkin,Minnesota,MN,40,"frontier status, population size, poverty, age",62,6802,6176,25119,9,9,46,8.2,8.8,12.7,25.5,22.5,26.9,58.2,55.5,61.5,13.1,12.1,16.8,3.3,2.2,3.7,97.9,87.2,99.2,0.3,0.1,8.5,0.8,0.1,4.7,0.3,0.1,0.8,1.9,0.7,10.1
27,169,Winona,Minnesota,MN,25,"frontier status, population size, poverty, age",21,49276,33417,45858,79,68,146,9.7,6.3,9.7,23.5,23.1,26.1,62.9,61,64.1,11.1,9.5,12.6,2.4,1.2,2.2,95.7,90.3,98.1,1,1,7.9,0.3,0.1,0.4,2.4,0.4,1.3,1.2,0.9,4
27,171,Wright,Minnesota,MN,45,"frontier status, population size, poverty, age, population density",38,110730,55104,102801,168,84,168,4.9,5.6,10.4,28.4,24,27.7,63.1,59.8,64.4,7.3,7.9,12.4,1.1,1.1,2.3,96.9,90.3,97.7,0.6,0.5,6.8,0.4,0.2,0.8,1.1,0.4,1.7,1.7,1.1,8
27,173,Yellow Medicine,Minnesota,MN,56,"frontier status, population size, poverty, age, population density",39,10449,5421,16022,14,8,22,8.5,7.4,10.1,24.9,22.1,26.3,55,54.7,60.5,15.6,12.4,17.2,4.5,2.2,4.3,96.9,97.1,99.3,0.2,0.1,0.5,2.5,0.1,1,0.2,0.1,0.9,2.4,0.6,7.5
28,001,Adams,Mississippi,MS,53,"frontier status, population size, poverty, age, population density",27,32099,27274,46428,70,70,154,22.3,17.3,25.8,26.1,22.6,28.8,57.9,58.6,64.3,14.2,8.7,12.9,1.8,1.1,1.8,43.5,43.5,98.3,55.7,0.6,55.7,0.1,0.1,0.4,0.3,0.3,1.4,0.8,0.5,10.1
28,003,Alcorn,Mississippi,MS,50,"frontier status, population size, poverty, age, population density",27,35306,27028,48148,88,56,140,16.2,13.7,16.2,23.8,20.8,25.3,61,56.8,63.8,13.5,11.6,16.2,1.6,1.7,3.3,87.7,70.1,98.4,11.4,0.3,28.8,0.1,0.1,0.5,0.4,0.2,1.9,1.8,0.6,3.1
28,005,Amite,Mississippi,MS,75,"frontier status, population size, poverty, age, population density",37,13435,6228,19495,18,15,22,18.5,17,24.9,23.7,22.3,28.6,60.2,55.2,63.8,14.1,11,15.1,2,1.8,2.6,57.6,30,97.1,42,1.1,69.6,0.1,0.1,1.6,0.1,0.1,0.5,1.5,0.7,37.8
28,007,Attala,Mississippi,MS,71,"frontier status, population size, poverty, age, population density",33,19552,7147,20507,27,19,28,20,16.2,21.1,25.5,20,25.2,58,56.6,63.8,14.3,12.1,18.3,2.2,1.6,2.7,58.6,57.6,99,40.6,0.2,41.9,0.2,0.1,0.8,0.3,0.1,0.7,1.6,0.5,17.8
28,009,Benton,Mississippi,MS,67,"frontier status, population size, poverty, age, population density",31,7852,8756,21398,19,20,28,20,17.4,27.9,26.4,23.6,30,57.8,57.9,62.5,13.7,9.2,13,2.1,1.3,2.1,64.5,37.4,80.1,34.7,18.4,61.5,0.5,0.1,1,0.1,0.2,0.9,1.1,0.8,10
28,011,Bolivar,Mississippi,MS,52,"frontier status, population size, poverty, age, population density",40,38641,25732,47941,44,46,68,27.3,16.2,26.3,29.2,22,29.1,60.2,58.1,63.2,9.1,9.2,13.2,1.5,1.1,1.8,33.5,32.9,98.6,65.7,0.6,66.3,0.1,0.1,2.1,0.5,0.1,0.8,1.2,0.6,13.8
28,013,Calhoun,Mississippi,MS,63,"frontier status, population size, poverty, age, population density",32,14652,9378,21479,25,24,32,16.9,12.1,16.5,24.3,21.1,24.8,59,56.7,62.7,14.3,11.8,17.2,2.4,1.6,3.3,70.4,68,98.5,28.9,0.3,31.6,0.2,0.1,0.7,0.1,0.1,0.6,3.4,0.8,2.8
28,015,Carroll,Mississippi,MS,75,"frontier status, population size, poverty, age, population density",37,10397,6228,19495,17,15,22,16.1,17,24.9,22.3,22.3,28.6,62.8,55.2,63.8,12.8,11,15.1,2.1,1.8,2.6,65.5,30,97.1,34.3,1.1,69.6,0,0.1,1.6,0.2,0.1,0.5,1,0.7,37.8
28,017,Chickasaw,Mississippi,MS,42,"frontier status, population size, poverty, age",53,19184,8134,24778,38,9,66,17.6,12.5,16.4,28.5,24.4,32.4,58,55.8,63.2,11.6,9.2,13.3,1.9,1,2.1,57.7,63.9,97.6,41.6,0.3,35.4,0.2,0.1,2.6,0.3,0.1,1.5,2.9,1.2,46.9
28,019,Choctaw,Mississippi,MS,75,"frontier status, population size, poverty, age, population density",37,9572,6228,19495,23,15,22,21.7,17,24.9,25.6,22.3,28.6,58.5,55.2,63.8,13.8,11,15.1,2.2,1.8,2.6,68,30,97.1,31.4,1.1,69.6,0.4,0.1,1.6,0.2,0.1,0.5,0.9,0.7,37.8
28,021,Claiborne,Mississippi,MS,67,"frontier status, population size, poverty, age, population density",31,11492,8756,21398,24,20,28,25.5,17.4,27.9,29.3,23.6,30,59.8,57.9,62.5,9.2,9.2,13,1.7,1.3,2.1,15.2,37.4,80.1,84.3,18.4,61.5,0,0.1,1,0.4,0.2,0.9,0.9,0.8,10
28,023,Clarke,Mississippi,MS,43,"frontier status, population size, poverty, age",57,17670,7102,22197,26,8,41,18.9,11.5,16.5,25.9,23.3,26.8,58.5,55.7,61.1,13.7,12.2,17.2,1.9,1.8,3.3,66,74.8,98.2,33.7,0.2,23.2,0.1,0.1,6.7,0.1,0.1,0.8,0.7,0.7,20
28,025,Clay,Mississippi,MS,69,"frontier status, population size, poverty, age, population density",45,21223,13083,24466,52,38,76,20.6,17.2,23.7,27.5,23.8,28.5,59.1,58.6,63.8,11.8,9.8,12.8,1.6,1.1,1.8,42.4,49.9,99.1,57.2,0.3,49.9,0,0.1,0.7,0.2,0.1,0.7,1,0.6,7.3
28,027,Coahoma,Mississippi,MS,52,"frontier status, population size, poverty, age, population density",40,29002,25732,47941,52,46,68,28.3,16.2,26.3,33.5,22,29.1,54.9,58.1,63.2,10.2,9.2,13.2,1.4,1.1,1.8,25.6,32.9,98.6,73.3,0.6,66.3,0,0.1,2.1,0.6,0.1,0.8,1.2,0.6,13.8
28,029,Copiah,Mississippi,MS,51,"frontier status, population size, poverty, age, population density",33,29164,27269,43226,38,14,41,21.2,18,24.6,27.6,23.5,32.2,59.5,54.9,62.5,11.3,9.6,12.6,1.6,1.2,1.8,48.6,48.6,97,50.7,0.7,50.7,0,0.2,7.1,0.3,0.2,2.3,1.3,1,67.7
28,031,Covington,Mississippi,MS,69,"frontier status, population size, poverty, age, population density",45,20273,13083,24466,49,38,76,19.3,17.2,23.7,27.6,23.8,28.5,58.7,58.6,63.8,12.2,9.8,12.8,1.5,1.1,1.8,63.1,49.9,99.1,36.2,0.3,49.9,0.1,0.1,0.7,0.2,0.1,0.7,0.9,0.6,7.3
28,033,DeSoto,Mississippi,MS,46,"frontier status, population size, poverty, age, population density",26,137004,69778,137004,287,195,529,8.6,4.6,10,27.4,25.3,29.2,63.2,61.6,65.3,8.6,5.2,10.9,0.8,0.7,1.8,81,68.5,97.3,17,1.1,27.2,0.3,0.1,0.4,1,0.5,3.6,3.3,0.9,6.3
28,035,Forrest,Mississippi,MS,8,"frontier status, population size, poverty",54,75095,54746,94031,161,47,164,20.4,16.5,22.1,25.8,22.2,30.9,62.5,57.5,64.2,10.3,8.5,14.1,1.3,1.1,2.1,63.3,41.6,96.6,34.5,1.1,51.9,0.3,0.2,3.2,1.1,0.4,2.1,1.4,0.7,20.8
28,037,Franklin,Mississippi,MS,75,"frontier status, population size, poverty, age, population density",37,8411,6228,19495,15,15,22,19.5,17,24.9,24.9,22.3,28.6,59.7,55.2,63.8,13.5,11,15.1,1.9,1.8,2.6,63.3,30,97.1,36.2,1.1,69.6,0.1,0.1,1.6,0.1,0.1,0.5,0.6,0.7,37.8
28,039,George,Mississippi,MS,42,"frontier status, population size, poverty, age",53,21259,8134,24778,44,9,66,16.1,12.5,16.4,28.6,24.4,32.4,60.5,55.8,63.2,10.1,9.2,13.3,0.8,1,2.1,89.7,63.9,97.6,9.2,0.3,35.4,0.3,0.1,2.6,0.2,0.1,1.5,2.5,1.2,46.9
28,041,Greene,Mississippi,MS,66,"frontier status, population size, poverty, age, population density",37,13183,6709,17773,18,8,19,19.8,17.4,29.4,23.2,24.5,34.1,66.5,53.7,62.2,9.3,8.6,13.2,1,1,2,73,24.9,97,26.5,0.5,71.7,0.3,0.1,53.4,0.2,0.1,0.8,0.8,0.8,83.5
28,043,Grenada,Mississippi,MS,69,"frontier status, population size, poverty, age, population density",45,22861,13083,24466,54,38,76,18.5,17.2,23.7,26.3,23.8,28.5,59.3,58.6,63.8,12.8,9.8,12.8,1.7,1.1,1.8,57.1,49.9,99.1,42,0.3,49.9,0.2,0.1,0.7,0.5,0.1,0.7,0.7,0.6,7.3
28,045,Hancock,Mississippi,MS,33,"frontier status, population size, poverty, age",41,46711,27640,49369,98,20,98,15.7,11.5,16.3,24.1,24,31.3,61,57.8,63.1,13.6,8.3,12.5,1.3,0.9,2,90.6,65.1,97.6,7,0.3,33.6,0.6,0.2,6,0.8,0.3,2,2.3,1,27.6
28,047,Harrison,Mississippi,MS,6,"frontier status, population size, poverty",53,193810,111380,231954,334,43,697,16.5,12.4,16.5,27,22.4,29.6,61,57.8,62.9,11,8.5,16.2,1,1.1,2.7,72.3,65.8,95,22.6,1,30.1,0.5,0.3,1.9,2.7,0.7,3.4,2.5,1.9,21
28,049,Hinds,Mississippi,MS,7,"frontier status, population size, poverty",33,249345,125339,247571,287,37,604,20.5,16.3,20.8,28.7,26.3,31.7,60.6,57,61.4,9.4,7.7,13.1,1.4,1,1.9,33.3,43.7,93,65.2,2.4,52.5,0.1,0.2,5.3,0.6,0.6,3,0.9,1.4,54.6
28,051,Holmes,Mississippi,MS,68,"frontier status, population size, poverty, age, population density",34,21099,8909,23299,28,27,35,32.2,17,28.4,32.6,24.1,31.3,56,57.5,63.1,9.7,9.9,12.7,1.7,1,2,18.7,36.4,99.2,80.7,0.3,62.7,0.2,0,0.7,0.1,0,0.5,0.9,0.6,5.7
28,053,Humphreys,Mississippi,MS,68,"frontier status, population size, poverty, age, population density",34,10527,8909,23299,25,27,35,30.2,17,28.4,32.4,24.1,31.3,55.9,57.5,63.1,9.9,9.9,12.7,1.8,1,2,25.9,36.4,99.2,73.6,0.3,62.7,0.1,0,0.7,0.3,0,0.5,2.1,0.6,5.7
28,055,Issaquena,Mississippi,MS,86,"frontier status, population size, poverty, age",38,1909,2100,16304,5,1,5,29,16.2,29,23.9,23.9,38.3,63.9,53,63.1,11.1,6.1,13.2,1.2,0.7,2.1,37.3,17.4,97.3,62.4,0.1,3.5,0,0.6,82,0,0,1.1,0.5,1.1,73.1
28,057,Itawamba,Mississippi,MS,60,"frontier status, population size, poverty, age, population density",48,23359,10534,24055,44,30,71,13.7,9.4,12.9,25.2,20.7,25.5,61,57.3,62.3,12.6,11.8,16.9,1.2,1.5,3.5,92.8,84.7,98.8,6.6,0.3,14.2,0.1,0.1,1,0.2,0.2,0.7,1.1,0.8,4.5
28,059,Jackson,Mississippi,MS,6,"frontier status, population size, poverty",53,135940,111380,231954,187,43,697,15,12.4,16.5,26.6,22.4,29.6,61.9,57.8,62.9,10.6,8.5,16.2,0.9,1.1,2.7,74.9,65.8,95,21.8,1,30.1,0.4,0.3,1.9,1.8,0.7,3.4,2.4,1.9,21
28,061,Jasper,Mississippi,MS,67,"frontier status, population size, poverty, age, population density",31,18162,8756,21398,27,20,28,20.8,17.4,27.9,26.9,23.6,30,58.8,57.9,62.5,12.4,9.2,13,1.9,1.3,2.1,47,37.4,80.1,52.5,18.4,61.5,0,0.1,1,0.2,0.2,0.9,0.7,0.8,10
28,063,Jefferson,Mississippi,MS,66,"frontier status, population size, poverty, age, population density",37,9432,6709,17773,18,8,19,27.9,17.4,29.4,27.7,24.5,34.1,62.2,53.7,62.2,8.6,8.6,13.2,1.5,1,2,13.7,24.9,97,86,0.5,71.7,0.1,0.1,53.4,0.1,0.1,0.8,0.7,0.8,83.5
28,065,Jefferson Davis,Mississippi,MS,68,"frontier status, population size, poverty, age, population density",34,13158,8909,23299,32,27,35,22.9,17,28.4,26.7,24.1,31.3,59.1,57.5,63.1,12,9.9,12.7,2.2,1,2,41.6,36.4,99.2,57.8,0.3,62.7,0.1,0,0.7,0.2,0,0.5,0.9,0.6,5.7
28,067,Jones,Mississippi,MS,8,"frontier status, population size, poverty",54,66160,54746,94031,95,47,164,18.7,16.5,22.1,26.1,22.2,30.9,59.8,57.5,64.2,12.6,8.5,14.1,1.5,1.1,2.1,71.4,41.6,96.6,27.4,1.1,51.9,0.4,0.2,3.2,0.4,0.4,2.1,3.5,0.7,20.8
28,069,Kemper,Mississippi,MS,74,"frontier status, population size, poverty, age, population density",30,10246,5148,12543,13,7,13,19.9,16.5,24.5,26,21.4,30.6,59.5,53.4,62.5,12.2,12.3,16.2,2.3,1.7,3.5,38.8,40.8,97.1,58.8,0.2,57.8,2.1,0.2,18,0.1,0.1,0.7,0.9,1,48.4
28,071,Lafayette,Mississippi,MS,32,"frontier status, population size, poverty, age",37,40842,29918,51327,65,25,310,15.8,12.7,17.8,22.7,20.8,25.4,66.7,60.9,67.2,9.3,8.1,13.9,1.2,1.2,2,73.3,71.9,98,24.1,0.9,24.1,0.2,0.1,5.4,1.8,0.3,2.1,1.3,0.6,6.7
28,073,Lamar,Mississippi,MS,33,"frontier status, population size, poverty, age",41,44616,27640,49369,90,20,98,13.9,11.5,16.3,27.2,24,31.3,63.4,57.8,63.1,8.6,8.3,12.5,0.9,0.9,2,84.2,65.1,97.6,14.2,0.3,33.6,0.2,0.2,6,0.9,0.3,2,1.5,1,27.6
28,075,Lauderdale,Mississippi,MS,8,"frontier status, population size, poverty",54,77218,54746,94031,110,47,164,18.8,16.5,22.1,27.5,22.2,30.9,58.2,57.5,64.2,12.2,8.5,14.1,2,1.1,2.1,57.9,41.6,96.6,40.6,1.1,51.9,0.2,0.2,3.2,0.6,0.4,2.1,1.2,0.7,20.8
28,077,Lawrence,Mississippi,MS,68,"frontier status, population size, poverty, age, population density",34,13502,8909,23299,31,27,35,17.5,17,28.4,26.2,24.1,31.3,60.1,57.5,63.1,12.4,9.9,12.7,1.3,1,2,67.5,36.4,99.2,31.8,0.3,62.7,0.1,0,0.7,0.5,0,0.5,0.8,0.6,5.7
28,079,Leake,Mississippi,MS,76,"frontier status, population size, poverty, age, population density",38,22453,9226,23786,39,24,42,19.9,16.7,23.3,29.5,24.8,29.5,56.8,56.1,60.6,12,11.1,14.3,1.7,1.6,2.6,55.8,48.3,91.8,38.9,4.4,50.9,4.6,0,2,0.3,0.2,0.7,2.9,0.9,12.1
28,081,Lee,Mississippi,MS,20,"frontier status, population size, poverty, age",32,78793,63024,109206,175,34,196,14.1,9.4,13.7,27.4,24.6,28.4,60.6,59.4,64.2,10.7,8,12,1.3,0.8,2.3,72.7,72.7,96.9,25.8,0.7,21.5,0.2,0.3,8.2,0.6,0.4,1.5,1.3,2,13.6
28,083,Leflore,Mississippi,MS,52,"frontier status, population size, poverty, age, population density",40,36431,25732,47941,62,46,68,29.4,16.2,26.3,30.1,22,29.1,58.3,58.1,63.2,9.9,9.2,13.2,1.6,1.1,1.8,28.5,32.9,98.6,70.6,0.6,66.3,0.1,0.1,2.1,0.6,0.1,0.8,2.2,0.6,13.8
28,085,Lincoln,Mississippi,MS,52,"frontier status, population size, poverty, age, population density",40,33906,25732,47941,58,46,68,17.7,16.2,26.3,25.7,22,29.1,60.5,58.1,63.2,12.3,9.2,13.2,1.5,1.1,1.8,69.1,32.9,98.6,30.2,0.6,66.3,0.2,0.1,2.1,0.4,0.1,0.8,0.7,0.6,13.8
28,087,Lowndes,Mississippi,MS,8,"frontier status, population size, poverty",54,59895,54746,94031,119,47,164,19.2,16.5,22.1,28.2,22.2,30.9,59.8,57.5,64.2,10.4,8.5,14.1,1.6,1.1,2.1,55.3,41.6,96.6,42.9,1.1,51.9,0.2,0.2,3.2,0.7,0.4,2.1,1.1,0.7,20.8
28,089,Madison,Mississippi,MS,23,"frontier status, population size, poverty, age",37,84286,56580,94249,118,25,238,13.2,11.4,16.6,27.8,25,29.3,62.1,58,63.1,9.1,8.4,12.6,0.9,0.9,2,59.8,65.5,95.7,38,1.1,32.8,0.1,0.2,3.9,1.6,0.4,1.7,1.3,1.6,33.4
28,091,Marion,Mississippi,MS,52,"frontier status, population size, poverty, age, population density",40,25235,25732,47941,47,46,68,21.7,16.2,26.3,27.2,22,29.1,58.8,58.1,63.2,12.4,9.2,13.2,1.7,1.1,1.8,66.7,32.9,98.6,32.4,0.6,66.3,0.2,0.1,2.1,0.3,0.1,0.8,0.7,0.6,13.8
28,093,Marshall,Mississippi,MS,52,"frontier status, population size, poverty, age, population density",40,35659,25732,47941,50,46,68,19.1,16.2,26.3,26.6,22,29.1,61.9,58.1,63.2,10.4,9.2,13.2,1,1.1,1.8,49.6,32.9,98.6,49.6,0.6,66.3,0.2,0.1,2.1,0.1,0.1,0.8,1.5,0.6,13.8
28,095,Monroe,Mississippi,MS,33,"frontier status, population size, poverty, age",41,37704,27640,49369,49,20,98,16.3,11.5,16.3,25.4,24,31.3,59.7,57.8,63.1,12.9,8.3,12.5,2,0.9,2,68.4,65.1,97.6,31,0.3,33.6,0.1,0.2,6,0.2,0.3,2,0.9,1,27.6
28,097,Montgomery,Mississippi,MS,76,"frontier status, population size, poverty, age, population density",38,11829,9226,23786,29,24,42,20.8,16.7,23.3,25.8,24.8,29.5,57.1,56.1,60.6,14.5,11.1,14.3,2.6,1.6,2.6,53.7,48.3,91.8,45.8,4.4,50.9,0.1,0,2,0.3,0.2,0.7,0.9,0.9,12.1
28,099,Neshoba,Mississippi,MS,52,"frontier status, population size, poverty, age, population density",40,29905,25732,47941,52,46,68,18.6,16.2,26.3,28.7,22,29.1,58.3,58.1,63.2,11.4,9.2,13.2,1.7,1.1,1.8,63.6,32.9,98.6,20.5,0.6,66.3,14.4,0.1,2.1,0.4,0.1,0.8,1.5,0.6,13.8
28,101,Newton,Mississippi,MS,72,"frontier status, population size, poverty, age, population density",32,22366,6704,22717,39,28,40,16.9,15,21.5,27.6,20.7,24.8,57.1,57.5,63.1,13.3,12.7,17.4,2,1.4,2.5,65.2,74.8,98.9,30.1,0.4,22.9,4.3,0.1,4.3,0.2,0.1,0.6,1.2,0.7,4.1
28,103,Noxubee,Mississippi,MS,66,"frontier status, population size, poverty, age, population density",37,12202,6709,17773,18,8,19,26.8,17.4,29.4,30,24.5,34.1,57.2,53.7,62.2,11,8.6,13.2,1.8,1,2,28.9,24.9,97,70.4,0.5,71.7,0.3,0.1,53.4,0.1,0.1,0.8,1.4,0.8,83.5
28,105,Oktibbeha,Mississippi,MS,53,"frontier status, population size, poverty, age, population density",27,41247,27274,46428,90,70,154,21.4,17.3,25.8,23.1,22.6,28.8,67.3,58.6,64.3,8.5,8.7,12.9,1,1.1,1.8,60.2,43.5,98.3,36.2,0.6,55.7,0.2,0.1,0.4,2.8,0.3,1.4,1.1,0.5,10.1
28,107,Panola,Mississippi,MS,52,"frontier status, population size, poverty, age, population density",40,35331,25732,47941,52,46,68,20.9,16.2,26.3,28.5,22,29.1,59.6,58.1,63.2,10.4,9.2,13.2,1.5,1.1,1.8,51.4,32.9,98.6,48,0.6,66.3,0.1,0.1,2.1,0.2,0.1,0.8,1.4,0.6,13.8
28,109,Pearl River,Mississippi,MS,52,"frontier status, population size, poverty, age, population density",40,52659,25732,47941,65,46,68,18.1,16.2,26.3,26,22,29.1,61.1,58.1,63.2,11.8,9.2,13.2,1.1,1.1,1.8,85.8,32.9,98.6,12.3,0.6,66.3,0.5,0.1,2.1,0.4,0.1,0.8,1.6,0.6,13.8
28,111,Perry,Mississippi,MS,66,"frontier status, population size, poverty, age, population density",37,12160,6709,17773,19,8,19,18.3,17.4,29.4,27.6,24.5,34.1,60.3,53.7,62.2,11,8.6,13.2,1.1,1,2,76,24.9,97,23.2,0.5,71.7,0.3,0.1,53.4,0.2,0.1,0.8,1.2,0.8,83.5
28,113,Pike,Mississippi,MS,53,"frontier status, population size, poverty, age, population density",27,39426,27274,46428,96,70,154,22.8,17.3,25.8,28.3,22.6,28.8,57.4,58.6,64.3,12.7,8.7,12.9,1.7,1.1,1.8,49.6,43.5,98.3,49.4,0.6,55.7,0.2,0.1,0.4,0.5,0.3,1.4,0.7,0.5,10.1
28,115,Pontotoc,Mississippi,MS,39,"frontier status, population size, poverty, age",51,28208,8613,28411,57,10,86,13.2,9.2,13.1,26.1,22.9,30.7,61.3,57.9,65,11.1,8,13.4,1.6,0.9,2.4,84.7,75.1,98.4,14.6,0.2,23.3,0.3,0.2,1.1,0.1,0.1,1.1,2.8,0.8,14.5
28,117,Prentiss,Mississippi,MS,41,"frontier status, population size, poverty, age",47,25593,6602,24509,62,20,1362,15.2,12.5,17.5,25.3,21.8,25.9,60,56.1,64.1,12.7,10,16,2,1.2,3.3,85.1,59,98.4,14,0.6,40.2,0.2,0.1,0.5,0.2,0.1,1.8,0.7,0.7,6.5
28,119,Quitman,Mississippi,MS,76,"frontier status, population size, poverty, age, population density",38,9512,9226,23786,23,24,42,27.3,16.7,23.3,30.5,24.8,29.5,56.7,56.1,60.6,10.8,11.1,14.3,1.9,1.6,2.6,30.5,48.3,91.8,69,4.4,50.9,0.1,0,2,0.2,0.2,0.7,0.6,0.9,12.1
28,121,Rankin,Mississippi,MS,12,"frontier status, population size, poverty, age",57,131841,126158,268187,170,137,605,10.4,4.6,9.5,25.1,24.2,29.7,64.7,60.7,64.7,9.3,7,10.9,0.9,0.8,1.9,79.8,79.8,97,18.6,0.9,11.5,0.2,0.2,1,0.9,0.8,5.2,1.7,1.2,10.3
28,123,Scott,Mississippi,MS,51,"frontier status, population size, poverty, age, population density",33,28739,27269,43226,47,14,41,16,18,24.6,28.1,23.5,32.2,59.3,54.9,62.5,10.9,9.6,12.6,1.7,1.2,1.8,59.9,48.6,97,38.7,0.7,50.7,0.5,0.2,7.1,0.3,0.2,2.3,6.7,1,67.7
