State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,RHI_LBW_Ind,RHI_VLBW_Ind,RHI_Premature_Ind,RHI_Under_18_Ind,RHI_Over_40_Ind,RHI_Unmarried_Ind,RHI_Late_Care_Ind,RHI_Infant_Mortality_Ind,RHI_IM_Wh_Non_Hisp_Ind,RHI_IM_Bl_Non_Hisp_Ind,RHI_IM_Hisp_Ind,RHI_IM_Neonatal_Ind,RHI_IM_Postneonatal_Ind,RHI_Brst_Cancer_Ind,RHI_Col_Cancer_Ind,RHI_CHD_Ind,RHI_Homicide_Ind,RHI_Lung_Cancer_Ind,RHI_MVA_Ind,RHI_Stroke_Ind,RHI_Suicide_Ind,RHI_Injury_Ind
31,041,Custer,Nebraska,NE,82,5,5,5,5,7,7,6,8,6,-1,-1,8,7,5,5,8,-1,5,6,8,-1,5
31,043,Dakota,Nebraska,NE,38,7,8,8,8,5,8,5,8,8,-1,7,8,5,8,8,8,-1,8,5,8,8,5
31,045,Dawes,Nebraska,NE,84,5,8,5,5,5,7,8,5,8,-1,-1,7,5,8,6,8,-1,7,6,8,8,5
31,047,Dawson,Nebraska,NE,57,7,7,7,8,5,7,8,8,8,-1,8,8,8,8,5,5,7,5,8,5,8,7
31,049,Deuel,Nebraska,NE,79,5,-1,5,8,-1,7,8,-1,-1,-1,-1,-1,-1,-1,8,8,-1,8,8,5,-1,-1
31,051,Dixon,Nebraska,NE,56,7,7,7,8,5,7,7,5,5,-1,-1,5,5,-1,5,8,-1,5,8,6,-1,5
31,053,Dodge,Nebraska,NE,26,5,5,7,7,5,5,8,5,5,-1,-1,5,8,8,8,5,-1,8,8,8,5,7
31,055,Douglas,Nebraska,NE,10,7,8,8,8,5,7,8,8,7,8,8,8,7,8,8,5,8,8,7,8,8,7
31,057,Dundy,Nebraska,NE,79,7,-1,7,-1,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,5,-1,5,-1,7
31,059,Fillmore,Nebraska,NE,54,5,5,5,5,8,5,8,7,8,-1,-1,7,5,5,5,8,-1,7,8,6,-1,5
31,061,Franklin,Nebraska,NE,58,5,-1,5,5,-1,5,5,-1,-1,-1,-1,-1,-1,-1,8,5,-1,8,8,8,-1,7
31,063,Frontier,Nebraska,NE,82,7,8,7,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,8,5,-1,-1
31,065,Furnas,Nebraska,NE,58,5,5,5,5,5,5,8,8,-1,-1,-1,5,8,-1,8,8,-1,5,8,8,-1,7
31,067,Gage,Nebraska,NE,55,7,7,8,5,5,5,8,8,8,-1,-1,8,8,5,6,5,-1,5,8,6,8,7
31,069,Garden,Nebraska,NE,79,5,-1,7,-1,-1,5,8,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,8,-1,8,-1,-1
31,071,Garfield,Nebraska,NE,84,7,-1,7,-1,-1,5,8,-1,-1,-1,-1,-1,-1,-1,8,5,-1,-1,-1,5,-1,7
31,073,Gosper,Nebraska,NE,79,7,-1,7,8,5,7,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,8,-1,-1
31,075,Grant,Nebraska,NE,79,7,-1,7,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,077,Greeley,Nebraska,NE,82,5,-1,5,5,8,5,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,-1,8,-1,-1
31,079,Hall,Nebraska,NE,45,7,7,7,8,5,8,8,8,8,-1,7,8,8,5,8,5,-1,5,6,6,5,7
31,081,Hamilton,Nebraska,NE,56,5,7,7,5,5,5,8,8,8,-1,-1,6,8,8,8,5,-1,7,6,5,-1,5
31,083,Harlan,Nebraska,NE,58,5,-1,7,5,8,5,8,-1,-1,-1,-1,-1,-1,-1,8,5,-1,7,8,5,-1,7
31,085,Hayes,Nebraska,NE,79,-1,-1,5,-1,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1
31,087,Hitchcock,Nebraska,NE,82,5,-1,5,7,8,7,5,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,7,6,5,-1,8
31,089,Holt,Nebraska,NE,82,5,7,5,5,7,5,6,7,8,-1,-1,7,7,8,5,5,-1,5,8,5,6,5
31,091,Hooker,Nebraska,NE,84,-1,-1,-1,-1,-1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1
31,093,Howard,Nebraska,NE,56,7,8,7,7,5,7,8,5,5,-1,-1,5,5,8,5,5,-1,7,8,8,-1,7
31,095,Jefferson,Nebraska,NE,59,7,5,7,8,5,5,8,8,8,-1,-1,5,8,5,8,5,-1,5,8,5,-1,7
31,097,Johnson,Nebraska,NE,54,7,-1,7,7,8,5,8,-1,-1,-1,-1,-1,-1,8,8,5,-1,5,8,8,-1,7
31,099,Kearney,Nebraska,NE,56,7,8,7,5,5,5,5,8,8,-1,-1,8,8,8,5,6,-1,7,8,6,-1,5
31,101,Keith,Nebraska,NE,56,7,7,7,8,5,7,8,8,8,-1,-1,8,8,5,6,8,-1,7,8,5,8,7
31,103,Keya Paha,Nebraska,NE,84,-1,-1,-1,-1,-1,5,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1
31,105,Kimball,Nebraska,NE,79,8,-1,7,8,8,7,8,-1,-1,-1,-1,-1,-1,-1,8,7,-1,8,8,5,-1,-1
31,107,Knox,Nebraska,NE,61,5,5,5,5,7,5,5,5,5,-1,-1,5,8,5,6,8,-1,5,8,6,-1,5
31,109,Lancaster,Nebraska,NE,11,7,7,7,7,7,5,7,7,8,8,5,7,7,5,6,5,7,5,7,5,8,7
31,111,Lincoln,Nebraska,NE,31,5,7,7,5,5,5,5,5,5,-1,-1,7,5,8,5,5,-1,8,6,5,8,5
31,113,Logan,Nebraska,NE,79,5,-1,7,-1,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1
31,115,Loup,Nebraska,NE,79,-1,-1,-1,-1,-1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1
31,117,McPherson,Nebraska,NE,88,-1,-1,-1,-1,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,119,Madison,Nebraska,NE,47,5,7,5,8,7,7,8,7,8,-1,7,5,8,8,5,8,7,7,6,8,8,5
31,121,Merrick,Nebraska,NE,56,7,8,5,5,7,7,8,5,8,-1,-1,5,8,5,6,5,-1,8,8,8,-1,5
31,123,Morrill,Nebraska,NE,85,7,5,7,8,5,7,8,5,-1,-1,-1,5,8,-1,5,5,-1,5,6,8,-1,8
31,125,Nance,Nebraska,NE,40,5,-1,5,8,-1,5,5,-1,-1,-1,-1,-1,-1,8,8,5,-1,5,8,8,-1,5
31,127,Nemaha,Nebraska,NE,54,7,5,5,5,5,7,5,7,8,-1,-1,8,5,5,8,5,-1,8,8,6,8,7
31,129,Nuckolls,Nebraska,NE,58,8,7,7,8,7,5,5,-1,-1,-1,-1,-1,-1,8,6,5,-1,8,8,6,-1,5
31,131,Otoe,Nebraska,NE,54,7,7,7,8,7,7,5,8,8,-1,-1,8,8,5,8,5,-1,5,6,6,5,7
31,133,Pawnee,Nebraska,NE,58,5,-1,5,5,8,5,5,-1,-1,-1,-1,-1,-1,-1,8,5,-1,5,8,8,-1,8
31,135,Perkins,Nebraska,NE,79,5,-1,5,5,-1,5,5,-1,-1,-1,-1,-1,-1,-1,8,5,-1,7,8,8,-1,7
31,137,Phelps,Nebraska,NE,56,5,7,5,7,5,5,8,5,5,-1,-1,5,5,5,6,8,-1,5,6,8,-1,7
31,139,Pierce,Nebraska,NE,56,7,8,5,5,7,5,5,8,8,-1,-1,8,5,5,8,8,-1,5,8,8,-1,7
31,141,Platte,Nebraska,NE,47,5,5,7,8,7,7,7,8,8,-1,-1,8,8,8,8,5,-1,5,8,8,5,5
31,143,Polk,Nebraska,NE,56,7,5,7,5,7,5,5,5,5,-1,-1,5,5,-1,8,8,-1,5,-1,6,-1,5
31,145,Red Willow,Nebraska,NE,40,7,5,5,5,5,5,5,5,5,-1,-1,8,5,8,6,5,-1,5,6,5,8,7
31,147,Richardson,Nebraska,NE,59,7,7,8,8,5,7,8,5,8,-1,-1,8,5,5,8,5,-1,5,6,5,-1,7
31,149,Rock,Nebraska,NE,85,7,-1,5,-1,8,5,6,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,8,-1,5,-1,-1
31,151,Saline,Nebraska,NE,54,5,5,7,5,5,7,8,5,5,-1,-1,5,7,8,8,5,-1,7,6,8,5,5
31,153,Sarpy,Nebraska,NE,12,7,7,7,5,5,5,7,5,5,-1,8,5,5,5,8,5,-1,5,5,8,8,7
31,155,Saunders,Nebraska,NE,57,7,5,7,5,7,5,7,5,5,-1,-1,5,5,5,5,5,-1,5,6,8,5,5
31,157,Scotts Bluff,Nebraska,NE,34,5,5,5,8,7,8,8,6,6,-1,8,5,6,5,6,5,-1,5,6,6,6,5
31,159,Seward,Nebraska,NE,55,5,5,5,5,7,5,5,5,5,-1,-1,5,5,5,6,8,-1,5,8,5,5,5
31,161,Sheridan,Nebraska,NE,85,7,7,5,8,7,7,6,8,-1,-1,-1,8,8,5,8,5,-1,5,8,8,-1,5
31,163,Sherman,Nebraska,NE,82,7,7,7,8,5,7,8,-1,-1,-1,-1,-1,-1,8,-1,5,-1,5,8,5,-1,5
31,165,Sioux,Nebraska,NE,81,8,-1,7,-1,8,5,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1
31,167,Stanton,Nebraska,NE,38,5,5,5,5,5,5,5,5,5,-1,-1,5,5,-1,8,5,-1,5,-1,5,-1,-1
31,169,Thayer,Nebraska,NE,58,5,7,5,5,7,5,8,7,-1,-1,-1,5,8,6,8,5,-1,5,8,6,-1,7
31,171,Thomas,Nebraska,NE,83,-1,-1,5,-1,-1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,8,-1,-1,-1
31,173,Thurston,Nebraska,NE,66,5,5,5,6,7,8,6,8,-1,-1,-1,6,8,-1,8,8,-1,6,8,8,8,8
31,175,Valley,Nebraska,NE,58,7,8,7,5,8,5,8,-1,-1,-1,-1,-1,-1,6,5,5,-1,5,8,8,-1,7
31,177,Washington,Nebraska,NE,38,5,5,7,5,7,5,7,8,8,-1,-1,8,7,5,8,5,-1,5,6,8,5,5
31,179,Wayne,Nebraska,NE,37,5,5,5,5,5,5,7,7,8,-1,-1,8,5,5,5,5,-1,5,5,5,-1,5
31,181,Webster,Nebraska,NE,58,5,-1,5,5,7,5,5,-1,-1,-1,-1,-1,-1,-1,6,5,-1,5,-1,5,-1,5
31,183,Wheeler,Nebraska,NE,79,-1,-1,5,-1,-1,5,8,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1
31,185,York,Nebraska,NE,57,7,8,5,5,7,5,8,8,8,-1,-1,8,7,5,6,8,-1,5,8,8,5,5
32,001,Churchill,Nevada,NV,78,7,5,7,8,5,7,8,8,8,-1,-1,8,7,7,8,7,7,8,8,8,8,5
32,003,Clark,Nevada,NV,1,5,5,8,8,5,8,8,5,8,7,5,5,8,8,8,5,8,8,8,8,8,7
32,005,Douglas,Nevada,NV,47,7,5,7,5,8,5,5,5,5,-1,-1,5,5,5,5,5,-1,7,5,5,8,7
32,007,Elko,Nevada,NV,77,5,5,5,6,5,5,6,5,5,-1,5,5,5,5,8,5,5,8,6,5,6,5
32,009,Esmeralda,Nevada,NV,80,7,-1,5,-1,-1,8,8,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,8,-1,-1
32,011,Eureka,Nevada,NV,78,5,-1,5,-1,-1,5,8,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,8,-1,-1,-1
32,013,Humboldt,Nevada,NV,78,5,5,7,8,5,7,8,8,8,-1,8,8,8,8,7,8,8,8,8,5,8,5
32,015,Lander,Nevada,NV,78,8,8,7,8,5,7,8,5,5,-1,-1,5,5,-1,-1,8,-1,8,8,8,8,8
32,017,Lincoln,Nevada,NV,82,8,-1,7,5,8,7,8,8,-1,-1,-1,8,-1,-1,8,8,-1,7,8,8,8,7
32,019,Lyon,Nevada,NV,31,7,5,7,8,7,5,8,5,5,-1,-1,5,5,8,6,7,-1,8,8,8,8,7
32,021,Mineral,Nevada,NV,80,8,7,8,8,8,8,8,8,8,-1,-1,8,7,8,8,8,-1,8,6,8,8,-1
32,023,Nye,Nevada,NV,77,5,7,8,8,7,8,8,5,6,-1,-1,5,8,7,5,5,-1,8,8,5,8,5
32,027,Pershing,Nevada,NV,80,7,5,7,8,5,7,8,5,-1,-1,-1,7,5,-1,-1,5,-1,7,8,8,8,5
32,029,Storey,Nevada,NV,37,5,-1,5,-1,8,7,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,8,-1,-1,8,-1
32,031,Washoe,Nevada,NV,9,8,7,7,8,6,7,8,5,7,-1,5,5,7,8,8,8,7,8,8,8,8,7
32,033,White Pine,Nevada,NV,80,8,7,7,8,5,8,6,7,8,-1,-1,7,5,8,5,5,8,5,6,5,8,5
32,510,Carson City,Nevada,NV,26,7,7,7,8,7,8,8,5,5,-1,7,5,8,7,5,5,-1,8,6,8,8,5
33,001,Belknap,New Hampshire,NH,17,7,7,5,5,5,7,5,7,5,-1,-1,5,8,8,6,8,-1,8,5,8,8,5
33,003,Carroll,New Hampshire,NH,26,5,5,5,5,8,5,5,5,5,-1,-1,5,8,7,8,5,-1,5,8,5,8,7
33,005,Cheshire,New Hampshire,NH,17,5,5,5,5,8,7,5,5,5,-1,-1,5,5,5,8,8,-1,8,5,5,8,5
33,007,Coos,New Hampshire,NH,30,5,5,5,5,5,8,5,5,6,-1,-1,5,5,8,8,8,-1,8,6,5,8,7
33,009,Grafton,New Hampshire,NH,17,5,5,5,5,8,7,5,5,7,-1,-1,5,5,8,5,7,-1,5,5,5,8,7
33,011,Hillsborough,New Hampshire,NH,9,5,5,5,5,6,5,5,5,5,-1,5,5,5,5,8,8,5,5,5,5,8,5
33,013,Merrimack,New Hampshire,NH,11,5,5,5,5,8,5,5,5,7,-1,-1,5,7,8,8,8,-1,5,5,6,8,7
33,015,Rockingham,New Hampshire,NH,9,5,5,5,5,8,5,5,5,5,-1,-1,5,5,8,6,7,-1,8,5,5,5,5
33,017,Strafford,New Hampshire,NH,11,5,5,5,5,7,7,5,5,5,-1,-1,5,5,8,5,7,-1,8,5,6,8,7
33,019,Sullivan,New Hampshire,NH,26,8,8,5,5,7,8,5,8,8,-1,-1,8,8,7,5,8,-1,8,6,5,8,7
34,001,Atlantic,New Jersey,NJ,16,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,7,8,8,5,5,7
34,003,Bergen,New Jersey,NJ,2,5,5,7,5,8,5,7,5,5,5,5,5,5,8,8,7,5,5,5,5,5,5
34,005,Burlington,New Jersey,NJ,10,7,8,7,5,8,5,8,5,7,5,6,7,5,8,8,8,7,8,7,5,5,7
34,007,Camden,New Jersey,NJ,3,8,8,8,6,8,6,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,7
34,009,Cape May,New Jersey,NJ,18,5,5,7,5,8,8,8,8,8,8,8,8,8,8,8,8,-1,8,5,5,5,5
34,011,Cumberland,New Jersey,NJ,6,8,8,8,8,5,8,8,8,8,6,8,8,8,8,8,8,8,6,6,5,5,7
34,013,Essex,New Jersey,NJ,3,8,8,8,6,8,8,8,8,5,5,5,6,8,8,8,8,8,5,5,5,5,7
34,015,Gloucester,New Jersey,NJ,12,7,7,8,5,8,7,8,7,5,8,-1,8,7,8,8,8,7,8,5,5,5,7
34,017,Hudson,New Jersey,NJ,3,6,6,6,5,8,6,8,6,5,8,8,8,5,8,8,8,5,5,5,5,5,5
34,019,Hunterdon,New Jersey,NJ,11,5,5,5,5,8,5,5,5,5,-1,-1,5,5,8,8,5,-1,5,5,5,5,5
34,021,Mercer,New Jersey,NJ,9,8,8,8,7,8,8,8,7,5,5,8,8,5,8,6,8,7,5,5,5,5,5
34,023,Middlesex,New Jersey,NJ,2,7,7,7,5,6,5,8,5,5,7,8,5,5,8,8,8,5,5,5,5,5,5
34,025,Monmouth,New Jersey,NJ,2,7,5,7,5,8,5,5,5,5,5,5,5,5,8,8,8,5,8,5,5,5,7
34,027,Morris,New Jersey,NJ,9,5,5,5,5,8,5,5,5,5,-1,8,5,5,8,8,7,5,5,5,5,5,5
34,029,Ocean,New Jersey,NJ,10,5,5,5,5,8,5,8,5,5,5,5,5,5,8,8,8,5,8,5,5,5,5
34,031,Passaic,New Jersey,NJ,4,8,8,8,5,8,8,8,5,5,5,6,5,8,8,8,8,5,5,5,5,5,5
34,033,Salem,New Jersey,NJ,18,7,7,7,8,7,8,8,8,5,7,8,8,8,8,8,8,7,8,8,6,5,7
34,035,Somerset,New Jersey,NJ,9,7,5,7,5,8,5,5,5,5,5,5,5,5,8,8,5,-1,5,5,5,5,5
34,037,Sussex,New Jersey,NJ,12,5,7,5,5,8,5,5,5,5,-1,-1,5,5,8,8,8,-1,8,5,5,5,7
34,039,Union,New Jersey,NJ,10,8,8,7,7,8,7,8,7,5,7,5,7,5,6,8,8,7,5,5,5,5,5
34,041,Warren,New Jersey,NJ,46,7,7,7,5,8,5,7,5,5,-1,-1,5,5,5,5,8,7,5,5,5,5,7
35,001,Bernalillo,New Mexico,NM,3,6,5,6,8,7,8,8,5,8,5,8,5,5,5,5,5,8,5,8,5,8,8
35,003,Catron,New Mexico,NM,87,8,-1,8,6,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,8,5,-1,-1
35,005,Chaves,New Mexico,NM,8,6,5,5,8,7,8,8,6,6,-1,8,6,5,5,5,6,8,6,6,5,8,8
35,006,Cibola,New Mexico,NM,77,8,7,8,8,7,8,8,8,-1,-1,8,8,8,5,5,5,8,5,8,5,6,7
35,007,Colfax,New Mexico,NM,85,8,8,8,8,5,8,6,5,5,-1,7,5,5,5,6,7,-1,5,6,5,8,5
35,009,Curry,New Mexico,NM,51,8,8,6,6,5,6,8,8,6,8,8,8,6,5,5,8,8,5,6,6,8,5
35,011,De Baca,New Mexico,NM,87,6,-1,8,6,-1,5,8,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,5,8,6,-1,-1
35,013,Dona Ana,New Mexico,NM,7,5,5,6,8,7,8,8,5,6,-1,5,5,5,5,5,5,5,5,6,5,8,5
35,015,Eddy,New Mexico,NM,8,5,5,6,8,5,8,8,6,8,-1,8,5,8,5,8,6,8,6,6,5,8,8
35,017,Grant,New Mexico,NM,51,5,5,5,6,5,8,8,5,6,-1,8,5,6,5,8,5,8,5,6,5,8,7
35,019,Guadalupe,New Mexico,NM,86,8,8,8,8,7,8,8,5,-1,-1,-1,5,5,-1,-1,8,-1,5,-1,5,-1,8
35,021,Harding,New Mexico,NM,85,-1,-1,-1,-1,-1,5,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,8,-1,-1,-1,-1
35,023,Hidalgo,New Mexico,NM,86,8,5,5,6,5,6,8,5,-1,-1,-1,5,5,-1,-1,8,-1,5,6,5,-1,5
35,025,Lea,New Mexico,NM,8,6,5,6,8,5,8,8,5,6,-1,7,5,6,5,5,8,8,6,8,8,8,5
35,027,Lincoln,New Mexico,NM,87,8,5,6,6,7,8,8,5,8,-1,7,5,6,8,5,5,8,5,6,5,8,7
35,028,Los Alamos,New Mexico,NM,37,7,5,5,5,8,5,7,5,8,-1,-1,5,5,5,5,5,-1,5,5,6,8,7
35,029,Luna,New Mexico,NM,74,5,5,6,8,7,8,8,6,8,-1,8,5,8,8,5,6,8,5,6,5,8,5
35,031,McKinley,New Mexico,NM,8,6,5,8,8,8,8,8,8,8,-1,8,5,8,5,6,5,8,5,8,5,8,8
35,033,Mora,New Mexico,NM,88,8,5,8,6,7,8,8,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,8,5,8,8
35,035,Otero,New Mexico,NM,23,5,5,5,8,5,5,8,5,5,-1,5,5,5,8,5,8,5,5,6,5,8,7
35,037,Quay,New Mexico,NM,88,5,8,5,8,5,8,8,6,5,-1,8,8,5,8,7,8,-1,8,6,5,8,8
35,039,Rio Arriba,New Mexico,NM,77,8,5,5,8,5,8,8,7,8,-1,5,5,8,5,8,7,8,5,8,5,8,8
35,041,Roosevelt,New Mexico,NM,66,5,5,5,6,5,6,8,5,8,-1,7,5,6,5,5,6,-1,5,6,5,7,5
35,043,Sandoval,New Mexico,NM,20,7,7,7,8,8,8,8,5,5,-1,8,5,5,7,8,5,8,5,8,5,8,7
35,045,San Juan,New Mexico,NM,7,5,5,5,6,7,8,8,5,5,-1,8,5,6,5,5,5,5,5,8,5,8,7
35,047,San Miguel,New Mexico,NM,77,8,5,8,8,5,8,8,5,-1,-1,5,5,5,5,8,7,8,5,6,5,8,8
35,049,Santa Fe,New Mexico,NM,14,8,5,5,8,8,8,8,5,5,-1,6,5,5,5,5,5,7,5,8,5,8,8
35,051,Sierra,New Mexico,NM,87,8,5,5,8,5,8,8,8,8,-1,-1,5,8,5,5,6,8,8,8,5,8,8
35,053,Socorro,New Mexico,NM,86,8,7,8,8,5,8,8,5,5,-1,5,5,5,8,8,5,8,5,6,5,8,8
35,055,Taos,New Mexico,NM,51,8,5,5,8,8,8,8,5,5,-1,8,5,5,5,5,5,8,5,8,5,8,8
35,057,Torrance,New Mexico,NM,86,7,5,5,6,7,6,8,6,8,-1,7,7,6,5,8,8,8,5,6,6,8,7
35,059,Union,New Mexico,NM,88,5,-1,5,6,7,5,6,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,5,6,8,-1,5
35,061,Valencia,New Mexico,NM,23,6,5,6,8,7,8,8,6,8,-1,5,7,6,5,5,5,8,5,8,5,8,8
36,001,Albany,New York,NY,10,8,8,5,7,8,8,8,8,8,8,-1,8,8,5,5,8,7,8,5,5,5,5
36,003,Allegany,New York,NY,23,5,5,5,5,7,5,5,8,8,-1,-1,5,8,5,8,6,-1,8,6,6,8,5
36,005,Bronx,New York,NY,1,8,8,8,8,6,8,8,7,5,5,6,8,7,8,8,8,8,5,5,5,5,7
36,007,Broome,New York,NY,16,5,8,5,5,7,5,5,8,8,-1,-1,8,5,8,5,6,5,5,5,8,5,5
36,009,Cattaraugus,New York,NY,23,5,5,5,6,7,6,8,5,6,-1,-1,5,8,8,8,8,-1,6,6,5,5,5
36,011,Cayuga,New York,NY,20,5,5,7,5,7,8,5,5,6,-1,-1,8,5,5,8,8,-1,6,5,5,5,5
36,013,Chautauqua,New York,NY,6,5,6,5,6,5,6,8,8,8,-1,8,8,6,8,5,8,-1,6,5,5,5,5
36,015,Chemung,New York,NY,21,8,7,7,8,5,8,5,5,8,-1,-1,5,8,8,8,8,-1,8,5,8,5,5
36,017,Chenango,New York,NY,23,5,5,5,5,7,8,5,8,8,-1,-1,8,8,6,8,8,-1,5,6,6,5,5
36,019,Clinton,New York,NY,23,8,5,5,5,7,8,5,5,6,-1,-1,5,6,5,8,8,-1,6,6,6,6,5
36,021,Columbia,New York,NY,21,5,7,5,5,8,5,8,8,5,8,-1,8,5,8,8,8,-1,5,5,5,5,5
36,023,Cortland,New York,NY,29,5,7,5,5,7,7,5,5,6,-1,-1,8,5,5,8,8,-1,5,5,6,5,5
36,025,Delaware,New York,NY,34,5,5,5,5,8,8,5,8,6,-1,-1,5,8,5,8,8,-1,5,6,6,5,5
36,027,Dutchess,New York,NY,9,5,8,5,5,8,5,7,7,7,5,5,8,5,8,8,8,5,5,7,5,5,5
36,029,Erie,New York,NY,3,6,8,5,5,8,5,8,8,8,8,6,8,5,8,6,8,6,8,5,6,5,5
36,031,Essex,New York,NY,30,5,5,5,5,7,7,5,8,8,-1,-1,8,8,5,8,5,-1,6,5,8,8,5
36,033,Franklin,New York,NY,32,6,5,5,5,7,8,5,5,6,-1,-1,5,5,5,8,6,-1,8,5,6,8,5
36,035,Fulton,New York,NY,21,5,5,5,8,7,8,7,5,8,-1,-1,7,5,8,8,8,-1,8,5,5,5,5
36,037,Genesee,New York,NY,45,5,5,5,5,7,7,8,5,5,-1,-1,5,5,5,8,8,-1,8,8,5,5,5
36,039,Greene,New York,NY,30,5,5,5,5,8,7,8,5,5,-1,-1,5,8,8,8,8,-1,8,6,5,5,5
36,041,Hamilton,New York,NY,79,7,8,7,5,8,7,5,-1,-1,-1,-1,-1,-1,8,8,8,-1,8,6,8,-1,7
36,043,Herkimer,New York,NY,21,5,7,5,8,7,8,7,7,8,-1,-1,8,5,8,8,8,-1,8,5,5,6,5
36,045,Jefferson,New York,NY,6,5,5,5,5,5,5,5,6,6,5,8,8,6,8,8,6,-1,8,5,5,5,5
36,047,Kings,New York,NY,1,8,8,7,5,8,8,8,7,5,5,8,7,8,8,8,8,8,5,5,5,5,5
36,049,Lewis,New York,NY,29,5,7,5,5,7,5,5,8,8,-1,-1,8,8,5,8,6,-1,5,6,5,5,5
36,051,Livingston,New York,NY,17,5,5,5,5,7,7,5,7,8,-1,-1,5,5,8,8,5,-1,8,8,8,5,7
36,053,Madison,New York,NY,45,7,8,7,7,8,7,5,8,8,-1,-1,8,5,8,8,8,-1,8,5,6,5,5
36,055,Monroe,New York,NY,3,5,6,5,6,8,6,6,5,5,5,8,6,5,6,6,5,6,5,5,6,5,5
36,057,Montgomery,New York,NY,21,5,5,5,8,7,8,8,5,6,-1,-1,5,8,5,8,8,-1,5,5,5,5,5
36,059,Nassau,New York,NY,1,5,5,5,5,8,5,5,5,5,7,6,5,5,8,5,8,5,5,5,5,5,5
36,061,New York,New York,NY,1,8,8,5,5,8,8,8,5,5,5,8,5,5,8,8,8,5,5,5,5,5,7
36,063,Niagara,New York,NY,16,8,5,5,6,5,6,8,8,6,8,-1,8,5,8,8,8,7,8,5,8,5,5
36,065,Oneida,New York,NY,16,8,8,5,5,7,8,8,8,8,8,-1,8,5,8,5,8,7,6,5,8,5,5
36,067,Onondaga,New York,NY,4,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,5,7,8,5,5,5,5
36,069,Ontario,New York,NY,45,5,5,5,5,8,7,7,5,5,-1,-1,5,8,8,6,8,-1,8,5,5,5,5
36,071,Orange,New York,NY,10,5,5,5,5,8,5,8,5,5,5,6,5,7,5,8,8,5,5,7,5,5,5
36,073,Orleans,New York,NY,29,5,7,5,8,7,8,8,5,5,-1,-1,5,6,8,8,8,-1,8,6,6,5,5
36,075,Oswego,New York,NY,15,5,8,5,5,7,8,5,6,6,-1,-1,8,5,8,8,8,5,6,8,6,5,5
36,077,Otsego,New York,NY,21,5,5,5,5,8,5,5,5,5,-1,-1,5,5,5,5,5,-1,6,6,5,5,5
36,079,Putnam,New York,NY,46,7,5,5,5,8,5,5,5,5,-1,5,5,5,8,8,8,-1,8,5,5,5,5
36,081,Queens,New York,NY,1,8,8,5,5,8,8,8,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5
36,083,Rensselaer,New York,NY,14,5,8,5,5,7,8,5,8,6,8,-1,8,5,8,8,8,5,8,5,5,5,5
36,085,Richmond,New York,NY,10,7,7,7,5,8,7,5,5,5,7,5,7,5,8,8,8,7,7,5,5,5,5
36,087,Rockland,New York,NY,10,5,5,5,5,8,5,8,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5
36,089,St. Lawrence,New York,NY,6,5,5,5,6,7,6,5,5,6,-1,-1,5,5,5,8,6,-1,6,5,6,5,5
36,091,Saratoga,New York,NY,12,5,5,5,5,8,5,5,5,5,-1,-1,5,5,5,8,7,-1,8,5,5,5,5
