Feature,Estimator,AUC,AUC_best,Accuracy,Accuracy_best,F1,F1_best,Precision,Precision_best,Recall,Recall_best
tobacco_use : ldl_cholesterol : type_a : overall_obesity : alcohol_use,decision_tree,0,0,0.6146160962072155,"{'max_features': 'log2', 'max_leaf_nodes': 15, 'max_depth': 10}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity : alcohol_use,random_forest,0,0,0.6535615171137835,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 15}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity : age,linear,0,0,0.16197809274831984,{'normalize': True},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity : age,knn,0,0,0.6448658649398704,"{'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity : age,logistic,0,0,0.7077243293246994,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity : age,gaussian,0,0,0.705504162812211,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity : age,svc,0,0,0.6946808510638297,"{'C': 1000, 'shrinking': True, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity : age,decision_tree,0,0,0.6210915818686401,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 5}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity : age,random_forest,0,0,0.651341350601295,"{'max_features': 'log2', 'max_leaf_nodes': 25, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : alcohol_use : age,linear,0,0,0.15596624182107988,{'normalize': True},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : alcohol_use : age,knn,0,0,0.6492599444958372,"{'n_neighbors': 60, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : alcohol_use : age,logistic,0,0,0.7055504162812211,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : alcohol_use : age,gaussian,0,0,0.696854764107308,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : alcohol_use : age,svc,0,0,0.6904717853839039,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : alcohol_use : age,decision_tree,0,0,0.6061517113783534,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : alcohol_use : age,random_forest,0,0,0.6492599444958371,"{'max_features': 'auto', 'max_leaf_nodes': 25, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : alcohol_use : age,linear,0,0,0.1444514046650845,{'normalize': True},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : alcohol_use : age,knn,0,0,0.6212303422756706,"{'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : alcohol_use : age,logistic,0,0,0.7099907493061981,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : alcohol_use : age,gaussian,0,0,0.6990749306197965,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : alcohol_use : age,svc,0,0,0.6796022201665124,"{'C': 1000, 'shrinking': True, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : alcohol_use : age,decision_tree,0,0,0.5586031452358926,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : alcohol_use : age,random_forest,0,0,0.6168362627197039,"{'max_features': 'sqrt', 'max_leaf_nodes': 25, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : overall_obesity,linear,0,0,0.1440403290874043,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : overall_obesity,knn,0,0,0.6449583718778908,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : overall_obesity,logistic,0,0,0.7055504162812212,"{'penalty': 'l2', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : overall_obesity,gaussian,0,0,0.6992599444958373,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : overall_obesity,svc,0,0,0.6795559666975024,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : overall_obesity,decision_tree,0,0,0.640795559666975,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 10}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : overall_obesity,random_forest,0,0,0.6516651248843663,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 5}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : alcohol_use,linear,0,0,0.12970453554084177,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : alcohol_use,knn,0,0,0.6580481036077706,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : alcohol_use,logistic,0,0,0.6947271045328399,"{'penalty': 'l2', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : alcohol_use,gaussian,0,0,0.6904255319148936,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : alcohol_use,svc,0,0,0.6926919518963921,"{'C': 1000, 'shrinking': True, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : alcohol_use,decision_tree,0,0,0.625763182238668,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 5}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : alcohol_use,random_forest,0,0,0.649213691026827,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 15}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : age,linear,0,0,0.16769858372542804,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : age,knn,0,0,0.681822386679001,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : age,logistic,0,0,0.7012025901942646,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : age,gaussian,0,0,0.7165124884366326,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : age,svc,0,0,0.6947733580018502,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : age,decision_tree,0,0,0.6643848288621647,"{'max_features': 'log2', 'max_leaf_nodes': 20, 'max_depth': 20}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a : age,random_forest,0,0,0.6731729879740981,"{'max_features': 'sqrt', 'max_leaf_nodes': 30, 'bootstrap': True, 'max_depth': 5}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity : alcohol_use,linear,0,0,0.12921201410538533,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity : alcohol_use,knn,0,0,0.6234505087881591,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity : alcohol_use,logistic,0,0,0.701341350601295,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity : alcohol_use,gaussian,0,0,0.6775670675300647,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity : alcohol_use,svc,0,0,0.6709990749306198,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity : alcohol_use,decision_tree,0,0,0.632099907493062,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 30}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity : alcohol_use,random_forest,0,0,0.6690564292321924,"{'max_features': None, 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity : age,linear,0,0,0.1577411266118966,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity : age,knn,0,0,0.6516188714153561,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity : age,logistic,0,0,0.7208140610545792,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity : age,gaussian,0,0,0.692645698427382,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity : age,svc,0,0,0.7033765032377428,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity : age,decision_tree,0,0,0.6257169287696577,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 10}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity : age,random_forest,0,0,0.6624421831637373,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 10}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : alcohol_use : age,linear,0,0,0.1529480423428406,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : alcohol_use : age,knn,0,0,0.6407030527289547,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : alcohol_use : age,logistic,0,0,0.7142923219241443,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : alcohol_use : age,gaussian,0,0,0.6883441258094356,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : alcohol_use : age,svc,0,0,0.7034690101757631,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : alcohol_use : age,decision_tree,0,0,0.6168825161887141,"{'max_features': 'log2', 'max_leaf_nodes': 15, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : alcohol_use : age,random_forest,0,0,0.6405642923219241,"{'max_features': 'auto', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity : alcohol_use,linear,0,0,0.09946927544735233,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity : alcohol_use,knn,0,0,0.6425994449583718,"{'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity : alcohol_use,logistic,0,0,0.6946808510638298,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity : alcohol_use,gaussian,0,0,0.6796484736355226,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity : alcohol_use,svc,0,0,0.6839500462534691,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity : alcohol_use,decision_tree,0,0,0.6105920444033303,"{'max_features': 'log2', 'max_leaf_nodes': 15, 'max_depth': 25}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity : alcohol_use,random_forest,0,0,0.6603145235892691,"{'max_features': None, 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity : age,linear,0,0,0.14389171616411323,{'normalize': False},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity : age,knn,0,0,0.6404255319148936,"{'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity : age,logistic,0,0,0.714153561517114,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity : age,gaussian,0,0,0.6862627197039778,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity : age,svc,0,0,0.6945883441258095,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity : age,decision_tree,0,0,0.608418131359852,"{'max_features': 'sqrt', 'max_leaf_nodes': 2, 'max_depth': 5}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity : age,random_forest,0,0,0.647086031452359,"{'max_features': 'sqrt', 'max_leaf_nodes': 25, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : alcohol_use : age,linear,0,0,0.13622605949911798,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : alcohol_use : age,knn,0,0,0.6729879740980573,"{'n_neighbors': 40, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : alcohol_use : age,logistic,0,0,0.7076780758556891,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : alcohol_use : age,gaussian,0,0,0.6666512488436632,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : alcohol_use : age,svc,0,0,0.6969472710453284,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : alcohol_use : age,decision_tree,0,0,0.6385753931544866,"{'max_features': 'log2', 'max_leaf_nodes': 20, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : alcohol_use : age,random_forest,0,0,0.6490286771507863,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : alcohol_use : age,linear,0,0,0.12304955547620358,{'normalize': False},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : alcohol_use : age,knn,0,0,0.6298797409805734,"{'n_neighbors': 40, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : alcohol_use : age,logistic,0,0,0.7119796484736355,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : alcohol_use : age,gaussian,0,0,0.67104532839963,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : alcohol_use : age,svc,0,0,0.6709065679925994,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : alcohol_use : age,decision_tree,0,0,0.6083256244218316,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 20}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : alcohol_use : age,random_forest,0,0,0.6384828862164661,"{'max_features': 'log2', 'max_leaf_nodes': 25, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : family_history : type_a : overall_obesity : alcohol_use,linear,0,0,0.10921811543413033,{'normalize': True},0,0,0,0,0,0
tobacco_use : family_history : type_a : overall_obesity : alcohol_use,knn,0,0,0.6254394079555967,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : family_history : type_a : overall_obesity : alcohol_use,logistic,0,0,0.6839962997224791,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : family_history : type_a : overall_obesity : alcohol_use,gaussian,0,0,0.6776133209990748,{},0,0,0,0,0,0
tobacco_use : family_history : type_a : overall_obesity : alcohol_use,svc,0,0,0.6646160962072155,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : family_history : type_a : overall_obesity : alcohol_use,decision_tree,0,0,0.6062442183163738,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : family_history : type_a : overall_obesity : alcohol_use,random_forest,0,0,0.6493987049028678,"{'max_features': None, 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
tobacco_use : family_history : type_a : overall_obesity : age,linear,0,0,0.16806541813329184,{'normalize': False},0,0,0,0,0,0
tobacco_use : family_history : type_a : overall_obesity : age,knn,0,0,0.6688714153561517,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : family_history : type_a : overall_obesity : age,logistic,0,0,0.7098982423681777,"{'penalty': 'l2', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : family_history : type_a : overall_obesity : age,gaussian,0,0,0.7251618871415355,{},0,0,0,0,0,0
tobacco_use : family_history : type_a : overall_obesity : age,svc,0,0,0.6904717853839039,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : family_history : type_a : overall_obesity : age,decision_tree,0,0,0.6104070305272897,"{'max_features': 'log2', 'max_leaf_nodes': 15, 'max_depth': 30}",0,0,0,0,0,0
tobacco_use : family_history : type_a : overall_obesity : age,random_forest,0,0,0.673172987974098,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 5}",0,0,0,0,0,0
tobacco_use : family_history : type_a : alcohol_use : age,linear,0,0,0.16709770262951085,{'normalize': True},0,0,0,0,0,0
tobacco_use : family_history : type_a : alcohol_use : age,knn,0,0,0.668963922294172,"{'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : family_history : type_a : alcohol_use : age,logistic,0,0,0.7077243293246994,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
tobacco_use : family_history : type_a : alcohol_use : age,gaussian,0,0,0.7035152636447733,{},0,0,0,0,0,0
tobacco_use : family_history : type_a : alcohol_use : age,svc,0,0,0.6970860314523588,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : family_history : type_a : alcohol_use : age,decision_tree,0,0,0.6321924144310824,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'max_depth': 20}",0,0,0,0,0,0
tobacco_use : family_history : type_a : alcohol_use : age,random_forest,0,0,0.6557354301572617,"{'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': False, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : family_history : overall_obesity : alcohol_use : age,linear,0,0,0.1528343192010439,{'normalize': True},0,0,0,0,0,0
tobacco_use : family_history : overall_obesity : alcohol_use : age,knn,0,0,0.6385291396854764,"{'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : family_history : overall_obesity : alcohol_use : age,logistic,0,0,0.7208140610545791,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : family_history : overall_obesity : alcohol_use : age,gaussian,0,0,0.7100370027752081,{},0,0,0,0,0,0
tobacco_use : family_history : overall_obesity : alcohol_use : age,svc,0,0,0.6861239592969473,"{'C': 1000, 'shrinking': True, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : family_history : overall_obesity : alcohol_use : age,decision_tree,0,0,0.6149861239592969,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 25}",0,0,0,0,0,0
tobacco_use : family_history : overall_obesity : alcohol_use : age,random_forest,0,0,0.6448196114708602,"{'max_features': 'auto', 'max_leaf_nodes': 30, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : type_a : overall_obesity : alcohol_use : age,linear,0,0,0.13595177969919114,{'normalize': False},0,0,0,0,0,0
tobacco_use : type_a : overall_obesity : alcohol_use : age,knn,0,0,0.6188251618871415,"{'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : type_a : overall_obesity : alcohol_use : age,logistic,0,0,0.7098057354301572,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
tobacco_use : type_a : overall_obesity : alcohol_use : age,gaussian,0,0,0.673126734505088,{},0,0,0,0,0,0
tobacco_use : type_a : overall_obesity : alcohol_use : age,svc,0,0,0.6882978723404256,"{'C': 1000, 'shrinking': True, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : type_a : overall_obesity : alcohol_use : age,decision_tree,0,0,0.6063367252543942,"{'max_features': 'auto', 'max_leaf_nodes': 15, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : type_a : overall_obesity : alcohol_use : age,random_forest,0,0,0.6622571692876967,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : overall_obesity,linear,0,0,0.11940344998793093,{'normalize': True},0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : overall_obesity,knn,0,0,0.6776133209990749,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : overall_obesity,logistic,0,0,0.709990749306198,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : overall_obesity,gaussian,0,0,0.6689639222941721,{},0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : overall_obesity,svc,0,0,0.7058279370952821,"{'C': 1000, 'shrinking': True, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : overall_obesity,decision_tree,0,0,0.606059204440333,"{'max_features': 'sqrt', 'max_leaf_nodes': 20, 'max_depth': 15}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : overall_obesity,random_forest,0,0,0.6840425531914893,"{'max_features': None, 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 25}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : alcohol_use,linear,0,0,0.09679796842559572,{'normalize': False},0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : alcohol_use,knn,0,0,0.6863089731729879,"{'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : alcohol_use,logistic,0,0,0.7056891766882515,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : alcohol_use,gaussian,0,0,0.6817761332099906,{},0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : alcohol_use,svc,0,0,0.7120259019426458,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : alcohol_use,decision_tree,0,0,0.5910730804810361,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 25}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : alcohol_use,random_forest,0,0,0.6538390379278447,"{'max_features': 'sqrt', 'max_leaf_nodes': 25, 'bootstrap': False, 'max_depth': 1}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : age,linear,0,0,0.16318683612156637,{'normalize': True},0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : age,knn,0,0,0.6580481036077706,"{'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : age,logistic,0,0,0.7055966697502314,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : age,gaussian,0,0,0.6905180388529139,{},0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : age,svc,0,0,0.7230804810360777,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : age,decision_tree,0,0,0.6237280296022203,"{'max_features': 'auto', 'max_leaf_nodes': 15, 'max_depth': 10}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : type_a : age,random_forest,0,0,0.6687326549491213,"{'max_features': 'auto', 'max_leaf_nodes': 25, 'bootstrap': False, 'max_depth': 1}",0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : overall_obesity : alcohol_use,linear,0,0,0.10654924224677287,{'normalize': True},0,0,0,0,0,0
ldl_cholesterol : abdominal_adiposity : family_history : overall_obesity : alcohol_use,knn,0,0,0.6516188714153561,"{'n_neighbors': 50, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
